locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STM1053,STM1053,,1141575,1142201,-,Gifsy-2 prophage protein,Amino acid transport and metabolism,Q8ZQ78
STM1054,STM1054,,1142270,1142569,-,Gifsy-2 prophage protein,No COG annotation,Q8ZQ77
STM1055,STM1055,,1142554,1143240,-,Gifsy-2 prophage protein,No COG annotation,H9L447
STM1056,STM1056,,1143511,1143702,-,Gifsy-2 prophage protein,Function unknown,H9L448
STM1057,pepN,,1144129,1146741,+,aminopeptidase N,Amino acid transport and metabolism,Q8ZQ76
STM1058,pyrD,,1146949,1147959,+,dihydro-orotate oxidase,Nucleotide transport and metabolism,P25468
STM1059,ycbW,,1148125,1148667,+,putative cytoplasmic protein,"Cell cycle control, cell division, chromosome partitioning",Q8ZQ75
STM1060,STM1060,,1148664,1149773,-,putative iron-sulfur protein,Energy production and conversion,Q8ZQ74
STM1061,ycbY,,1149872,1151980,+,putative N6-adenine-specific DNA methylase,"Translation, ribosomal structure and biogenesis",Q8ZQ73
STM1062,uup,,1151993,1153900,+,putative ATPase component of ABC transporter,Function unknown,Q8ZQ72
STM1063,pqiA,,1153915,1155168,+,paraquat-inducible protein A,Function unknown,Q7CQT5
STM1064,pqiB,,1155173,1156813,+,paraquat-inducible protein B,"Secondary metabolites biosynthesis, transport, and catabolism",Q8ZQ71
STM1065,ymbA,,1156810,1157373,+,putative outer membrane protein,Function unknown,Q7CQT4
STM1066,rmf,,1157629,1157796,+,ribosome modulation factor (involved in dimerization of 70S ribosomes),"Translation, ribosomal structure and biogenesis",Q8ZQ70
STM1067,fabA,,1157896,1158414,-,beta-hydroxydecanoyl thioester dehydrase,Lipid transport and metabolism,P64105
STM1068,lonH,,1158483,1160243,-,putative protease,Amino acid transport and metabolism,Q8ZQ69
STM1069,ycbG,,1160429,1160881,+,putative cytoplasmic protein,"Cell cycle control, cell division, chromosome partitioning",Q8ZQ68
STM1070,ompA,,1160953,1162005,-,putative membrane component hydrogenase,Cell wall/membrane/envelope biogenesis,P02936
STM1071,sulA,,1162362,1162871,-,suppressor of lon,"Cell cycle control, cell division, chromosome partitioning",P0A241
STM1072,yccR,,1163088,1163693,+,putative DNA transformation protein,Transcription,Q8ZQ67
STM1073,yccS,,1163680,1165833,-,putative efflux (PET) family transporter,Function unknown,Q8ZQ66
STM1074,yccF,,1165852,1166298,-,putative inner membrane protein,Function unknown,Q7CQT3
STM1075,helD,,1166422,1168476,+,DNA helicase IV,"Replication, recombination and repair",Q8ZQ65
STM1076,mgsA,,1168512,1168970,-,methylglyoxal synthase,Carbohydrate transport and metabolism,P65350
STM1077,yccT,,1169065,1169727,-,putative periplasmic protein,Function unknown,P62362
STM1078,STM1078,,1169898,1170314,+,putative cytoplasmic protein,Function unknown,Q7CQT1
STM1079,yccV,,1170359,1170676,-,putative inner membrane protein,Function unknown,Q7CQT0
STM1080,yccW,,1170734,1171945,-,putative SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",Q8ZQ64
STM1081,STM1081,,1172160,1172708,+,putative outer membrane protein,Function unknown,Q8ZQ63
STM1082,STM1082,,1172734,1173513,+,AraC family bacterial regulatory protein,Transcription,Q8ZQ62
STM1083,yccX,,1173562,1173843,+,putative phosphohydrolase,Energy production and conversion,Q7CQS9
STM1084,yccK,,1173840,1174169,-,putative sulfite reductase%2C gamma subunit,Inorganic ion transport and metabolism,Q7CQS8
STM1085,yccA,,1174256,1174915,-,putative TEGT family carrier,Function unknown,Q8ZQ61
STM1087,pipA,,1175536,1176216,-,Pathogenicity island encoded protein: SPI5,Amino acid transport and metabolism,Q8ZQ60
STM1088,pipB,,1176438,1177313,-,Pathogenicity island encoded protein: SPI5,Function unknown,Q8ZQ59
STM1089,STM1089,,1177531,1177851,+,Pathogenicity island encoded protein: SPI5,No COG annotation,Q8ZQ58
STM1090,pipC,,1177861,1178202,-,Pathogenicity island encoded protein: SPI5,"Post-translational modification, protein turnover,and chaperones",O30917
STM1091,sopB,,1178219,1179904,-,Pathogenicity island encoded protein: SPI5,Function unknown,O30916
STM1092,orfX,,1180236,1180406,+,Pathogenicity island encoded protein: SPI5,Function unknown,Q7CQS6
STM1093,STM1093,,1180407,1180517,-,Pathogenicity island encoded protein: SPI5,No COG annotation,Q8ZQ56
STM1094,pipD,,1180626,1182095,-,Pathogenicity island encoded protein: SPI5,Cell wall/membrane/envelope biogenesis,Q8ZQ55
STM1095,copS,,1182268,1183632,-,Copper resistance%3B histidine kinase,Signal transduction mechanisms,Q8ZQ54
STM1096,copR,,1183625,1184371,-,Copper resistance transcriptional regulatory protein,Transcription,Q8ZQ53
STM1097,STM1097,,1184441,1184851,+,putative periplasmic or exported protein,Nucleotide transport and metabolism,Q8ZQ52
STM1098,hpaC,,1185184,1185696,-,4-hydroxyphenylacetate catabolism protein,Function unknown,Q8ZQ51
STM1099,hpaB,,1185714,1187276,-,4-hydroxyphenylacetate catabolism protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q8ZQ50
STM1100,hpaR,,1187494,1187934,-,4-hydroxyphenylacetate catabolism protein,Transcription,Q9RPU4
STM1101,hpaG,,1188209,1189498,+,4-hydroxyphenylacetate catabolism protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q8ZQ49
STM1102,hpaE,,1189495,1190961,+,4-hydroxyphenylacetate catabolism protein,Energy production and conversion,Q8ZQ48
STM1103,hpaD,,1190963,1191814,+,4-hydroxyphenylacetate catabolism protein,Function unknown,Q9RPU7
STM1104,hpaF,,1191824,1192204,+,4-hydroxyphenylacetate catabolism protein,Carbohydrate transport and metabolism,Q9RPU8
STM1105,hpaH,,1192347,1193150,+,4-hydroxyphenylacetate catabolism protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q7CQS5
STM1106,hpaI,,1193161,1193952,+,4-hydroxyphenylacetate catabolism protein,Carbohydrate transport and metabolism,Q8ZQ47
STM1107,hpaX,,1194024,1195400,+,4-hydroxyphenylacetate catabolism protein,Carbohydrate transport and metabolism,Q8ZQ46
STM1108,hpaA,,1195410,1196306,+,4-hydroxyphenylacetate catabolism protein,Transcription,Q8ZQ45
STM1109,STM1109,,1196320,1197258,+,putative periplasmic protein,Function unknown,Q8ZQ44
STM1110,STM1110,,1197666,1198028,-,putative cytoplasmic protein,Function unknown,Q9F0N8
STM1111,yccD,,1198682,1198987,-,putative cytoplasmic protein,Transcription,Q7CQS3
STM1112,cbpA,,1198987,1199907,-,curved DNA-binding protein,"Post-translational modification, protein turnover,and chaperones",P63263
STM1113,scsA,,1200142,1200504,+,suppression of copper sensitivity: putative copper binding protein,Function unknown,H9L4B5
STM1114,scsB,,1200553,1202439,+,suppression of copper sensitivity protein,Energy production and conversion,Q8ZQ43
STM1115,scsC,,1202436,1203059,+,suppression of copper sensitivity protein,"Post-translational modification, protein turnover,and chaperones",H9L4C1
STM1116,scsD,,1203049,1203555,+,suppression of copper sensitivity protein,Energy production and conversion,Q8ZQ42
STM1117,agp,,1203688,1204929,+,glucose-1-phosphatase,Function unknown,O33921
STM1118,yccJ,,1204963,1205190,-,putative cytoplasmic protein,Function unknown,Q8ZQ41
STM1119,wraB,,1205211,1205807,-,trp-repressor binding protein,Coenzyme transport and metabolism,Q8ZQ40
STM1121,ymdF,,1206192,1206359,+,putative cytoplasmic protein,No COG annotation,Q8ZQ39
STM1122,ycdC,,1206496,1207134,+,putative transcriptional repressor (TetR/AcrR family),Transcription,Q8ZQ38
STM1123,STM1123,,1207131,1207526,-,putative periplasmic protein,Function unknown,Q8ZQ37
STM1124,putA,,1207585,1211547,-,plasma membrane proline dehydrogenase,Energy production and conversion,UPI0000132B85
STM1125,putP,,1211969,1213477,+,SSS family major sodium/proline symporter,Amino acid transport and metabolism,P10502
STM1126,phoH,,1214304,1215158,+,PhoB-dependent ATP-binding pho regulon component,Signal transduction mechanisms,Q7CQS0
STM1127,STM1127,,1215264,1216145,-,putative transcriptional regulator,Transcription,Q8ZQ36
STM1128,STM1128,,1216430,1217926,-,putative sodium/glucose cotransporter,Amino acid transport and metabolism,Q8ZQ35
STM1129,STM1129,,1218263,1218943,-,putative inner membrane protein,Carbohydrate transport and metabolism,P60631
STM1130,STM1130,,1219449,1220609,+,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,Q8ZQ34
STM1131,STM1131,,1220655,1221347,+,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,Q8ZQ33
STM1132,STM1132,,1221630,1222910,+,putative sugar transport protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZQ32
STM1133,STM1133,,1222921,1224027,+,putative dehydrogenases and related proteins,Function unknown,Q8ZQ31
STM1135,ycdW,,1225055,1225993,+,putative oxidoreductase,Energy production and conversion,Q8ZQ30
STM1136,ycdX,,1226077,1226814,+,putative Histidinol phosphatase,Amino acid transport and metabolism,Q7CQR9
STM1137,ycdY,,1226838,1227392,+,putative oxidoreductase component,Function unknown,Q7CQR8
STM1138,ycdZ,,1227445,1227975,+,putative inner membrane protein,Function unknown,O54290
STM1139,csgG,,1228014,1228847,-,putative transcriptional regulator in curly assembly/transport%2C 2nd curli operon,Cell wall/membrane/envelope biogenesis,P0A204
STM1140,csgF,,1228874,1229290,-,curli production assembly/transport component%2C 2nd curli operon,Function unknown,P0A202
STM1141,csgE,,1229317,1229712,-,curli production assembly/transport component%2C 2nd curli operon,Function unknown,P0A200
STM1142,csgD,,1229717,1230367,-,putative transcriptional regulator,Transcription,O54294
STM1143,csgB,,1231122,1231577,+,minor curlin subunit precursor,Function unknown,P0A1E8
STM1144,csgA,,1231619,1232074,+,curlin major subunit,Function unknown,P0A1E5
STM1145,csgC,,1232136,1232462,+,putative curli production protein,Cell wall/membrane/envelope biogenesis,P0A1Z8
STM1146,ymdA,,1232593,1232913,+,putative periplasmic protein,No COG annotation,P0A1T0
STM1147,STM1147,,1233002,1233541,+,putative ACR protein,Function unknown,P67341
STM1148,ymdC,,1233480,1234964,+,putative phospholipase,Lipid transport and metabolism,Q8ZQ28
STM1149,mdoC,,1234981,1236135,-,membrane protein,Lipid transport and metabolism,Q8ZQ27
STM1150,mdoG,,1236407,1237942,+,periplasmic glucans biosynthesis protein,Inorganic ion transport and metabolism,P67557
STM1151,mdoH,,1237935,1240478,+,membrane glycosyltransferase,Cell wall/membrane/envelope biogenesis,Q8ZQ26
STM1152,yceK,,1240552,1240779,+,putative outer membrane lipoprotein,Function unknown,Q7CQR7
STM1153,msyB,,1240780,1241154,-,acidic protein suppresses mutants lacking function of protein export,Function unknown,Q7CQR6
STM1154,yceE,,1241236,1242450,-,putative MFS family transport protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZQ25
STM1155,htrB,,1242605,1243525,-,lauroyl/myristoyl acyltransferase involved in lipid A biosynthesis,Cell wall/membrane/envelope biogenesis,Q8ZQ24
STM1156,yceA,,1243745,1244797,+,putative enzyme related to sulfur transferases,Function unknown,Q8ZQ23
STM1157,yceI,,1244849,1245424,-,putative secreted protein,Function unknown,P61351
STM1158,STM1158,,1245421,1245993,-,putative inner membrane protein,Energy production and conversion,Q8ZQ22
STM1159,yceO,,1246256,1246369,-,putative inner membrane protein,Function unknown,Q7CQR4
STM1160,solA,,1246410,1247528,-,putative sarcosine oxidase,Amino acid transport and metabolism,P58525
STM1161,yceP,,1247641,1247895,-,putative cytoplasmic protein,Function unknown,Q8ZQ21
STM1162,dinI,,1248185,1248430,-,DNA damage-inducible protein I,Function unknown,Q8ZQ20
STM1163,pyrC,,1248504,1249550,-,dihydro-orotase,Nucleotide transport and metabolism,P06204
STM1164,yceB,,1249655,1250215,-,putative outer membrane lipoprotein,Function unknown,P40822
STM1165,grxB,,1250340,1250987,-,glutaredoxin 2,"Post-translational modification, protein turnover,and chaperones",Q7CQR3
STM1166,yceL,,1251051,1252259,-,putative MFS superfamily transport protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZQ19
STM1167,rimJ,,1252496,1253080,+,acetylation of N-terminal alanine of 30S ribosomal subunit protein S5,"Translation, ribosomal structure and biogenesis",Q8ZQ18
STM1168,yceH,,1253116,1253763,+,putative cytoplasmic protein,Function unknown,Q7CQR2
STM1169,mviM,,1253765,1254688,+,putative virulence factor,Function unknown,P37168
STM1170,mviN,,1254953,1256527,+,putative virulence factor,Function unknown,P37169
STM1171,flgN,,1256609,1257031,-,flagellar biosynthesis protein,Cell motility,P0A1J7
STM1172,flgM,,1257036,1257329,-,anti-FliA factor,Cell motility,P26477
STM1173,flgA,,1257421,1258080,-,flagellar biosynthesis protein,Cell motility,P40131
STM1174,flgB,,1258237,1258653,+,flagellar biosynthesis protein,Cell motility,P16437
STM1175,flgC,,1258657,1259061,+,flagellar biosynthesis protein,Cell motility,P0A1I7
STM1176,flgD,,1259073,1259771,+,flagellar biosynthesis protein,Cell motility,P0A1I9
STM1177,flgE,,1259798,1261009,+,hook protein,Cell motility,P0A1J1
STM1178,flgF,,1261030,1261785,+,flagellar biosynthesis protein,Cell motility,P16323
STM1179,flgG,,1261799,1262581,+,flagellar biosynthesis protein,Cell motility,P0A1J3
STM1180,flgH,,1262636,1263334,+,flagellar biosynthesis protein,Cell motility,P0A1N8
STM1181,flgI,,1263346,1264443,+,putative flagella basal body protein,Cell motility,P15930
STM1182,flgJ,,1264443,1265393,+,flagellar biosynthesis protein,Cell motility,P15931
STM1183,flgK,,1265458,1267119,+,hook-filament junction protein 1,Cell motility,P0A1J5
STM1184,flgL,,1267134,1268087,+,hook-filament junction protein,Cell motility,P16326
STM1185,rne,,1268344,1271547,-,RNase E,"Translation, ribosomal structure and biogenesis",Q8ZQ17
STM1187,rluC,,1272121,1273080,+,23S rRNA pseudouridylate synthase,"Translation, ribosomal structure and biogenesis",Q8ZQ16
STM1188,STM1188,,1273236,1273979,+,putative inner membrane lipoprotein,Function unknown,Q8ZQ15
STM1189,yceF,,1274481,1275065,-,putative inhibitor of septum formation,"Cell cycle control, cell division, chromosome partitioning",P58627
STM1190,yceD,,1275263,1275784,+,putative metal-binding protein,Function unknown,P0A1T2
STM1191,rpmF,,1275836,1276009,+,50S ribosomal subunit protein L32,"Translation, ribosomal structure and biogenesis",P0A7N6
STM1192,plsX,,1276143,1277222,+,putative fatty acid/phospholipid synthesis protein,Lipid transport and metabolism,P0A259
STM1193,fabH,,1277302,1278255,+,3-oxoacyl-[acyl-carrier-protein] synthase III%3B acetylCoA ACP transacylase,Lipid transport and metabolism,O85139
STM1194,fabD,,1278271,1279200,+,malonyl-CoA-[acyl-carrier-protein] transacylase,Lipid transport and metabolism,O85140
STM1195,fabG,,1279213,1279947,+,3-oxoacyl-[acyl-carrier-protein] reductase,Lipid transport and metabolism,P0A2C9
STM1196,acpP,,1280103,1280339,+,acyl carrier protein,Lipid transport and metabolism,P0A6B1
STM1197,fabF,,1280425,1281666,+,3-oxoacyl-[acyl-carrier-protein] synthase II,Lipid transport and metabolism,Q8ZQ14
STM1198,pabC,,1281790,1282599,+,4-amino-4-deoxychorismate lyase,Amino acid transport and metabolism,Q7CQR1
STM1199,yceG,,1282602,1283624,+,putative periplasmic solute-binding protein,Function unknown,Q8ZQ13
STM1200,tmk,,1283614,1284255,+,thymidylate kinase,Nucleotide transport and metabolism,P65246
STM1201,holB,,1284252,1285256,+,DNA polymerase III%2C delta prime subunit,"Replication, recombination and repair",Q8ZQ12
STM1202,ycfH,,1285267,1286064,+,putative metal-dependent hydrolase,"Replication, recombination and repair",Q8ZQ11
STM1203,ptsG,,1286359,1287792,+,glucose-specific IIBC component of the Sugar Specific PTS family,Carbohydrate transport and metabolism,P37439
STM1204,fhuE,,1287877,1290051,-,outer membrane receptor for Fe(III)-coprogen,Inorganic ion transport and metabolism,Q8ZQ10
STM1205,ycfF,,1290393,1290752,+,putative protein kinase C inhibitor,Nucleotide transport and metabolism,Q7CQR0
STM1206,ycfL,,1290755,1291129,+,putative outer membrane lipoprotein,Function unknown,Q8ZQ09
STM1207,ycfM,,1291143,1291781,+,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,Q8ZQ08
STM1208,ycfN,,1291762,1292586,+,putative cytoplasmic protein,Nucleotide transport and metabolism,Q8ZQ07
STM1209,nagZ,,1292597,1293622,+,putative glycosyl hydrolase,Cell wall/membrane/envelope biogenesis,Q8ZQ06
STM1210,ycfP,,1293647,1294189,+,putative esterase,Function unknown,P67366
STM1211,ndh,,1294444,1295748,+,respiratory NADH dehydrogenase 2,Energy production and conversion,Q8ZQ05
STM1212,ycfJ,,1295927,1296466,+,putative outer membrane lipoprotein,Function unknown,Q7CQQ9
STM1213,ycfQ,,1296541,1297176,-,putative transcriptional repressor (TetR/AcrR family),Transcription,Q8ZQ04
STM1214,ycfR,,1297418,1297675,+,putative outer membrane protein,Function unknown,Q8ZQ03
STM1215,ycfS,,1297772,1298737,-,putative periplasmic protein,Cell wall/membrane/envelope biogenesis,Q8ZQ02
STM1216,mfd,,1298885,1302331,-,transcription-repair coupling factor,"Replication, recombination and repair",Q8ZQ01
STM1217,ycfU,,1302558,1303868,+,integral membrane protein ABC transporter,Cell wall/membrane/envelope biogenesis,Q7CQQ8
STM1218,ycfV,,1303861,1304562,+,ATP-binding protein ABC transporter,Defense mechanisms,P61482
STM1219,ycfW,,1304562,1305806,+,integral membrane protein ABC transporter,Cell wall/membrane/envelope biogenesis,Q8ZQ00
STM1220,ycfX,,1305835,1306746,+,putative regulator (NagC/XylR family),Nucleotide transport and metabolism,Q8ZPZ9
STM1221,cobB,,1306765,1307586,+,putative nicotinate-nucleotide dimethylbenzimidazolephosphoribosltransferase,Transcription,P0A2F2
STM1222,potD,,1307668,1308714,-,spermidine/putrescine transporter,Amino acid transport and metabolism,P0A2C7
STM1223,potC,,1308739,1309518,-,spermidine/putrescine transporter,Inorganic ion transport and metabolism,Q7CQQ6
STM1224,sifA,,1309834,1310844,-,lysosomal glycoprotein (lgp)-containing structures,Function unknown,Q56061
STM1225,potB,,1311173,1312036,-,spermidine/putrescine transporter,Amino acid transport and metabolism,P0CL49
STM1226,potA,,1312020,1313156,-,spermidine/putrescine transporter,Inorganic ion transport and metabolism,P40790
STM1227,pepT,,1313407,1314636,+,putative peptidase T,Amino acid transport and metabolism,P26311
STM1228,STM1228,,1314640,1315974,+,putative periplasmic protein,Function unknown,Q8ZPZ8
STM1229,ycfD,,1316014,1317135,-,putative cytoplasmic protein,Function unknown,Q8ZPZ7
STM1230,phoQ,,1317216,1318679,-,sensory kinase protein in two-component regulatory system with PhoP,Signal transduction mechanisms,P0DM80
STM1231,phoP,,1318679,1319353,-,response regulator in two-component regulatory system with PhoQ,Transcription,P0DM78
STM1232,purB,,1319477,1320847,-,adenylosuccinate lyase,Nucleotide transport and metabolism,Q8ZPZ6
STM1233,ycfC,,1320851,1321498,-,unknown membrane associated protein,Function unknown,Q8ZPZ5
STM1234,trmU,,1321579,1322730,-,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,"Translation, ribosomal structure and biogenesis",Q8ZPZ4
STM1235,ymfB,,1322739,1323200,-,putative MutT-like protein,"Replication, recombination and repair",Q8ZPZ3
STM1236,STM1236,,1323212,1323541,-,putative periplasmic protein,Function unknown,Q8ZPZ2
STM1237,ymfC,,1323538,1324203,-,putative ribosomal large subunit pseudouridine synthase,"Translation, ribosomal structure and biogenesis",Q8ZPZ1
STM1238,icdA,,1324375,1325625,+,isocitrate dehydrogenase in e14 prophage,Energy production and conversion,Q8ZPZ0
STM1239,STM1239,,1326073,1327197,+,putative cytoplasmic protein,Function unknown,Q8ZPY9
STM1240,envF,,1328179,1328967,-,putative envelope lipoprotein,No COG annotation,Q56032
STM1241,msgA,,1329456,1329695,-,macrophage survival gene%3B reduced mouse virulence,Function unknown,P0A1G3
STM1242,envE,,1329886,1330407,-,putative envelope protein,Cell wall/membrane/envelope biogenesis,Q56030
STM1243,STM1243,,1330822,1331034,-,homology with cold shock proteins,Transcription,P0A1D9
STM1244,pagD,,1331166,1331429,-,PhoP regulated,No COG annotation,Q56029
STM1246,pagC,,1332241,1332798,+,reduced macrophage survival protein,Cell wall/membrane/envelope biogenesis,P23988
STM1249,STM1249,,1334035,1334379,-,putative periplasmic protein,Function unknown,Q8ZPY8
STM1250,STM1250,,1335082,1335354,+,putative cytoplasmic protein,No COG annotation,Q8ZPY7
STM1251,STM1251,,1335506,1335973,+,putative molecular chaperone (small heat shock protein),"Post-translational modification, protein turnover,and chaperones",Q8ZPY6
STM1252,STM1252,,1336312,1337355,+,putative cytoplasmic protein,Carbohydrate transport and metabolism,Q8ZPY5
STM1253,STM1253,,1337438,1337968,-,putative inner membrane protein,Energy production and conversion,Q8ZPY4
STM1254,STM1254,,1338117,1338431,-,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,Q7CQQ5
STM1255,STM1255,,1339113,1340747,+,putative ABC transporter periplasmic binding protein,Amino acid transport and metabolism,Q8ZPY3
STM1256,STM1256,,1340747,1341721,+,putative ABC transporter,Amino acid transport and metabolism,Q8ZPY2
STM1257,STM1257,,1341711,1342523,+,putative ABC transporter,Inorganic ion transport and metabolism,Q7CQQ4
STM1258,STM1258,,1342517,1343314,+,putative ATPase component of ABC-type transport system,Inorganic ion transport and metabolism,H9L415
STM1259,STM1259,,1343308,1343898,+,putative ATPase component of ABC-type transport system,Amino acid transport and metabolism,H9L4A2
STM1260,STM1260,,1343980,1345113,-,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,Q7CQQ1
STM1261,STM1261,,1345307,1345633,+,putative cytoplasmic protein,No COG annotation,Q8ZPY1
STM1263,STM1263,,1345830,1346477,+,putative periplasmic protein,Function unknown,Q8ZPY0
STM1264,aadA,,1346586,1347374,+,aminoglycoside adenyltransferase,Coenzyme transport and metabolism,Q8ZPX9
STM1265,STM1265,,1347519,1348112,+,putative response regulators,Transcription,Q8ZPX8
STM1266,STM1266,,1348181,1349029,+,putative transcriptional regulator,Transcription,H9L453
STM1267,STM1267,,1349284,1349532,-,putative cytoplasmic protein,Function unknown,Q8ZPX7
STM1268,STM1268,,1349611,1349760,-,putative cytoplasmic protein,No COG annotation,Q8ZPX6
STM1269,STM1269,,1349843,1350388,+,putative chorismate mutase,Cell wall/membrane/envelope biogenesis,H9L410
STM1270,yeaS,,1350585,1351223,+,putative transport protein,"Intracellular trafficking, secretion, and vesicular transport",Q7CQP8
STM1271,yeaR,,1351396,1351758,+,putative cytoplasmic protein,Inorganic ion transport and metabolism,Q8ZPX5
STM1272,yoaG,,1351761,1351943,+,putative cytoplasmic protein,Function unknown,Q8ZPX4
STM1273,STM1273,,1352173,1352814,+,putative nitric oxide reductase,No COG annotation,Q8ZPX3
STM1274,yeaQ,,1353129,1353377,+,putative inner membrane protein,Function unknown,Q7CQP7
STM1275,yaoF,,1353810,1354061,+,putative hemolysin,Function unknown,Q8ZPX2
STM1276,STM1276,,1354130,1354441,+,putative periplasmic protein,No COG annotation,Q8ZPX1
STM1277,yeaO,,1354427,1354774,-,putative cytoplasmic protein,Function unknown,Q8ZPX0
STM1278,yeaN,,1354893,1356077,-,putative MFS family transport protein (amino acid/amine transport),Inorganic ion transport and metabolism,Q8ZPW9
STM1279,yeaM,,1356178,1356972,+,putative regulator (AraC/XylS family),Transcription,Q8ZPW8
STM1280,yeaL,,1356952,1357398,-,putative inner membrane protein,Function unknown,UPI0000059D98
STM1281,STM1281,,1357604,1357711,+,putative inner membrane protein,No COG annotation,Q8ZPW6
STM1282,yeaK,,1357708,1358226,-,putative cytoplasmic protein,Function unknown,Q8ZPW5
STM1283,yeaJ,,1358276,1359769,-,putative methyl-accepting chemotaxis protein,Signal transduction mechanisms,Q8ZPW4
STM1284,yeaH,,1360410,1361696,-,putative cytoplasmic protein,Function unknown,Q8ZPW3
STM1285,yeaG,,1361819,1363753,-,putative Ser protein kinase,Signal transduction mechanisms,Q8ZPW2
STM1286,mipA,,1364180,1364926,+,scaffolding protein for murein-synthesizing holoenzyme,Cell wall/membrane/envelope biogenesis,Q7CQP6
STM1287,STM1287,,1365216,1366412,+,arylsulfatase regulator,Energy production and conversion,Q8ZPW1
STM1288,STM1288,,1366509,1367366,+,putative aldehyde reductase,Function unknown,Q8ZPW0
STM1289,yeaD,,1367465,1368349,-,putative enzyme related to aldose 1-epimerase,Carbohydrate transport and metabolism,Q8ZPV9
STM1290,gapA,,1368684,1369679,-,glyceraldehyde-3-phosphate dehydrogenase A,Nucleotide transport and metabolism,P0A1P0
STM1291,yeaA,,1369991,1370434,+,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",P65449
STM1292,yeaC,,1370476,1370754,+,putative cytoplasmic protein,Function unknown,Q7CQP5
STM1293,pncA,,1371106,1371762,-,nicotinamidase/ pyrazinamidase,"Secondary metabolites biosynthesis, transport, and catabolism",Q8ZPV8
STM1294,ansA,,1371789,1372805,-,cytoplasmic L-asparaginase I,Amino acid transport and metabolism,Q8ZPV7
STM1295,sppA,,1372901,1374757,-,protease IV,"Post-translational modification, protein turnover,and chaperones",Q8ZPV6
STM1296,ydjA,,1374931,1375482,+,putative oxidoreductase,Energy production and conversion,Q7CQP4
STM1297,selD,,1375600,1376643,+,selenophosphate synthase,Nucleotide transport and metabolism,Q8ZPV5
STM1298,topB,,1376648,1378597,+,DNA topoisomerase III,"Replication, recombination and repair",P40687
STM1299,gdhA,,1378627,1379970,-,NADP-specific glutamate dehydrogenase,Amino acid transport and metabolism,P15111
STM1300,STM1300,,1380209,1380484,+,putative periplasmic protein,Function unknown,Q8ZPV4
STM1301,STM1301,,1380444,1380860,-,putative mutator MutT protein,"Replication, recombination and repair",Q8ZPV3
STM1302,xthA,,1380933,1381739,-,exonuclease III,"Replication, recombination and repair",P0A1A9
STM1303,astC,,1382185,1383411,+,succinylornithine transaminase,Amino acid transport and metabolism,Q8ZPV2
STM1304,astA,,1383402,1384436,+,arginine succinyltransferase,Amino acid transport and metabolism,Q8ZPV1
STM1305,astD,,1384433,1385911,+,succinylglutamic semialdehyde dehydrogenase,Energy production and conversion,Q8ZPV0
STM1306,astB,,1385908,1387251,+,succinylarginine dihydrolase,Amino acid transport and metabolism,Q8ZPU9
STM1307,astE,,1387244,1388212,+,succinylglutamate desuccinylase,Amino acid transport and metabolism,Q8ZPU8
STM1308,spy,,1388548,1389033,+,periplasmic protein related to spheroblast formation,Cell motility,Q8ZPU7
STM1309,STM1309,,1389108,1390016,-,putative nuclease subunit of the excinuclease complex,"Replication, recombination and repair",Q8ZPU6
STM1310,nadE,,1390110,1390937,-,NAD synthetase,Nucleotide transport and metabolism,Q8ZPU5
STM1311,osmE,,1391156,1391497,+,transcriptional activator of ntrL gene,Cell wall/membrane/envelope biogenesis,Q7CQP3
STM1312,celA,,1391798,1392118,+,PTS family sugar specific enzyme IIB for cellobiose%2C arbutin%2C and salicin,Carbohydrate transport and metabolism,Q7CQP2
STM1313,celB,,1392201,1393559,+,PTS family sugar specific enzyme II for cellobiose%2C arbutin%2C and salicin,"Intracellular trafficking, secretion, and vesicular transport",Q8ZPU4
STM1314,celC,,1393610,1393957,+,PTS family sugar specific enzyme III for cellobiose%2C arbutin%2C and salicin,Carbohydrate transport and metabolism,Q8ZPU3
STM1315,celD,,1393968,1394810,+,transcriptional repressor of cel operon,Transcription,Q7CQP1
STM1316,celF,,1394935,1396290,+,phospho-beta-glucosidase,Carbohydrate transport and metabolism,Q8ZPU2
STM1317,celG,,1396303,1397061,+,putative glucosidase,Nucleotide transport and metabolism,Q8ZPU1
STM1318,katE,,1397105,1399357,-,catalase,Inorganic ion transport and metabolism,H9L460
STM1319,cedA,,1399722,1399964,+,cell division modulator,"Cell cycle control, cell division, chromosome partitioning",Q8ZPU0
STM1320,ydjN,,1400066,1401457,-,kinase-like protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZPT9
