locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STM474_1051,ycbW,,1104459,1105001,+,putative cytoplasmic protein,"Cell cycle control, cell division, chromosome partitioning",E8XE16
STM474_1052,STM474_1052,,1104998,1106107,-,putative iron-sulfur protein,Energy production and conversion,E8XE17
STM474_1053,rlml,,1106206,1108314,+,Ribosomal RNA large subunit methyltransferase L,"Translation, ribosomal structure and biogenesis",E8XE18
STM474_1054,uup,,1108327,1110234,+,ABC transporter ATPase component,Function unknown,E8XE19
STM474_1055,pqiA,,1110249,1111502,+,putative inner membrane protein,Function unknown,E8XE20
STM474_1056,pqiB,,1111507,1113147,+,paraquat-inducible protein B,"Secondary metabolites biosynthesis, transport, and catabolism",E8XE21
STM474_1057,ymbA,,1113144,1113707,+,putative lipoprotein,Function unknown,E8XE22
STM474_1058,rmf,,1113963,1114130,+,ribosome modulation factor,"Translation, ribosomal structure and biogenesis",E8XE23
STM474_1059,fabA,,1114230,1114748,-,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Lipid transport and metabolism,E8XE24
STM474_1060,lonH,,1114817,1116577,-,putative protease,Amino acid transport and metabolism,E8XE25
STM474_1061,ycbg,,1116763,1117215,+,UPF0268 protein ycbG,"Cell cycle control, cell division, chromosome partitioning",E8XE26
STM474_1062,ompA,,1117287,1118396,-,outer membrane protein A,Cell wall/membrane/envelope biogenesis,E8XE27
STM474_1063,sulA,,1118696,1119205,-,SOS cell division inhibitor,"Cell cycle control, cell division, chromosome partitioning",E8XE28
STM474_1064,yccR,,1119422,1120027,+,putative DNA transformation protein,Transcription,E8XE29
STM474_1065,yccS,,1120014,1122167,-,hypothetical membrane protein,Function unknown,E8XE30
STM474_1066,yccF,,1122186,1122632,-,inner membrane protein YccF,Function unknown,E8XE31
STM474_1067,helD,,1122756,1124810,+,DNA helicase IV,"Replication, recombination and repair",E8XE32
STM474_1068,mgsA,,1124846,1125304,-,methylglyoxal synthase,Carbohydrate transport and metabolism,E8XE33
STM474_1069,ycct,,1125399,1126061,-,UPF0319 protein yccT,Function unknown,E8XE34
STM474_1070,STM474_1070,,1126232,1126648,+,CoA binding domain-containing protein,Function unknown,E8XE35
STM474_1071,yccV,,1126693,1127010,-,hemimethylated DNA binding protein,Function unknown,E8XE36
STM474_1072,yccW,,1127068,1128279,-,putative SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",E8XE37
STM474_1073,STM474_1073,,1128494,1129042,+,putative outer membrane protein,Function unknown,E8XE38
STM474_1074,STM474_1074,,1129005,1129847,+,bacterial regulatory protein,Transcription,E8XE39
STM474_1075,STM474_1075,,1129896,1130177,+,putative acylphosphatase,Energy production and conversion,E8XE40
STM474_1076,STM474_1076,,1130174,1130503,-,sulfur transfer protein TusE,Inorganic ion transport and metabolism,E8XE41
STM474_1077,ycca,,1130590,1131249,-,Inner membrane protein yccA,Function unknown,E8XE42
STM474_1079,pipA,,1131870,1132550,-,pathogenicity island-encoded protein A,Amino acid transport and metabolism,E8XE43
STM474_1080,pipB,,1132772,1133647,-,secreted effector protein,Function unknown,E8XE44
STM474_1081,STM474_1081,,1133865,1134185,+,putative inner membrane protein,No COG annotation,E8XE45
STM474_1082,pipC,,1134195,1134536,-,pathogenicity island-encoded protein C,"Post-translational modification, protein turnover,and chaperones",E8XE46
STM474_1083,sopB,,1134553,1136292,-,secreted effector protein,Function unknown,E8XE47
STM474_1084,STM474_1084,,1136570,1136740,+,putative cytoplasmic protein,Function unknown,E8XE48
STM474_1085,STM474_1085,,1136741,1136851,-,putative cytoplasmic protein,No COG annotation,E8XE49
STM474_1086,pipD,,1136960,1138522,-,pathogenicity island-encoded protein D,Cell wall/membrane/envelope biogenesis,E8XE50
STM474_1087,copS,,1138602,1139966,-,copper resistance protein,Signal transduction mechanisms,E8XE51
STM474_1088,copR,,1139959,1140639,-,transcriptional regulatory protein YedW,Transcription,E8XE52
STM474_1089,hiuh,,1140775,1141185,+,5-hydroxyisourate hydrolase,Nucleotide transport and metabolism,E8XE53
STM474_1090,hpaC,,1141518,1142030,-,4-hydroxyphenylacetate catabolism,Function unknown,E8XE54
STM474_1091,hpaB,,1142048,1143610,-,4-hydroxyphenylacetate catabolism,"Secondary metabolites biosynthesis, transport, and catabolism",E8XE55
STM474_1092,hpaR,,1143828,1144268,-,4-hydroxyphenylacetate catabolism,Transcription,E8XE56
STM474_1093,hpaG,,1144543,1145832,+,4-hydroxyphenylacetate catabolism,"Secondary metabolites biosynthesis, transport, and catabolism",E8XE57
STM474_1094,hpaE,,1145829,1147295,+,4-hydroxyphenylacetate catabolism,Energy production and conversion,E8XE58
STM474_1095,hpaD,,1147297,1148148,+,4-hydroxyphenylacetate catabolism,Function unknown,E8XE59
STM474_1096,hpcD,,1148152,1148538,+,5-carboxymethyl-2-hydroxymuconate delta-isomerase,Carbohydrate transport and metabolism,E8XE60
STM474_1097,hpcG,,1148681,1149484,+,2-oxo-hepta-3-ene-1%2C7-dioic acid hydratase,"Secondary metabolites biosynthesis, transport, and catabolism",E8XE61
STM474_1098,hpaI,,1149495,1150286,+,4-hydroxyphenylacetate catabolism,Carbohydrate transport and metabolism,E8XE62
STM474_1099,hpaX,,1150358,1151734,+,4-hydroxyphenylacetate catabolism,Carbohydrate transport and metabolism,E8XE63
STM474_1100,hpaA,,1151744,1152640,+,4-hydroxyphenylacetate catabolism,Transcription,E8XE64
STM474_1101,STM474_1101,,1152654,1153592,+,putative periplasmic protein,Function unknown,E8XE65
STM474_1102,STM474_1102,,1154000,1154362,-,Enhancing lycopene biosynthesis protein 1,Function unknown,E8XE66
STM474_1103,STM474_1103,,1154810,1154965,+,hypothetical protein,No COG annotation,E8XE67
STM474_1104,cbpM,,1155016,1155321,-,chaperone-modulator protein CbpM,Transcription,E8XE68
STM474_1105,cbpA,,1155321,1156241,-,curved DNA-binding protein CbpA,"Post-translational modification, protein turnover,and chaperones",E8XE69
STM474_1106,scsA,,1156476,1156838,+,membrane protein%2C suppressor for copper-sensitivity A,Function unknown,E8XE70
STM474_1107,scsB,,1156887,1158773,+,suppression of copper sensitivity protein,Energy production and conversion,E8XE71
STM474_1108,scsC,,1158770,1159393,+,suppression of copper sensitivity protein,"Post-translational modification, protein turnover,and chaperones",E8XE72
STM474_1109,scsD,,1159383,1159889,+,suppression of copper sensitivity protein,Energy production and conversion,E8XE73
STM474_1110,agp,,1160022,1161263,+,glucose-1-phosphatase/inositol phosphatase,Function unknown,E8XE74
STM474_1111,yccj,,1161297,1161524,-,Uncharacterized protein yccJ,Function unknown,E8XE75
STM474_1112,wraB,,1161545,1162141,-,TrpR binding protein WrbA,Coenzyme transport and metabolism,E8XE76
STM474_1113,STM474_1113,,1162341,1162499,+,hypothetical protein,No COG annotation,E8XE77
STM474_1114,ymdF,,1162526,1162693,+,putative cytoplasmic protein,No COG annotation,E8XE78
STM474_1115,STM474_1115,,1162539,1162733,+,hypothetical protein,No COG annotation,E8XE79
STM474_1116,ycdC,,1162830,1163468,+,putative transcriptional repressor,Transcription,E8XE80
STM474_1117,STM474_1117,,1163465,1163860,-,putative periplasmic protein,Function unknown,E8XE81
STM474_1118,puta,,1163919,1167881,-,Bifunctional protein putA,Energy production and conversion,E8XE82
STM474_1119,putP,,1168300,1169811,+,major sodium/proline symporter,Amino acid transport and metabolism,E8XE83
STM474_1120,STM474_1120,,1170818,1171492,+,PhoH-like protein,Signal transduction mechanisms,E8XE84
STM474_1121,STM474_1121,,1171598,1172512,-,putative transcriptional regulator,Transcription,E8XE85
STM474_1122,STM474_1122,,1172764,1174260,-,putative sodium/glucose cotransporter,Amino acid transport and metabolism,E8XE86
STM474_1123,STM474_1123,,1174597,1175277,-,N-acetylmannosamine-6-phosphate 2-epimerase,Carbohydrate transport and metabolism,E8XE87
STM474_1124,STM474_1124,,1175783,1176943,+,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,E8XE88
STM474_1125,STM474_1125,,1176989,1177681,+,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,E8XE89
STM474_1126,STM474_1126,,1177964,1179244,+,putative sialic acid transporter,"Intracellular trafficking, secretion, and vesicular transport",E8XE90
STM474_1127,STM474_1127,,1179255,1180361,+,putative dehydrogenase,Function unknown,E8XE91
STM474_1129,STM474_1129,,1181042,1181206,-,hypothetical protein,No COG annotation,E8XE92
STM474_1130,ycdW,,1181205,1182143,+,putative oxidoreductase,Energy production and conversion,E8XE93
STM474_1131,ycdX,,1182228,1182965,+,putative hydrolase,Amino acid transport and metabolism,E8XEQ4
STM474_1132,ycdY,,1182989,1183543,+,putative oxidoreductase component,Function unknown,E8XEQ5
STM474_1133,ycdZ,,1183596,1184126,+,putative inner membrane protein,Function unknown,E8XEQ6
STM474_1134,csgG,,1184165,1184998,-,assembly/transport component in curli production,Cell wall/membrane/envelope biogenesis,E8XEQ7
STM474_1135,csgF,,1185025,1185441,-,curli assembly protein CsgF,Function unknown,E8XEQ8
STM474_1136,csgE,,1185468,1185863,-,curli assembly protein CsgE,Function unknown,E8XEQ9
STM474_1137,csgD,,1185868,1186518,-,DNA-binding transcriptional regulator CsgD,Transcription,E8XER0
STM474_1138,csgB,,1187273,1187728,+,curlin minor subunit,Function unknown,E8XER1
STM474_1139,csgA,,1187770,1188225,+,cryptic curlin major subunit,Function unknown,E8XER2
STM474_1140,csgC,,1188287,1188613,+,putative autoagglutination protein,Cell wall/membrane/envelope biogenesis,E8XER3
STM474_1141,ymdA,,1188744,1189064,+,putative periplasmic protein,No COG annotation,E8XER4
STM474_1142,STM474_1142,,1189154,1189693,+,Macro domain-containing protein,Function unknown,E8XER5
STM474_1143,ymdC,,1189629,1191116,+,putative phospholipase,Lipid transport and metabolism,E8XER6
STM474_1144,mdoC,,1191133,1192287,-,glucans biosynthesis protein,Lipid transport and metabolism,E8XER7
STM474_1145,mdoG,,1192541,1194094,+,glucans biosynthesis protein G,Inorganic ion transport and metabolism,E8XER8
STM474_1146,mdoH,,1194087,1196630,+,glucosyltransferase MdoH,Cell wall/membrane/envelope biogenesis,E8XER9
STM474_1147,ycek,,1196692,1196931,+,Uncharacterized protein yceK,Function unknown,E8XES0
STM474_1148,msyb,,1196932,1197306,-,Acidic protein msyB,Function unknown,E8XES1
STM474_1149,yceE,,1197388,1198602,-,drug efflux system protein MdtG,"Intracellular trafficking, secretion, and vesicular transport",E8XES2
STM474_1150,htrB,,1198757,1199737,-,lipid A biosynthesis lauroyl acyltransferase,Cell wall/membrane/envelope biogenesis,E8XES3
STM474_1151,ycea,,1199897,1200949,+,UPF0176 protein yceA,Function unknown,E8XES4
STM474_1152,yecI,,1201001,1201576,-,YceI domain-containing protein,Function unknown,E8XES5
STM474_1153,yceJ,,1201573,1202151,-,YceJ protein,Energy production and conversion,E8XES6
STM474_1154,STM474_1154,,1202156,1202359,+,hypothetical protein,No COG annotation,E8XES7
STM474_1155,yceO,,1202408,1202521,-,putative inner membrane protein,Function unknown,E8XES8
STM474_1156,solA,,1202562,1203680,-,N-methyltryptophan oxidase,Amino acid transport and metabolism,E8XES9
STM474_1157,bssS,,1203793,1204050,-,biofilm formation regulatory protein BssS,Function unknown,E8XET0
STM474_1158,dinI,,1204337,1204582,-,DNA damage-inducible protein I%2C inhibits UmuD processing,Function unknown,E8XET1
STM474_1159,pyrC,,1204656,1205810,-,dihydroorotase,Nucleotide transport and metabolism,E8XET2
STM474_1160,yceb,,1205807,1206367,-,Uncharacterized lipoprotein yceB,Function unknown,E8XET3
STM474_1161,grxB,,1206492,1207139,-,glutaredoxin 2,"Post-translational modification, protein turnover,and chaperones",E8XET4
STM474_1162,yceL,,1207203,1208411,-,multidrug resistance protein MdtH,"Intracellular trafficking, secretion, and vesicular transport",E8XET5
STM474_1163,rimJ,,1208648,1209232,+,ribosomal-protein-S5-alanine N-acetyltransferase,"Translation, ribosomal structure and biogenesis",E8XET6
STM474_1164,yceH,,1209268,1209915,+,protein YceH,Function unknown,E8XET7
STM474_1165,STM474_1165,,1209917,1210840,+,oxidoreductase family protein,Function unknown,E8XET8
STM474_1166,mviN,,1211105,1212679,+,putative virulence protein,Function unknown,E8XET9
STM474_1167,flgN,,1212761,1213183,-,flagella synthesis protein FlgN,Cell motility,E8XEU0
STM474_1168,flgM,,1213188,1213481,-,anti-sigma28 factor FlgM,Cell motility,E8XEU1
STM474_1169,flgA,,1213573,1214232,-,flagellar basal body P-ring biosynthesis protein FlgA,Cell motility,E8XEU2
STM474_1170,flgB,,1214389,1214805,+,flagellar basal body rod protein FlgB,Cell motility,E8XEU3
STM474_1171,flgC,,1214809,1215213,+,flagellar basal body rod protein FlgC,Cell motility,E8XEU4
STM474_1172,flgD,,1215225,1215923,+,basal-body rod modification protein FlgD,Cell motility,E8XEU5
STM474_1173,flgE,,1215950,1217161,+,flagellar hook protein FlgE,Cell motility,E8XEU6
STM474_1174,flgF,,1217182,1217937,+,flagellar basal body rod protein FlgF,Cell motility,E8XEU7
STM474_1175,flgG,,1217951,1218733,+,flagellar basal body rod protein FlgG,Cell motility,E8XEU8
STM474_1176,flgH,,1218779,1219486,+,flagellar basal body L-ring protein,Cell motility,E8XEU9
STM474_1177,flgI,,1219492,1220595,+,flagellar basal body P-ring protein,Cell motility,E8XEV0
STM474_1178,flgJ,,1220595,1221545,+,flagellar rod assembly protein/muramidase FlgJ,Cell motility,E8XEV1
STM474_1179,flgK,,1221610,1223271,+,flagellar hook-associated protein FlgK,Cell motility,E8XEV2
STM474_1180,flgL,,1223286,1224239,+,flagellar hook-associated protein FlgL,Cell motility,E8XEV3
STM474_1181,rne,,1224496,1227699,-,ribonuclease E,"Translation, ribosomal structure and biogenesis",E8XEV4
STM474_1183,rluC,,1228273,1229232,+,23S rRNA pseudouridylate synthase C,"Translation, ribosomal structure and biogenesis",E8XEV5
STM474_1184,STM474_1184,,1229370,1230131,+,putative inner membrane lipoprotein,Function unknown,E8XEV6
STM474_1185,maf,,1230633,1231217,-,Maf-like protein,"Cell cycle control, cell division, chromosome partitioning",E8XEV7
STM474_1186,yced,,1231415,1231936,+,Uncharacterized protein yceD,Function unknown,E8XEV8
STM474_1188,rpmF,,1231988,1232161,+,50S ribosomal protein L32,"Translation, ribosomal structure and biogenesis",E8XEV9
STM474_1189,plsX,,1232295,1233374,+,putative glycerol-3-phosphate acyltransferase PlsX,Lipid transport and metabolism,E8XEW0
STM474_1190,fabH,,1233454,1234407,+,3-oxoacyl-(acyl carrier protein) synthase III,Lipid transport and metabolism,E8XEW1
STM474_1191,fabD,,1234423,1235352,+,acyl carrier protein S-malonyltransferase,Lipid transport and metabolism,E8XEW2
STM474_1192,fabg,,1235365,1236099,+,3-oxoacyl-[acyl-carrier-protein] reductase,Lipid transport and metabolism,E8XEW3
STM474_1193,acpP,,1236255,1236491,+,Acyl carrier protein,Lipid transport and metabolism,E8XEW4
STM474_1194,fabf,,1236577,1237818,+,3-oxoacyl-[acyl-carrier-protein] synthase 2,Lipid transport and metabolism,E8XEW5
STM474_1195,pabC,,1237942,1238751,+,4-amino-4-deoxychorismate lyase,Amino acid transport and metabolism,E8XEW6
STM474_1196,yceg,,1238754,1239776,+,UPF0755 protein yceG,Function unknown,E8XEW7
STM474_1197,tmk,,1239766,1240407,+,thymidylate kinase,Nucleotide transport and metabolism,E8XEW8
STM474_1198,holB,,1240404,1241408,+,DNA polymerase III subunit delta',"Replication, recombination and repair",E8XEW9
STM474_1199,ycfH,,1241419,1242216,+,putative metallodependent hydrolase,"Replication, recombination and repair",E8XEX0
STM474_1200,ptgcb,,1242511,1243944,+,PTS system glucose-specific EIICB component,Carbohydrate transport and metabolism,E8XEX1
STM474_1201,fhuE,,1244029,1246263,-,ferric-rhodotorulic acid outer membrane transporter,Inorganic ion transport and metabolism,E8XEX2
STM474_1202,ycfF,,1246527,1246904,+,purine nucleoside phosphoramidase,Nucleotide transport and metabolism,E8XEX3
STM474_1203,ycfL,,1246907,1247281,+,putative outer membrane lipoprotein,Function unknown,E8XEX4
STM474_1204,STM474_1204,,1247295,1247933,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,E8XEX5
STM474_1205,thiK,,1247914,1248738,+,thiamine kinase,Nucleotide transport and metabolism,E8XEX6
STM474_1206,nagZ,,1248749,1249774,+,beta-hexosaminidase,Cell wall/membrane/envelope biogenesis,E8XEX7
STM474_1207,ycfp,,1249799,1250341,+,UPF0227 protein ycfP,Function unknown,E8XEX8
STM474_1208,ndh,,1250569,1251900,+,NADH dehydrogenase,Energy production and conversion,E8XEX9
STM474_1209,ycfj,,1252079,1252618,+,Uncharacterized protein ycfJ,Function unknown,E8XEY0
STM474_1210,ycfQ,,1252693,1253328,-,putative transcriptional repressor,Transcription,E8XEY1
STM474_1211,ycfR,,1253570,1253827,+,putative outer membrane protein,Function unknown,E8XEY2
STM474_1212,ycfS,,1253924,1254889,-,putative periplasmic protein,Cell wall/membrane/envelope biogenesis,E8XEY3
STM474_1213,mfd,,1255037,1258483,-,transcription-repair coupling factor,"Replication, recombination and repair",E8XFE3
STM474_1214,lolC,,1258821,1260020,+,outer membrane-specific lipoprotein transporter subunit LolC,Cell wall/membrane/envelope biogenesis,E8XFE4
STM474_1215,lolD,,1260013,1260714,+,lipoprotein transporter ATP-binding subunit,Defense mechanisms,E8XFE5
STM474_1216,lolE,,1260714,1261958,+,outer membrane-specific lipoprotein transporter subunit LolE,Cell wall/membrane/envelope biogenesis,E8XFE6
STM474_1217,ycfX,,1261987,1262898,+,N-acetyl-D-glucosamine kinase,Nucleotide transport and metabolism,E8XFE7
STM474_1218,cobB,,1262917,1263738,+,NAD-dependent deacetylase,Transcription,E8XFE8
STM474_1219,potD,,1263820,1264866,-,spermidine/putrescine ABC transporter periplasmic substrate-binding protein,Amino acid transport and metabolism,E8XFE9
STM474_1220,potC,,1264891,1265670,-,PotC protein,Inorganic ion transport and metabolism,E8XFF0
STM474_1221,sifA,,1265986,1266996,-,secreted effector protein,Function unknown,E8XFF1
STM474_1222,potB,,1267325,1268188,-,spermidine/putrescine ABC transporter membrane protein,Amino acid transport and metabolism,E8XFF2
STM474_1223,potA,,1268172,1269308,-,putrescine/spermidine ABC transporter ATPase protein,Inorganic ion transport and metabolism,E8XFF3
STM474_1224,pepT,,1269559,1270788,+,peptidase T,Amino acid transport and metabolism,E8XFF4
STM474_1225,tnpA_2,,1270999,1271457,+,transposase for IS200,"Replication, recombination and repair",E8X8I8
STM474_1226,STM474_1226,,1271632,1272837,+,putative periplasmic protein,Function unknown,E8XFF6
STM474_1227,ycfD,,1272877,1273998,-,putative cytoplasmic protein,Function unknown,E8XFF7
STM474_1228,phoQ,,1274079,1275542,-,sensor protein PhoQ,Signal transduction mechanisms,E8XFF8
STM474_1229,phoP,,1275542,1276216,-,DNA-binding transcriptional regulator PhoP,Transcription,E8XFF9
STM474_1230,purB,,1276340,1277710,-,adenylosuccinate lyase,Nucleotide transport and metabolism,E8XFG0
STM474_1231,hfld,,1277714,1278361,-,putative High frequency lysogenization protein hflD,Function unknown,E8XFG1
STM474_1232,mnma,,1278442,1279593,-,tRNA-specific 2-thiouridylase mnmA,"Translation, ribosomal structure and biogenesis",E8XFG2
STM474_1233,ymfB,,1279602,1280063,-,putative MutT-like protein,"Replication, recombination and repair",E8XFG3
STM474_1234,STM474_1234,,1280075,1280404,-,putative periplasmic protein,Function unknown,E8XFG4
STM474_1235,STM474_1235,,1280401,1281138,-,putative RNA pseudouridylate synthase,"Translation, ribosomal structure and biogenesis",E8XFG5
STM474_1236,icdA,,1281238,1282488,+,isocitrate dehydrogenase,Energy production and conversion,E8XFG6
STM474_1237,STM474_1237,,1282936,1284060,+,putative cytoplasmic protein,Function unknown,E8XFG7
STM474_1238,envF,,1285042,1285914,-,EnvF,No COG annotation,E8XFG8
STM474_1239,msgA,,1286319,1286564,-,putative virulence protein,Function unknown,E8XFG9
STM474_1240,envE,,1286749,1287270,-,putative envelope protein,Cell wall/membrane/envelope biogenesis,E8XFH0
STM474_1241,STM474_1241,,1287685,1287897,-,putative cold shock protein,Transcription,E8XFH1
STM474_1242,pagD,,1288029,1288292,-,virulence protein PAGD precursor,No COG annotation,E8XFH2
STM474_1244,pagC,,1289104,1289661,+,virulence membrane protein PagC,Cell wall/membrane/envelope biogenesis,E8XFH3
STM474_1247,pliC,,1290898,1291242,-,lysozyme inhibitor,Function unknown,E8XFH4
STM474_1248,STM474_1248,,1291620,1291745,+,putative lipoprotein,No COG annotation,E8XFH5
STM474_1249,STM474_1249,,1291877,1292050,-,hypothetical protein,No COG annotation,E8XFH6
STM474_1250,STM474_1250,,1291945,1292217,+,putative cytoplasmic protein,No COG annotation,E8XFH7
STM474_1251,STM474_1251,,1292366,1292836,+,putative heat shock protein,"Post-translational modification, protein turnover,and chaperones",E8XFH8
STM474_1252,STM474_1252,,1293175,1294218,+,putative cytoplasmic protein,Carbohydrate transport and metabolism,E8XFH9
STM474_1253,STM474_1253,,1294301,1294831,-,putative inner membrane protein,Energy production and conversion,E8XFI0
STM474_1254,STM474_1254,,1294980,1295294,-,putative lipoprotein,Cell wall/membrane/envelope biogenesis,E8XFI1
STM474_1255,STM474_1255,,1295976,1297610,+,putative ABC transporter periplasmic binding protein,Amino acid transport and metabolism,E8XFI2
STM474_1256,STM474_1256,,1297610,1298584,+,putative inner membrane transport protein,Amino acid transport and metabolism,E8XFI3
STM474_1257,STM474_1257,,1298574,1299386,+,putative inner membrane transport protein,Inorganic ion transport and metabolism,E8XFI4
STM474_1258,STM474_1258,,1299380,1300177,+,putative ABC-type transport system ATPase component,Inorganic ion transport and metabolism,E8XFI5
STM474_1259,STM474_1259,,1300171,1300761,+,putative ABC-type transport system ATPase component,Amino acid transport and metabolism,E8XFI6
STM474_1260,STM474_1260,,1300843,1301976,-,MscS Mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis,E8XFI7
STM474_1261,STM474_1261,,1302170,1302496,+,putative cytoplasmic protein,No COG annotation,E8XFI8
STM474_1264,yodA,,1302690,1303340,+,metal-binding protein YodA,Function unknown,E8XFI9
STM474_1265,aadA,,1303368,1304237,+,aminoglycoside resistance protein,Coenzyme transport and metabolism,E8XFJ0
STM474_1266,STM474_1266,,1304382,1304975,+,putative response regulator,Transcription,E8XFJ1
STM474_1267,STM474_1267,,1305044,1305892,+,putative transcriptional regulator,Transcription,E8XFJ2
STM474_1268,STM474_1268,,1306147,1306395,-,Putative cytoplasmic protein,Function unknown,E8XFJ3
STM474_1269,STM474_1269,,1306474,1306623,-,putative cytoplasmic protein,No COG annotation,E8XFJ4
STM474_1270,STM474_1270,,1306706,1307251,+,chorismate mutase,Cell wall/membrane/envelope biogenesis,E8XFJ5
STM474_1271,yeaS,,1307448,1308086,+,leucine export protein LeuE,"Intracellular trafficking, secretion, and vesicular transport",E8XFJ6
STM474_1272,yeaR,,1308259,1308573,+,putative cytoplasmic protein,Inorganic ion transport and metabolism,E8XFJ7
STM474_1273,yoaG,,1308623,1308805,+,putative cytoplasmic protein,Function unknown,E8XFJ8
STM474_1274,STM474_1274,,1309035,1309676,+,putative nitric oxide reductase,No COG annotation,E8XFJ9
STM474_1275,STM474_1275,,1309798,1309983,+,hypothetical protein,No COG annotation,E8XFK0
STM474_1276,STM474_1276,,1309991,1310239,+,putative transglycosylase associated protein,Function unknown,E8XFK1
STM474_1277,STM474_1277,,1310301,1310417,-,hypothetical protein,No COG annotation,E8XFK2
STM474_1278,yaoF,,1310672,1310923,+,putative hemolysin,Function unknown,E8XFK3
STM474_1279,STM474_1279,,1310992,1311303,+,putative periplasmic protein,No COG annotation,E8XFK4
STM474_1280,yeaO,,1311289,1311636,-,putative cytoplasmic protein,Function unknown,E8XFK5
STM474_1281,yeaN,,1311755,1312939,-,inner membrane transport protein YeaN,Inorganic ion transport and metabolism,E8XFK6
STM474_1282,yeaM,,1313040,1313834,+,putative regulatory protein,Transcription,E8XFK7
STM474_1283,yeaL,,1313814,1314260,-,putative membrane protein,Function unknown,E8XFK8
STM474_1284,STM474_1284,,1314430,1314573,+,hypothetical protein,No COG annotation,E8XFK9
STM474_1285,STM474_1285,,1314570,1315097,-,YbaK/prolyl-tRNA synthetase-associated domain protein,Function unknown,E8XFL0
STM474_1286,yeaJ,,1315138,1316631,-,putative methyl-accepting chemotaxis protein,Signal transduction mechanisms,E8XFL1
STM474_1287,yeah,,1317272,1318558,-,UPF0229 protein yeaH,Function unknown,E8XFL2
STM474_1288,yeaG,,1318681,1320615,-,putative serine protein kinase,Signal transduction mechanisms,E8XFL3
STM474_1289,STM474_1289,,1320526,1320669,+,hypothetical protein,No COG annotation,E8XFL4
STM474_1290,mipA,,1320964,1321788,+,MltA-interacting protein,Cell wall/membrane/envelope biogenesis,E8XFL5
STM474_1291,STM474_1291,,1322078,1323274,+,arylsulfatase regulator,Energy production and conversion,E8XFL6
STM474_1292,STM474_1292,,1323371,1324228,+,putative aldehyde reductase,Function unknown,E8XFL7
STM474_1293,yeaD,,1324327,1325211,-,aldose 1-epimerase,Carbohydrate transport and metabolism,E8XFL8
STM474_1294,gapA,,1325546,1326550,-,glyceraldehyde-3-phosphate dehydrogenase,Nucleotide transport and metabolism,E8XFL9
STM474_1295,yeaA,,1326853,1327296,+,methionine sulfoxide reductase B,"Post-translational modification, protein turnover,and chaperones",E8XG97
STM474_1296,yeaC,,1327338,1327616,+,putative cytoplasmic protein,Function unknown,E8XG98
STM474_1297,pncA,,1327968,1328624,-,nicotinamidase/pyrazinamidase,"Secondary metabolites biosynthesis, transport, and catabolism",E8XG99
STM474_1298,ansA,,1328651,1329739,-,cytoplasmic asparaginase I,Amino acid transport and metabolism,E8XGA0
STM474_1299,sppA,,1329763,1331619,-,signal peptide peptidase SppA,"Post-translational modification, protein turnover,and chaperones",E8XGA1
STM474_1300,STM474_1300,,1331793,1332344,+,nitroreductase family protein,Energy production and conversion,E8XGA2
STM474_1301,selD,,1332462,1333505,+,selenophosphate synthetase,Nucleotide transport and metabolism,E8XGA3
STM474_1302,topB,,1333510,1335459,+,DNA topoisomerase III,"Replication, recombination and repair",E8XGA4
STM474_1303,gdhA,,1335489,1336832,-,glutamate dehydrogenase,Amino acid transport and metabolism,E8XGA5
STM474_1304,STM474_1304,,1337071,1337346,+,putative periplasmic protein,Function unknown,E8XGA6
STM474_1305,nudg,,1337306,1337722,-,CTP pyrophosphohydrolase,"Replication, recombination and repair",E8XGA7
STM474_1306,xthA,,1337795,1338601,-,exonuclease III,"Replication, recombination and repair",E8XGA8
STM474_1307,argD,,1339047,1340273,+,bifunctional succinylornithine transaminase/acetylornithine transaminase,Amino acid transport and metabolism,E8XGA9
STM474_1308,astA,,1340264,1341298,+,arginine succinyltransferase,Amino acid transport and metabolism,E8XGB0
STM474_1309,astD,,1341295,1342773,+,succinylglutamic semialdehyde dehydrogenase,Energy production and conversion,E8XGB1
STM474_1310,astB,,1342770,1344113,+,succinylarginine dihydrolase,Amino acid transport and metabolism,E8XGB2
STM474_1311,astE,,1344106,1345074,+,succinylglutamate desuccinylase,Amino acid transport and metabolism,E8XGB3
STM474_1312,spy,,1345410,1345895,+,periplasmic protein,Cell motility,E8XGB4
STM474_1313,STM474_1313,,1345970,1346878,-,nucleotide excision repair endonuclease,"Replication, recombination and repair",E8XGB5
STM474_1314,nadE,,1346972,1347799,-,NAD synthetase,Nucleotide transport and metabolism,E8XGB6
STM474_1315,STM474_1315,,1347752,1347886,+,hypothetical protein,No COG annotation,E8XGB7
STM474_1316,osmE,,1348018,1348359,+,DNA-binding transcriptional activator OsmE,Cell wall/membrane/envelope biogenesis,E8XGB8
STM474_1317,celA,,1348660,1348980,+,N%2CN'-diacetylchitobiose-specific PTS system transporter subunit IIB,Carbohydrate transport and metabolism,E8XGB9
