,gene_id,gene_ontology
1458,UniProtKB:Q8ZRZ3|PTN002017630,integral component of plasma membrane
1459,UniProtKB:Q8ZRZ3|PTN002017630,regulation of intracellular pH
1460,UniProtKB:Q8ZRZ7|PTN001620007,arylsulfatase activity
1461,UniProtKB:Q8ZNN2|PTN001982385,"regulation of transcription, DNA-templated"
1462,UniProtKB:Q8ZNN2|PTN001982385,transcription regulatory region sequence-specific DNA binding
1463,UniProtKB:Q8ZNN2|PTN001982385,DNA-binding transcription factor activity
1464,UniProtKB:Q8ZNN2|PTN001982385,cytosol
1465,UniProtKB:Q8ZNN2|PTN001982385,DNA binding
1466,UniProtKB:Q8ZNN2|PTN001982385,protein-DNA complex
1467,UniProtKB:Q8ZNN2|PTN001982385,DNA-binding transcription activator activity
1468,UniProtKB:Q8ZNN2|PTN001982385,phosphorelay response regulator activity
1469,UniProtKB:Q8ZNQ3|PTN002020284,efflux transmembrane transporter activity
1470,UniProtKB:Q8ZNQ3|PTN002020284,xenobiotic transmembrane transporter activity
1471,UniProtKB:Q8ZNQ3|PTN002020284,efflux pump complex
1472,UniProtKB:Q8ZNR2|PTN001665847,3'-5'-exoribonuclease activity
1473,UniProtKB:Q8ZNR5|PTN001743676,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
1474,UniProtKB:Q8ZNV0|PTN001758811,copper ion homeostasis
1475,UniProtKB:Q8ZNV0|PTN001758811,copper ion binding
1476,UniProtKB:Q8ZNW3|PTN001842227,cytosol
1477,UniProtKB:Q8ZNW3|PTN001842227,hydro-lyase activity
1478,UniProtKB:Q8ZNW3|PTN001842227,phosphogluconate dehydratase activity
1479,UniProtKB:Q8ZNZ5|PTN001842699,cytosol
1480,UniProtKB:Q8ZNZ5|PTN001842699,methionine-R-sulfoxide reductase activity
1481,UniProtKB:Q8ZNZ6|PTN001920589,transmembrane transporter activity
1482,UniProtKB:Q8ZNZ6|PTN001920589,integral component of membrane
1483,UniProtKB:Q8ZNZ6|PTN001920589,transmembrane transporter activity
1484,UniProtKB:Q8ZNZ6|PTN001920589,integral component of plasma membrane
1485,UniProtKB:Q8ZNZ6|PTN001920589,transmembrane transport
1486,UniProtKB:Q8ZP24|PTN002018426,heme binding
1487,UniProtKB:Q8ZP24|PTN002018426,plasma membrane
1488,UniProtKB:Q8ZP24|PTN002018426,aerobic electron transport chain
1489,UniProtKB:Q8ZP24|PTN002018426,electron transfer activity
1490,UniProtKB:Q8ZP24|PTN002018426,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
1491,UniProtKB:Q8ZP24|PTN002018426,cytochrome complex
1492,UniProtKB:Q8ZP31|PTN001721309,succinate transmembrane transport
1493,UniProtKB:Q8ZP31|PTN001721309,succinate transmembrane transporter activity
1494,UniProtKB:Q8ZP31|PTN001721309,fumarate transmembrane transporter activity
1495,UniProtKB:Q8ZP31|PTN001721309,fumarate transport
1496,UniProtKB:Q8ZP31|PTN001721309,L-aspartate transmembrane transporter activity
1497,UniProtKB:Q8ZP31|PTN001721309,L-aspartate transmembrane transport
1498,UniProtKB:Q8ZP41|PTN001671038,ubiquitin-dependent ERAD pathway
1499,UniProtKB:Q8ZP41|PTN001671038,ubiquitin-protein transferase activity
1500,UniProtKB:Q8ZP50|PTN002199675,cell outer membrane
1501,UniProtKB:Q8ZP50|PTN002199675,transmembrane transport
1502,UniProtKB:Q8ZP60|PTN002029316,cytosol
1503,UniProtKB:Q8ZP64|PTN002217514,plasma membrane
1504,UniProtKB:Q8ZP91|PTN001662340,D-lactate dehydrogenase activity
1505,UniProtKB:Q8ZPC3|PTN001602799,methyltransferase activity
1506,UniProtKB:Q8ZPC8|PTN001715730,transaminase activity
1507,UniProtKB:Q8ZPC8|PTN001715730,alpha-amino acid metabolic process
1508,UniProtKB:Q8ZPD3|PTN001895293,"transferase activity, transferring acyl groups other than amino-acyl groups"
1509,UniProtKB:Q8ZPD5|PTN002091572,siderophore transmembrane transport
1510,UniProtKB:Q8ZPD5|PTN002091572,siderophore uptake transmembrane transporter activity
1511,UniProtKB:Q8ZPD5|PTN002091572,intrinsic component of cell outer membrane
1512,UniProtKB:Q8ZPE2|PTN007823480,"regulation of transcription, DNA-templated"
1513,UniProtKB:Q8ZPE2|PTN007823480,transcription regulatory region sequence-specific DNA binding
1514,UniProtKB:Q8ZPE2|PTN007823480,DNA-binding transcription factor activity
1515,UniProtKB:Q8ZPH2|PTN002017016,cellular protein modification process
1516,UniProtKB:Q8ZPH2|PTN002017016,endopeptidase activity
1517,UniProtKB:Q8ZPH2|PTN002017016,protein processing
1518,UniProtKB:Q8ZPH4|PTN005351983,electron transfer activity
1519,UniProtKB:Q8ZPH4|PTN005351983,alkane catabolic process
1520,UniProtKB:Q8ZPI3|PTN001709111,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
1521,UniProtKB:Q8ZPI3|PTN001709111,succinate-semialdehyde dehydrogenase (NAD+) activity
1522,UniProtKB:Q8ZPJ0|PTN001708256,galactitol-1-phosphate 5-dehydrogenase activity
1523,UniProtKB:Q8ZPK6|PTN001848768,biotin biosynthetic process
1524,UniProtKB:Q8ZPK6|PTN001848768,dethiobiotin synthase activity
1525,UniProtKB:Q8ZPK6|PTN001848768,cytosol
1526,UniProtKB:Q8ZPM9|PTN001653038,pyridoxamine-phosphate oxidase activity
1527,UniProtKB:Q8ZPM9|PTN001653038,pyridoxal phosphate biosynthetic process
1528,UniProtKB:Q8ZQ00|PTN002020942,lipoprotein localization to outer membrane
1529,UniProtKB:Q8ZQ00|PTN002020942,plasma membrane protein complex
1530,UniProtKB:Q8ZQ04|PTN002012129,transcription regulatory region sequence-specific DNA binding
1531,UniProtKB:Q8ZQ04|PTN002012129,DNA-binding transcription factor activity
1532,UniProtKB:Q8ZQ04|PTN002012129,"regulation of transcription, DNA-templated"
1533,UniProtKB:Q8ZQ06|PTN002020689,peptidoglycan turnover
1534,UniProtKB:Q8ZQ11|PTN001600251,cytosol
1535,UniProtKB:Q8ZPP7|PTN001660603,glycerolipid catabolic process
1536,UniProtKB:Q8ZPP7|PTN001660603,triglyceride lipase activity
1537,UniProtKB:Q8ZQ20|PTN002195225,SOS response
1538,UniProtKB:Q8ZQ20|PTN002195225,enzyme binding
1539,UniProtKB:Q8ZQ22|PTN002021769,heme binding
1540,UniProtKB:Q8ZQ22|PTN002021769,plasma membrane
1541,UniProtKB:Q8ZPQ6|PTN001735280,L-cystine transmembrane transporter activity
1542,UniProtKB:Q8ZPQ6|PTN001735280,transmembrane transporter activity
1543,UniProtKB:Q8ZPQ6|PTN001735280,plasma membrane
1544,UniProtKB:Q8ZPQ6|PTN001735280,membrane
1545,UniProtKB:Q8ZQ33|PTN002211420,oligosaccharide transport
1546,UniProtKB:Q8ZQ33|PTN002211420,porin activity
1547,UniProtKB:Q8ZQ33|PTN002211420,integral component of cell outer membrane
1548,UniProtKB:Q8ZQ33|PTN002211420,cell outer membrane
1549,UniProtKB:Q8ZPS4|PTN001845927,3-deoxy-7-phosphoheptulonate synthase activity
1550,UniProtKB:Q8ZPS4|PTN001845927,aromatic amino acid family biosynthetic process
1551,UniProtKB:Q8ZPS4|PTN001845927,cytoplasm
1552,UniProtKB:Q8ZQ46|PTN001704471,plasma membrane
1553,UniProtKB:Q8ZQ46|PTN001704471,intrinsic component of membrane
1554,UniProtKB:Q8ZQ46|PTN001704471,transmembrane transporter activity
1555,UniProtKB:Q8ZPS9|PTN001688781,threonine-tRNA ligase activity
1556,UniProtKB:Q8ZPS9|PTN001688781,threonyl-tRNA aminoacylation
1557,UniProtKB:Q8ZPS9|PTN001688781,cytosol
1558,UniProtKB:Q8ZQ51|PTN002020196,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"
1559,UniProtKB:Q8ZQ51|PTN002020196,pyrimidine nucleobase catabolic process
1560,UniProtKB:Q8ZQ51|PTN002020196,riboflavin reductase (NADPH) activity
1561,UniProtKB:Q8ZPT5|PTN001634077,phosphofructokinase activity
1562,UniProtKB:Q8ZPT5|PTN001634077,cytosol
1563,UniProtKB:Q8ZPT5|PTN001634077,6-phosphofructokinase activity
1564,UniProtKB:Q8ZPU1|PTN002055764,chitin disaccharide deacetylase activity
1565,UniProtKB:Q8ZPU1|PTN002055764,deacetylase activity
1566,UniProtKB:Q8ZPU1|PTN002055764,diacetylchitobiose catabolic process
1567,UniProtKB:Q8ZPU4|PTN002144809,"N,N'-diacetylchitobiose import"
1568,UniProtKB:Q8ZPU4|PTN002144809,carbohydrate derivative transport
1569,UniProtKB:Q8ZPU4|PTN002144809,plasma membrane
1570,UniProtKB:Q8ZPU6|PTN002022974,excinuclease repair complex
1571,UniProtKB:Q8ZPU6|PTN002022974,cellular response to DNA damage stimulus
1572,UniProtKB:Q8ZPU8|PTN001807457,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
1573,UniProtKB:Q8ZPU8|PTN001807457,cytosol
1574,UniProtKB:Q8ZQ84|PTN002166707,zinc ion binding
1575,UniProtKB:Q8ZQ84|PTN002166707,metalloexopeptidase activity
1576,UniProtKB:Q8ZQ99|PTN002211453,lysozyme activity
1577,UniProtKB:Q8ZPY4|PTN002021759,plasma membrane
1578,UniProtKB:Q8ZPY4|PTN002021759,heme binding
1579,UniProtKB:Q8ZPZ5|PTN002211358,extrinsic component of cytoplasmic side of plasma membrane
1580,UniProtKB:Q8ZPZ7|PTN001773203,2-oxoglutarate-dependent dioxygenase activity
1581,UniProtKB:Q8ZPZ9|PTN001826192,peptidoglycan turnover
1582,UniProtKB:Q8ZPZ9|PTN001826192,N-acetylglucosamine kinase activity
1583,UniProtKB:Q8ZQD2|PTN001922264,plasma membrane
1584,UniProtKB:Q8ZQE3|PTN001701954,ATPase activity
1585,UniProtKB:Q8ZQE3|PTN001701954,cytoplasm
1586,UniProtKB:Q8ZQE3|PTN001701954,response to unfolded protein
1587,UniProtKB:Q8ZQE3|PTN001701954,cellular response to heat
1588,UniProtKB:Q8ZQE5|PTN002023177,efflux transmembrane transporter activity
1589,UniProtKB:Q8ZQE5|PTN002023177,efflux pump complex
1590,UniProtKB:Q8ZQI1|PTN004651219,ribosomal large subunit assembly
1591,UniProtKB:Q8ZQL6|PTN001635691,electron-transferring-flavoprotein dehydrogenase activity
1592,UniProtKB:Q8ZQL6|PTN001635691,electron transfer activity
1593,UniProtKB:Q8ZQL6|PTN001635691,respiratory electron transport chain
1594,UniProtKB:Q8ZQL6|PTN001635691,"oxidoreductase activity, oxidizing metal ions with flavin as acceptor"
1595,UniProtKB:Q8ZQL6|PTN001635691,ubiquinone binding
1596,UniProtKB:Q8ZQL6|PTN001635691,"4 iron, 4 sulfur cluster binding"
1597,UniProtKB:Q8ZQL7|PTN001656499,acyl-CoA dehydrogenase activity
1598,UniProtKB:Q8ZQM2|PTN002020109,glutathione transmembrane transport
1599,UniProtKB:Q8ZQM2|PTN002020109,glutathione transmembrane transporter activity
1600,UniProtKB:Q8ZQM3|PTN002016668,outer membrane-bounded periplasmic space
1601,UniProtKB:Q8ZQM3|PTN002016668,dipeptide transport
1602,UniProtKB:Q8ZQM3|PTN002016668,peptide transmembrane transporter activity
1603,UniProtKB:Q8ZQM3|PTN002016668,peptide transport
1604,UniProtKB:Q8ZR00|PTN002826521,cell wall organization
1605,UniProtKB:Q8ZR00|PTN002826521,"peptidoglycan L,D-transpeptidase activity"
1606,UniProtKB:Q8ZR00|PTN002826521,penicillin binding
1607,UniProtKB:Q8ZR00|PTN002826521,integral component of plasma membrane
1608,UniProtKB:Q8ZQP2|PTN002016836,efflux transmembrane transporter activity
1609,UniProtKB:Q8ZQP2|PTN002016836,transmembrane transporter activity
1610,UniProtKB:Q8ZQP2|PTN002016836,xenobiotic detoxification by transmembrane export across the plasma membrane
1611,UniProtKB:Q8ZQP2|PTN002016836,transmembrane transport
1612,UniProtKB:Q8ZQP2|PTN002016836,plasma membrane
1613,UniProtKB:Q8ZQS4|PTN002020465,integral component of plasma membrane
1614,UniProtKB:Q8ZQS4|PTN002020465,transmembrane transporter activity
1615,UniProtKB:Q8ZQT2|PTN001845936,3-deoxy-7-phosphoheptulonate synthase activity
1616,UniProtKB:Q8ZQT2|PTN001845936,cytoplasm
1617,UniProtKB:Q8ZQT2|PTN001845936,aromatic amino acid family biosynthetic process
1618,UniProtKB:Q8ZQW1|PTN002023938,plasma membrane
1619,UniProtKB:Q8ZQW1|PTN002023938,"potassium transmembrane transporter activity, phosphorylative mechanism"
1620,UniProtKB:Q8ZQW1|PTN002023938,potassium ion transmembrane transport
1621,UniProtKB:Q8ZQW2|PTN001943787,"potassium transmembrane transporter activity, phosphorylative mechanism"
1622,UniProtKB:Q8ZQW4|PTN001976134,phosphorelay sensor kinase activity
1623,UniProtKB:Q8ZQW4|PTN001976134,plasma membrane
1624,UniProtKB:Q8ZQW4|PTN001976134,detection of chemical stimulus
1625,UniProtKB:Q8ZQW5|PTN001982773,protein-DNA complex
1626,UniProtKB:Q8ZQW5|PTN001982773,DNA-binding transcription factor activity
1627,UniProtKB:Q8ZQW5|PTN001982773,cytosol
1628,UniProtKB:Q8ZQW5|PTN001982773,DNA-binding transcription activator activity
1629,UniProtKB:Q8ZQW5|PTN001982773,transcription regulatory region sequence-specific DNA binding
1630,UniProtKB:Q8ZQW5|PTN001982773,phosphorelay response regulator activity
1631,UniProtKB:Q8ZR95|PTN001943685,"copper transmembrane transporter activity, phosphorylative mechanism"
1632,UniProtKB:Q8ZQX9|PTN001826184,DNA binding
1633,UniProtKB:Q8ZQX9|PTN001826184,"regulation of transcription, DNA-templated"
1634,UniProtKB:Q8ZQZ1|PTN001671039,ubiquitin-dependent ERAD pathway
1635,UniProtKB:Q8ZQZ1|PTN001671039,ubiquitin-protein transferase activity
1636,UniProtKB:P15434|PTN001658240,phenylalanyl-tRNA aminoacylation
1637,UniProtKB:P15434|PTN001658240,phenylalanine-tRNA ligase complex
1638,UniProtKB:Q8ZK18|PTN001654849,RNA binding
1639,UniProtKB:Q8ZK25|PTN002014057,transcription regulatory region sequence-specific DNA binding
1640,UniProtKB:Q8ZK25|PTN002014057,"regulation of transcription, DNA-templated"
1641,UniProtKB:Q8ZK25|PTN002014057,DNA-binding transcription factor activity
1642,UniProtKB:Q8ZK40|PTN001621044,oligosaccharide catabolic process
1643,UniProtKB:Q8ZK40|PTN001621044,alpha-amylase activity
1644,UniProtKB:Q8ZK43|PTN002088353,selenocysteinyl-tRNA(Sec) biosynthetic process
1645,UniProtKB:Q8ZK43|PTN002088353,L-seryl-tRNASec selenium transferase activity
1646,UniProtKB:Q8ZK50|PTN001861555,oxidoreductase activity
1647,UniProtKB:Q8ZK50|PTN001861555,NADPH regeneration
1648,UniProtKB:Q8ZK50|PTN001861555,cytoplasm
1649,UniProtKB:Q8ZK61|PTN001709098,valine metabolic process
1650,UniProtKB:Q8ZK61|PTN001709098,valine catabolic process
1651,UniProtKB:Q8ZK61|PTN001709098,thymine catabolic process
1652,UniProtKB:Q8ZK61|PTN001709098,malonate-semialdehyde dehydrogenase (acetylating) activity
1653,UniProtKB:Q8ZK61|PTN001709098,methylmalonate-semialdehyde dehydrogenase (acylating) activity
1654,UniProtKB:Q8ZK63|PTN001920551,carbohydrate:proton symporter activity
1655,UniProtKB:Q8ZJU4|PTN002012997,plasma membrane
1656,UniProtKB:Q8ZJU6|PTN001982576,DNA-binding transcription activator activity
1657,UniProtKB:Q8ZJU6|PTN001982576,transcription regulatory region sequence-specific DNA binding
1658,UniProtKB:Q8ZJU6|PTN001982576,phosphorelay response regulator activity
1659,UniProtKB:Q8ZJU6|PTN001982576,DNA-binding transcription factor activity
1660,UniProtKB:Q8ZJU6|PTN001982576,cytosol
1661,UniProtKB:Q8ZJU6|PTN001982576,protein-DNA complex
1662,UniProtKB:Q8ZK70|PTN002200546,integral component of plasma membrane
1663,UniProtKB:Q8ZK70|PTN002200546,TAM protein secretion complex
1664,UniProtKB:Q8ZK70|PTN002200546,protein secretion
1665,UniProtKB:Q8ZK71|PTN001607292,cytoplasm
1666,UniProtKB:Q8ZK71|PTN001607292,L-methionine-(S)-S-oxide reductase activity
1667,UniProtKB:Q8ZK71|PTN001607292,peptide-methionine (S)-S-oxide reductase activity
1668,UniProtKB:Q8ZK71|PTN001607292,cellular response to oxidative stress
1669,UniProtKB:Q8ZJV5|PTN002019675,cell outer membrane
1670,UniProtKB:Q8ZJV5|PTN002019675,pilus assembly
1671,UniProtKB:Q8ZJV5|PTN002019675,fimbrial usher porin activity
1672,UniProtKB:Q8ZJV8|PTN001654865,deoxyribose-phosphate aldolase activity
1673,UniProtKB:Q8ZJV8|PTN001654865,carbohydrate catabolic process
1674,UniProtKB:Q8ZJV8|PTN001654865,deoxyribonucleotide catabolic process
1675,UniProtKB:Q8ZK80|PTN001849292,cytosolic large ribosomal subunit
1676,UniProtKB:Q8ZJY5|PTN002016156,integral component of plasma membrane
1677,UniProtKB:Q8ZJY5|PTN002016156,cellular response to nutrient levels
1678,UniProtKB:Q8ZKJ9|PTN002213124,plasma membrane
1679,UniProtKB:Q8ZKL9|PTN001663676,arginine biosynthetic process
1680,UniProtKB:Q8ZKL9|PTN001663676,acetylornithine deacetylase activity
1681,UniProtKB:Q8ZL10|PTN002022087,DNA-binding transcription factor activity
1682,UniProtKB:Q8ZL10|PTN002022087,sequence-specific DNA binding
1683,UniProtKB:Q8ZL10|PTN002022087,"transcription, DNA-templated"
1684,UniProtKB:Q8ZL13|PTN001877355,integral component of membrane
1685,UniProtKB:Q8ZL15|PTN001826979,flavin adenine dinucleotide binding
1686,UniProtKB:Q8ZL15|PTN001826979,acetolactate synthase complex
1687,UniProtKB:Q8ZL15|PTN001826979,isoleucine biosynthetic process
1688,UniProtKB:Q8ZL15|PTN001826979,valine biosynthetic process
1689,UniProtKB:Q8ZL15|PTN001826979,acetolactate synthase activity
1690,UniProtKB:Q8ZL19|PTN002203925,plasma membrane
1691,UniProtKB:Q8ZL33|PTN002083204,DNA synthesis involved in DNA repair
1692,UniProtKB:Q8ZL33|PTN002083204,double-strand break repair
1693,UniProtKB:Q8ZKR5|PTN002211381,outer membrane-bounded periplasmic space
1694,UniProtKB:Q8ZKR5|PTN002211381,unfolded protein binding
1695,UniProtKB:Q8ZKR5|PTN002211381,ATP-independent chaperone mediated protein folding
1696,UniProtKB:Q8ZL39|PTN002773812,DNA helicase activity
1697,UniProtKB:Q8ZL39|PTN002773812,DNA repair
1698,UniProtKB:Q8ZL40|PTN001738577,tRNA (guanosine-2'-O-)-methyltransferase activity
1699,UniProtKB:Q8ZL40|PTN001738577,tRNA guanine ribose methylation
1700,UniProtKB:Q8ZKS1|PTN001866184,cytosol
1701,UniProtKB:Q8ZKS1|PTN001866184,pentose catabolic process
1702,UniProtKB:Q8ZKS1|PTN001866184,aldehyde-lyase activity
1703,UniProtKB:Q8ZL42|PTN001916520,"base-excision repair, DNA ligation"
1704,UniProtKB:Q8ZL42|PTN001916520,cytosol
1705,UniProtKB:Q8ZL42|PTN001916520,DNA ligase (NAD+) activity
1706,UniProtKB:Q8ZL43|PTN002021147,plasma membrane
1707,UniProtKB:Q8ZL45|PTN002013348,"regulation of transcription, DNA-templated"
1708,UniProtKB:Q8ZKT8|PTN001601707,galactose catabolic process via UDP-galactose
1709,UniProtKB:Q8ZKT8|PTN001601707,cytoplasm
1710,UniProtKB:Q8ZKT8|PTN001601707,aldose 1-epimerase activity
1711,UniProtKB:Q8ZKT8|PTN001601707,glucose metabolic process
1712,UniProtKB:Q8ZKU1|PTN001854937,ribosomal S6-glutamic acid ligase activity
1713,UniProtKB:Q8ZKU1|PTN001854937,C-terminal protein amino acid modification
1714,UniProtKB:Q8ZKU1|PTN001854937,cytoplasm
1715,UniProtKB:Q8ZKU1|PTN001854937,"ligase activity, forming carbon-nitrogen bonds"
1716,UniProtKB:Q8ZKU1|PTN001854937,SOS response
1717,UniProtKB:Q8ZKU2|PTN008084814,arylsulfatase activity
1718,UniProtKB:Q8ZL63|PTN002011014,plasma membrane
1719,UniProtKB:Q8ZL63|PTN002011014,lactate transmembrane transporter activity
1720,UniProtKB:Q8ZL63|PTN002011014,solute:proton symporter activity
1721,UniProtKB:Q8ZKU5|PTN001597041,magnesium ion binding
1722,UniProtKB:Q8ZKU5|PTN001597041,phosphatase activity
1723,UniProtKB:Q8ZKU5|PTN001597041,cytosol
1724,UniProtKB:Q8ZL67|PTN002021712,mannitol-1-phosphate 5-dehydrogenase activity
1725,UniProtKB:Q8ZL67|PTN002021712,mannitol catabolic process
1726,UniProtKB:Q8ZL67|PTN002021712,cytosol
1727,UniProtKB:Q8ZKU8|PTN002218393,cytoplasm
1728,UniProtKB:Q8ZKU8|PTN002218393,protein serine/threonine kinase activity
1729,UniProtKB:Q8ZL69|PTN002088358,selenocysteinyl-tRNA(Sec) biosynthetic process
1730,UniProtKB:Q8ZL69|PTN002088358,L-seryl-tRNASec selenium transferase activity
1731,UniProtKB:Q8ZL75|PTN001866178,pentose catabolic process
1732,UniProtKB:Q8ZL75|PTN001866178,aldehyde-lyase activity
1733,UniProtKB:Q8ZL75|PTN001866178,cytosol
1734,UniProtKB:Q8ZL76|PTN001740116,L-ascorbic acid metabolic process
1735,UniProtKB:Q8ZL76|PTN001740116,L-ribulose-5-phosphate 3-epimerase activity
1736,UniProtKB:Q8ZL77|PTN002170089,3-dehydro-L-gulonate-6-phosphate decarboxylase activity
1737,UniProtKB:Q8ZL77|PTN002170089,L-ascorbic acid catabolic process
1738,UniProtKB:Q8ZL80|PTN002120648,plasma membrane
1739,UniProtKB:Q8ZL80|PTN002120648,transmembrane transporter activity
1740,UniProtKB:Q8ZL84|PTN002013823,DNA-binding transcription factor activity
1741,UniProtKB:Q8ZL84|PTN002013823,DNA binding
1742,UniProtKB:Q8ZL84|PTN002013823,"negative regulation of transcription, DNA-templated"
1743,UniProtKB:Q8ZKW6|PTN001720647,cytosol
1744,UniProtKB:Q8ZKW6|PTN001720647,flavin adenine dinucleotide binding
1745,UniProtKB:Q8ZKW6|PTN001720647,tRNA wobble uridine modification
1746,UniProtKB:Q8ZKW6|PTN001720647,tRNA methylation
1747,UniProtKB:Q8ZL92|PTN002203392,cellular response to DNA damage stimulus
1748,UniProtKB:Q8ZL92|PTN002203392,integral component of plasma membrane
1749,UniProtKB:Q8ZKX4|PTN002021137,plasma membrane
1750,UniProtKB:Q8ZKX4|PTN002021137,phosphoenolpyruvate-dependent sugar phosphotransferase system
1751,UniProtKB:Q8ZKX4|PTN002021137,protein-phosphocysteine-sugar phosphotransferase activity
1752,UniProtKB:Q8ZKY1|PTN001920964,drug transmembrane transport
1753,UniProtKB:Q8ZKY1|PTN001920964,integral component of plasma membrane
1754,UniProtKB:Q8ZKY1|PTN001920964,xenobiotic transmembrane transporter activity
1755,UniProtKB:Q8ZKY3|PTN001702710,tRNA methylation
1756,UniProtKB:Q8ZKY3|PTN001702710,tRNA wobble uridine modification
1757,UniProtKB:Q8ZKY3|PTN001702710,cytoplasm
1758,UniProtKB:Q8ZKY3|PTN001702710,cytosol
1759,UniProtKB:Q8ZLD6|PTN001704030,peptide:proton symporter activity
1760,UniProtKB:Q8ZLD6|PTN001704030,oligopeptide transmembrane transporter activity
1761,UniProtKB:Q8ZLD6|PTN001704030,peptide transmembrane transporter activity
1762,UniProtKB:Q8ZLD6|PTN001704030,integral component of plasma membrane
1763,UniProtKB:Q8ZLD6|PTN001704030,plasma membrane
1764,UniProtKB:Q8ZLD6|PTN001704030,dipeptide transmembrane transporter activity
1765,UniProtKB:Q8ZLD6|PTN001704030,tripeptide transmembrane transporter activity
1766,UniProtKB:Q8ZLD6|PTN001704030,integral component of membrane
1767,UniProtKB:Q8ZLE1|PTN002016834,transmembrane transport
1768,UniProtKB:Q8ZLE1|PTN002016834,plasma membrane
1769,UniProtKB:Q8ZLE1|PTN002016834,transmembrane transporter activity
1770,UniProtKB:Q8ZLE2|PTN001743788,holo-[acyl-carrier-protein] synthase activity
1771,UniProtKB:Q8ZLE2|PTN001743788,lysine biosynthetic process via aminoadipic acid
1772,UniProtKB:Q8ZLE5|PTN001943768,zinc ion transmembrane transporter activity
1773,UniProtKB:Q8ZLE5|PTN001943768,cadmium ion transmembrane transporter activity
1774,UniProtKB:Q8ZLF4|PTN001952581,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
1775,UniProtKB:Q8ZLF4|PTN001952581,glycerol-3-phosphate transmembrane transport
1776,UniProtKB:Q8ZLF4|PTN001952581,glycerophosphodiester transmembrane transport
1777,UniProtKB:Q8ZLH1|PTN001691405,cytosol
1778,UniProtKB:Q8ZLJ0|PTN002161058,DNA recombination
1779,UniProtKB:Q8ZLJ0|PTN002161058,double-stranded DNA endodeoxyribonuclease activity
1780,UniProtKB:Q8ZLJ2|PTN002019475,"DNA-templated transcription, elongation"
1781,UniProtKB:Q8ZLJ6|PTN001822720,phosphoglycolate phosphatase activity
1782,UniProtKB:Q8ZLJ6|PTN001822720,dephosphorylation
1783,UniProtKB:Q8ZLJ6|PTN001822720,DNA repair
1784,UniProtKB:Q8ZLJ6|PTN001822720,cytosol
1785,UniProtKB:Q8ZLL1|PTN001647600,acylglycerol lipase activity
1786,UniProtKB:Q8ZLL1|PTN001647600,acetylesterase activity
1787,UniProtKB:Q8ZLL1|PTN001647600,short-chain carboxylesterase activity
1788,UniProtKB:Q8ZLL1|PTN001647600,medium-chain fatty acid biosynthetic process
1789,UniProtKB:Q8ZLL1|PTN001647600,medium-chain fatty acid catabolic process
1790,UniProtKB:Q8ZLL1|PTN001647600,cellular lipid metabolic process
1791,UniProtKB:Q8ZLM0|PTN001656338,integral component of plasma membrane
1792,UniProtKB:Q8ZLM0|PTN001656338,protein transmembrane transporter activity
1793,UniProtKB:Q8ZLM0|PTN001656338,signal sequence binding
1794,UniProtKB:Q8ZLM0|PTN001656338,plasma membrane
1795,UniProtKB:Q8ZLM0|PTN001656338,cell envelope Sec protein transport complex
1796,UniProtKB:Q8ZLM0|PTN001656338,"SRP-dependent cotranslational protein targeting to membrane, translocation"
1797,UniProtKB:Q8ZLM5|PTN001867257,RNA methylation
1798,UniProtKB:Q8ZLM5|PTN001867257,cytosol
1799,UniProtKB:Q8ZLM5|PTN001867257,rRNA (cytosine-C5-)-methyltransferase activity
1800,UniProtKB:Q8ZLM5|PTN001867257,rRNA base methylation
1801,UniProtKB:Q8ZLN1|PTN001843629,cytosol
1802,UniProtKB:Q8ZLN1|PTN001843629,NADP binding
1803,UniProtKB:Q8ZLN1|PTN001843629,shikimate 3-dehydrogenase (NADP+) activity
1804,UniProtKB:Q8ZLN1|PTN001843629,shikimate metabolic process
1805,UniProtKB:Q8ZLN1|PTN001843629,chorismate biosynthetic process
1806,UniProtKB:Q8ZM05|PTN001616607,transporter activity
1807,UniProtKB:Q8ZM05|PTN001616607,plasma membrane
1808,UniProtKB:Q8ZM13|PTN002214029,plasma membrane
1809,UniProtKB:Q8ZLP5|PTN002021255,transport
1810,UniProtKB:Q8ZLP5|PTN002021255,plasma membrane
1811,UniProtKB:Q8ZLP5|PTN002021255,transmembrane transporter activity
1812,UniProtKB:Q8ZLP5|PTN002021255,transmembrane transport
1813,UniProtKB:Q8ZM20|PTN002024770,outer membrane-bounded periplasmic space
1814,UniProtKB:Q8ZLQ2|PTN002218414,plasma membrane
1815,UniProtKB:Q8ZLQ3|PTN001742025,cell division site
1816,UniProtKB:Q8ZLQ3|PTN001742025,cell division
1817,UniProtKB:Q8ZLQ3|PTN001742025,ATPase activity
1818,UniProtKB:Q8ZLQ3|PTN001742025,cytoplasm
1819,UniProtKB:Q8ZM28|PTN001708954,phenylacetaldehyde dehydrogenase activity
1820,UniProtKB:Q8ZLQ9|PTN002169104,cytosol
