locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
SL1344_1413,ydgE,,1517453,1517782,+,hypothetical membrane protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3NB65
SL1344_1414,SL1344_1414,,1517822,1518643,-,hypothetical secreted protein,Cell wall/membrane/envelope biogenesis,A0A0H3NGH4
SL1344_1414A,ydgU,,1518743,1518826,-,conserved sORF,No COG annotation,A0A0H3P0A7
SL1344_1415,asr,,1518912,1519196,-,hypothetical secreted stress response protein,No COG annotation,A0A0H3NBF1
SL1344_1416,ynfM,,1519555,1520808,-,hypothetical membrane transport protein,Amino acid transport and metabolism,A0A0H3NL61
SL1344_1417,ynfL,,1520928,1521827,+,hypothetical regulatory protein,Transcription,A0A0H3NCY3
SL1344_1418,mlc,,1521955,1523175,+,hypothetical regulatory protein,Carbohydrate transport and metabolism,A0A0H3NB69
SL1344_1419,bioDb,,1523301,1523996,+,Dethiobiotin synthetase,Coenzyme transport and metabolism,A0A0H3NGH9
SL1344_1420,clcB,,1523952,1525241,-,Voltage-gated ClC-type chloride channel clcB. Putative chloride channel protein clcB-like.,Inorganic ion transport and metabolism,A0A0H3NBF7
SL1344_1421,SL1344_1421,,1525377,1526525,-,hypothetical ABC transporter ATP/GTP-binding protein,Inorganic ion transport and metabolism,A0A0H3NL66
SL1344_1422,SL1344_1422,,1526525,1527172,-,hypothetical ABC transporter membrane protein,Inorganic ion transport and metabolism,A0A0H3NCZ0
SL1344_1423,SL1344_1423,,1527182,1528084,-,hypothetical ABC transporter periplasmic binding protein,Cell wall/membrane/envelope biogenesis,A0A0H3NB74
SL1344_1424,SL1344_1424,,1528113,1528823,-,hypothetical ABC transporter membrane protein,Inorganic ion transport and metabolism,A0A0H3NGI4
SL1344_1425,ynfI,,1529128,1529742,-,conserved hypothetical protein,Function unknown,A0A0H3NBG2
SL1344_1426,SL1344_1426,,1529785,1530642,-,hypothetical dimethyl sulphoxide reductase subunit,Function unknown,A0A0H3NL76
SL1344_1427,SL1344_1427,,1530644,1531261,-,hypothetical anaerobic dimethyl sulfoxide reductase,Energy production and conversion,A0A0H3ND07
SL1344_1428,dmsA2,,1531272,1533707,-,hypothetical dimethyl sulphoxide reductase subunit,Energy production and conversion,A0A0H3NBA5
SL1344_1429,dmsA1,,1533806,1536247,-,hypothetical dimethyl sulphoxide reductase subunit,Energy production and conversion,A0A0H3NGK9
SL1344_1430,ynfD,,1536401,1536709,-,hypothetical exported protein,Function unknown,A0A0H3NBI7
SL1344_1431,ynfC,,1536804,1537523,+,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A0H3NL78
SL1344_1432,speG,,1537564,1538124,-,spermidine N1-acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0H3ND10
SL1344_1433,ynfB,,1538160,1538501,-,hypothetical secreted protein,Function unknown,A0A0H3NBA9
SL1344_1434,ynfA,,1538654,1538980,+,Hypothetical UPF0060 protein <ORFName>.,Function unknown,A0A0H3NGL2
SL1344_1435,rspA,,1539102,1540316,+,starvation sensing protein RspA,Cell wall/membrane/envelope biogenesis,A0A0H3NBI9
SL1344_1436,rspB,,1540327,1541346,+,starvation sensing protein RspB,Amino acid transport and metabolism,A0A0H3NL83
SL1344_1437,ydfJ,,1541400,1542374,+,hypothetical membrane transport protein (pseudogene),Amino acid transport and metabolism,
SL1344_1438,ydfI,,1542923,1544389,+,hypothetical D-mannonate oxidoreductase,Energy production and conversion,A0A0H3ND12
SL1344_1439,ydfZ,,1544456,1544659,-,conserved hypothetical protein,Function unknown,A0A0H3NBB4
SL1344_1440,ydfH,,1544840,1545526,-,hypothetical regulatory protein,Transcription,A0A0H3NGL6
SL1344_1441,ydfG,,1545656,1546402,-,hypothetical oxidoreductase,Function unknown,A0A0H3NBJ3
SL1344_1442,dcp,,1546541,1548583,+,dipeptidyl carboxypeptidase II,Amino acid transport and metabolism,A0A0H3NL87
SL1344_1443,SL1344_1443,,1548928,1549110,+,conserved hypothetical protein,Function unknown,A0A0H3ND15
SL1344_1444,ydeJ,,1549230,1549757,-,conserved hypothetical protein,Function unknown,A0A0H3NBB8
SL1344_1445,ydeI,,1550184,1550576,+,hypothetical periplasmic protein,Function unknown,A0A0H3NGM0
SL1344_1446,ydeE,,1551267,1552454,-,hypothetical membrane protein,Amino acid transport and metabolism,A0A0H3NBJ8
SL1344_1447,ydeD,,1552682,1553584,+,hypothetical membrane protein,Amino acid transport and metabolism,A0A0H3NL90
SL1344_1448,marB,,1553703,1553918,-,multiple antibiotic resistance protein MarB,Function unknown,A0A0H3ND18
SL1344_1449,marA,,1553947,1554336,-,multiple antibiotic resistance protein MarA,Transcription,A0A0H3NBC1
SL1344_1450,marR,,1554350,1554784,-,multiple antibiotic resistance protein MarR,Transcription,A0A0H3NGM5
SL1344_1451,marC,,1555043,1555708,+,hypothetical membrane protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3NBK3
SL1344_1452,sotB,,1555755,1556945,-,Probable sugar efflux transporter.,Amino acid transport and metabolism,A0A0H3NL95
SL1344_1453,yneJ,,1557061,1557933,-,hypothetical regulatory protein,Transcription,A0A0H3ND21
SL1344_1454,yneI,,1558036,1559424,+,hypothetical oxidoreductase,Energy production and conversion,A0A0H3NBC5
SL1344_1455,yneH,,1559497,1560423,+,probable glutaminase,Amino acid transport and metabolism,A0A0H3NGN0
SL1344_1456,yneG,,1560423,1560782,+,conserved hypothetical protein,Function unknown,A0A0H3NBK6
SL1344_1457,SL1344_1457,,1561039,1561953,+,hypothetical membrane protein,Function unknown,A0A0H3NL99
SL1344_1458,SL1344_1458,,1562009,1562551,-,hypothetical exported protein,Function unknown,A0A0H3ND24
SL1344_1459,SL1344_1459,,1563370,1564386,+,outer membrane protein,Cell wall/membrane/envelope biogenesis,A0A0H3NBD1
SL1344_1460,hypA,,1564527,1564868,-,hydrogenase nickel incorporation protein (HypA),Energy production and conversion,A0A0H3NGN4
SL1344_1461,SL1344_1461,,1564881,1565768,-,hypothetical ATP/GTP-binding protein,Energy production and conversion,A0A0H3NBL1
SL1344_1462,hyaF2,,1565756,1566817,-,hydrogenase-1 operon protein HyaF2,Energy production and conversion,A0A0H3NLA2
SL1344_1463,hyaE2,,1566835,1567245,-,hydrogenase-1 operon protein HyaE2,Function unknown,A0A0H3ND28
SL1344_1464,SL1344_1464,,1567242,1567541,-,hydrogenase isoenzymes formation protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3NBD5
SL1344_1465,hyaD2,,1567541,1568149,-,hydrogenase 1 maturation protease,Amino acid transport and metabolism,A0A0H3NGN8
SL1344_1466,hyaC2,,1568155,1568898,-,Ni/Fe-hydrogenase 1 b-type cytochrome subunit HyaC2,Energy production and conversion,A0A0H3NBL5
SL1344_1467,hyaB2,,1568849,1570651,-,uptake hydrogenase-1 large subunit,Energy production and conversion,A0A0H3NLA5
SL1344_1468,hyaA2,,1570654,1571757,-,uptake hydrogenase small subunit,Energy production and conversion,A0A0H3ND32
SL1344_1469,SL1344_1469,,1572186,1573277,+,hypothetical secreted hydrolase,Cell wall/membrane/envelope biogenesis,A0A0H3NBD9
SL1344_1470,SL1344_1470,,1573443,1574114,+,hypothetical regulatory protein,Transcription,A0A0H3NGP3
SL1344_1471,SL1344_1471,,1574173,1575198,-,hypothetical alcohol dehydrogenase,Amino acid transport and metabolism,A0A0H3NBL8
SL1344_1472,SL1344_1472,,1575173,1576459,-,membrane transport protein,Carbohydrate transport and metabolism,A0A0H3NLA7
SL1344_1473,pqaA,,1576636,1578192,-,PhoPQ-activated protein,Function unknown,A0A0H3ND36
SL1344_1474,SL1344_1474,,1578262,1579503,-,hypothetical multidrug efflux protein,Amino acid transport and metabolism,A0A0H3NBE4
SL1344_1475,SL1344_1475,,1579493,1581001,-,hypothetical monooxygenase,Energy production and conversion,A0A0H3NGP9
SL1344_1476,SL1344_1476,,1581046,1581534,+,hypothetical regulatory protein,Transcription,A0A0H3NBM3
SL1344_1477,SL1344_1477,,1581727,1582806,+,hypothetical isomerase,Coenzyme transport and metabolism,A0A0H3NLB2
SL1344_1478,SL1344_1478,,1582858,1583247,-,conserved hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0H3ND40
SL1344_1479,SL1344_1479,,1583418,1583702,-,plasmid stability protein,"Cell cycle control, cell division, chromosome partitioning",A0A0H3NBE7
SL1344_1480,SL1344_1480,,1583692,1583940,-,plasmid stability protein,"Cell cycle control, cell division, chromosome partitioning",A0A0H3NGQ3
SL1344_1481,SL1344_1481,,1584297,1584629,+,hypothetical protein,Function unknown,A0A0H3NBM9
SL1344_1482,SL1344_1482,,1584772,1585680,+,conserved hypothetical protein,Function unknown,A0A0H3NLB7
SL1344_1483,SL1344_1483,,1585908,1586087,-,transposase (pseudogene),"Replication, recombination and repair",
SL1344_1484,SL1344_1484,,1587258,1588724,-,conserved hypothetical protein,No COG annotation,A0A0H3ND45
SL1344_1485,SL1344_1485,,1588983,1589990,+,hypothetical LacI-family transcriptional regulator,Transcription,A0A0H3NBF2
SL1344_1486,SL1344_1486,,1590134,1591585,+,hypothetical Na+/H+ antiporter,Energy production and conversion,A0A0H3NGQ7
SL1344_1487,SL1344_1487,,1591598,1592800,+,hypothetical aminotransferase,Amino acid transport and metabolism,A0A0H3NBN4
SL1344_1488,SL1344_1488,,1592913,1594988,-,glycogen debranching protein,Carbohydrate transport and metabolism,A0A0H3NLC1
SL1344_1489,SL1344_1489,,1595045,1597573,-,hypothetical hydrolase,Carbohydrate transport and metabolism,A0A0H3ND48
SL1344_1490,SL1344_1490,,1597570,1599354,-,hypothetical hydrolase,Carbohydrate transport and metabolism,A0A0H3NBF5
SL1344_1491,SL1344_1491,,1599483,1600268,-,hypothetical exported protein,Function unknown,A0A0H3NGR2
SL1344_1492,hdeB,,1600411,1600740,-,hypothetical secreted protein,Cell wall/membrane/envelope biogenesis,A0A0H3NBN9
SL1344_1493,osmC,,1601090,1601521,-,osmotically inducible protein C,"Post-translational modification, protein turnover,and chaperones",A0A0H3NLC3
SL1344_1494,yddX,,1602034,1602249,+,conserved hypothetical protein,Function unknown,A0A0H3ND53
SL1344_1495,rpsV,,1602344,1602487,+,30S ribosomal protein S22,"Translation, ribosomal structure and biogenesis",A0A0H3NBF9
SL1344_1496,sfcA,,1602664,1604361,+,NAD-linked malic enzyme%3B malate oxidoreductase,Energy production and conversion,A0A0H3NGR7
SL1344_1497,adhP,,1604728,1605657,+,alcohol dehydrogenase,Function unknown,A0A0H3NBP3
SL1344_1498,fdnI,,1605748,1606389,-,formate dehydrogenase%2C nitrate-inducible%2C cytochrome b556(fdn) subunit (formate dehydrogenase-n gamma subunit) (fdh-n gamma subunit) (anaerobic formate dehydrogenase cytochrome b556 subunit),Energy production and conversion,A0A0H3NLC9
SL1344_1499,fdnH,,1606397,1607281,-,formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit (formate dehydrogenase-n beta subunit) (fdh-n beta subunit) (anaerobic formate dehydrogenase iron-sulfur subunit),Energy production and conversion,A0A0H3ND55
SL1344_1500,fdnG,,1607295,1609754,-,formate dehydrogenase N (nitrate-inducible%2C alpha subunit),Energy production and conversion,A0A0H3NBG4
SL1344_1502,yddG,,1610677,1611501,+,hypothetical integral membrane protein,Amino acid transport and metabolism,A0A0H3NGS1
SL1344_1503,ompD,,1611987,1613114,+,Outer membrane protein,Cell wall/membrane/envelope biogenesis,A0A0H3NBQ0
SL1344_1504,SL1344_1504,,1613198,1613638,+,conserved hypothetical protein,Function unknown,A0A0H3NLD4
SL1344_1505,smvA,,1613663,1615150,-,methyl viologen resistance protein SmvA,Amino acid transport and metabolism,A0A0H3ND57
SL1344_1506,SL1344_1506,,1615267,1615845,+,hypothetical regulatory protein,Transcription,A0A0H3NBG7
SL1344_1507,narU,,1616060,1617448,+,nitrite extrusion protein,Inorganic ion transport and metabolism,A0A0H3NGS6
SL1344_1508,narZ,,1617540,1621280,+,respiratory nitrate reductase 2 alpha chain,Energy production and conversion,A0A0H3NBQ5
SL1344_1509,narY,,1621277,1622821,+,respiratory nitrate reductase 2 beta chain,Energy production and conversion,A0A0H3NLD8
SL1344_1510,narW,,1622821,1623516,+,respiratory nitrate reductase 2 delta chain,Energy production and conversion,A0A0H3ND60
SL1344_1511,narV,,1623513,1624193,+,respiratory nitrate reductase 2 gamma chain,Energy production and conversion,A0A0H3NBG9
SL1344_1512,yddE,,1624299,1625192,+,conserved hypothetical protein,Function unknown,A0A0H3NGT2
SL1344_1513,nhoA,,1625228,1626073,-,N-hydroxyarylamine O-acetyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3NBR0
SL1344_1514,steA,,1626357,1626989,-,Type III secretion system effector protein,No COG annotation,A0A0H3NLE3
SL1344_1515,ansP,,1627502,1628995,+,L-asparagine permease,Amino acid transport and metabolism,A0A0H3ND63
SL1344_1516,SL1344_1516,,1629072,1629293,-,hypothetical lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0H3NBH3
SL1344_1517,SL1344_1517,,1629438,1630499,-,possible ATP-binding protein,Function unknown,A0A0H3NGT8
SL1344_1518,yncD,,1630763,1632883,+,probable TonB-dependent receptor YncD precursor,Inorganic ion transport and metabolism,A0A0H3NBR8
SL1344_1519,yncC,,1632950,1633615,-,hypothetical regulatory protein,Transcription,A0A0H3NLE7
SL1344_1520,yncB,,1633949,1634986,-,hypothetical NADP-dependent oxidoreductase,Function unknown,A0A0H3ND65
SL1344_1521,yncA,,1635198,1635713,+,hypothetical acetyltransferase,Cell wall/membrane/envelope biogenesis,A0A0H3NBH6
SL1344_1522,ydcZ,,1635713,1636162,+,hypothetical membrane protein,Function unknown,A0A0H3NGU3
SL1344_1523,ydcY,,1636167,1636400,-,conserved hypothetical protein,Function unknown,A0A0H3NBS3
SL1344_1524,srfA,,1636624,1637943,+,virulence protein,Function unknown,A0A0H3NLF1
SL1344_1525,srfB,,1637948,1640929,+,virulence protein,Function unknown,A0A0H3ND68
SL1344_1526,srfC,,1640926,1643070,+,virulence protein,Function unknown,A0A0H3NBH9
SL1344_1527,ydcX,,1643115,1643378,-,hypothetical inner membrane protein,Function unknown,A0A0H3NGU7
SL1344_1528,ydcW,,1643687,1645132,-,hypothetical aldehyde dehydrogenase,Energy production and conversion,A0A0H3NBS8
SL1344_1529,ydcR,,1645247,1646671,-,hypothetical regulatory protein,Transcription,A0A0H3NLF4
SL1344_1530,pdgL,,1646807,1647577,-,D-alanyl-D-alanine dipeptidase,Cell wall/membrane/envelope biogenesis,A0A0H3ND72
SL1344_1530A,SL1344_1530A,,1647836,1648066,-,conserved hypothetical protein,No COG annotation,A0A0H3NBI2
SL1344_1531,ugtL,,1648099,1648497,-,hypothetical membrane protein,No COG annotation,A0A0H3NGV3
SL1344_1532,sifB,,1649034,1649984,+,Type III secretion system effector protein,Function unknown,A0A0H3NBT2
SL1344_1533,yncJ,,1650258,1650488,+,conserved hypothetical protein,Function unknown,A0A0H3NLF7
SL1344_1534,ydcP,,1650489,1652453,-,hypothetical peptidase,"Post-translational modification, protein turnover,and chaperones",A0A0H3ND75
SL1344_1535,ydcN,,1652532,1653068,-,hypothetical DNA-binding protein,Transcription,A0A0H3NBI5
SL1344_1536,SL1344_1536,,1653159,1654337,+,hypothetical benzoate membrane transport protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3NGV9
SL1344_1537,SL1344_1537,,1654391,1655059,-,hypothetical lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0H3NBT7
SL1344_1538,tehB,,1655215,1655811,-,tellurite resistance protein TehB,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3NLG0
SL1344_1539,tehA,,1655798,1656811,-,tellurite resistance protein TehA,Inorganic ion transport and metabolism,A0A0H3ND77
SL1344_1540,ydcK,,1656918,1657898,+,hypothetical transferase,Cell wall/membrane/envelope biogenesis,A0A0H3NBJ0
SL1344_1541,rimL,,1657895,1658434,-,ribosomal-protein-serine acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0H3NGW4
SL1344_1542,SL1344_1542,,1658651,1659769,+,conserved hypothetical protein,Amino acid transport and metabolism,A0A0H3NBU2
SL1344_1543,SL1344_1543,,1659766,1660047,+,hypothetical phosphotransferase enzyme,Carbohydrate transport and metabolism,A0A0H3NLG4
SL1344_1544,SL1344_1544,,1660058,1661371,+,hypothetical phosphotransferase enzyme,Carbohydrate transport and metabolism,A0A0H3ND80
SL1344_1545,SL1344_1545,,1661385,1662191,+,conserved hypothetical protein,Function unknown,A0A0H3NBJ4
SL1344_1546,SL1344_1546,,1662323,1662760,+,hypothetical phosphotransferase enzyme,Carbohydrate transport and metabolism,A0A0H3NGX0
SL1344_1547,SL1344_1547,,1662772,1663404,+,hypothetical ribulose-5-phosphate 3-epimerase,Carbohydrate transport and metabolism,A0A0H3NBU7
SL1344_1548,SL1344_1548,,1663420,1664211,+,hypothetical regulatory protein,Transcription,A0A0H3NLG9
SL1344_1549,aac,,1664211,1664648,+,aminoglycoside 6'-N-acetyltransferase,Transcription,A0A0H3ND83
SL1344_1550,SL1344_1550,,1664695,1665897,-,hypothetical L-lactate oxidase,Energy production and conversion,A0A0H3NBJ9
SL1344_1551,SL1344_1551,,1665909,1666484,-,hypothetical exported protein,Function unknown,A0A0H3NGX5
SL1344_1552,ydcG,,1666680,1668335,-,glucan biosynthesis protein D,Inorganic ion transport and metabolism,A0A0H3NBV2
SL1344_1553,SL1344_1553,,1668555,1670063,-,hypothetical esterase,Lipid transport and metabolism,A0A0H3NLH4
SL1344_1554,SL1344_1554,,1670112,1671455,-,conserved hypothetical protein,Function unknown,A0A0H3ND87
SL1344_1555,ydcI,,1671748,1672671,+,hypothetical LysR-family transcriptional regulatory protein,Transcription,A0A0H3NBK4
SL1344_1556,trg,,1672732,1674357,-,methyl-accepting chemotaxis protein III (mcp-iii) (ribose and galactose chemoreceptor protein),Cell motility,A0A0H3NGY0
SL1344_1557,adhC,,1674526,1675644,-,alcohol dehydrogenase class III (ec 1.1.1.1) (glutathione-dependent formaldehyde dehydrogenase) (ec 1.2.1.1) (fdh) (faldh),Energy production and conversion,A0A0H3NBV8
SL1344_1558,SL1344_1558,,1675676,1675951,-,conserved hypothetical protein,Function unknown,A0A0H3NLH8
SL1344_1559,steB,,1676474,1676875,+,Type III secretion system effector protein,No COG annotation,A0A0H3ND91
SL1344_1560,SL1344_1560,,1677004,1677720,-,hypothetical membrane protein,No COG annotation,A0A0H3NBK9
SL1344_1561,sseJ,,1678146,1679372,+,Type III secretion system effector protein (SseJ)-antagonises the activity of SifA,Lipid transport and metabolism,A0A0H3NGY5
SL1344_1562,SL1344_1562,,1679493,1679837,-,hypothetical membrane protein,Function unknown,A0A0H3NBW3
SL1344_1563,SL1344_1563,,1680744,1681505,+,hypothetical periplasmic amino acid-binding protein,Amino acid transport and metabolism,A0A0H3NLI3
SL1344_1564,SL1344_1564,,1681512,1682159,+,hypothetical ABC amino acid transporter permease,Inorganic ion transport and metabolism,A0A0H3ND96
SL1344_1565,SL1344_1565,,1682184,1682915,+,ABC transporter ATP-binding subunit,Amino acid transport and metabolism,A0A0H3NBL4
SL1344_1566,SL1344_1566,,1682912,1683592,+,hypothetical amino acid ABC transporter,Inorganic ion transport and metabolism,A0A0H3NGZ1
SL1344_1567,SL1344_1567,,1683729,1685279,+,hypothetical membrane protein,Function unknown,A0A0H3NBW7
SL1344_1568,SL1344_1568,,1685743,1686405,+,possible methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3NLI8
SL1344_1569,cybB,,1686676,1687206,-,cytochrome b561 (cytochrome b-561),Energy production and conversion,A0A0H3NDA0
SL1344_1570,ydcF,,1687323,1688123,-,conserved hypothetical protein,Function unknown,A0A0H3NBL9
SL1344_1571,hrpA,,1688187,1692089,-,ATP-dependent helicase HrpA,"Replication, recombination and repair",A0A0H3NGZ5
SL1344_1572,acpD,,1692290,1692895,+,Acyl carrier protein phosphodiesterase,Energy production and conversion,A0A0H3NBX3
SL1344_1573,SL1344_1573,,1692892,1693341,-,hypothetical protein,Function unknown,A0A0H3NLJ2
SL1344_1574,ydbL,,1693484,1693807,-,hypothetical secreted protein,Function unknown,A0A0H3NDA2
SL1344_1575,ynbE,,1693815,1694006,-,hypothetical lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0H3NBM6
SL1344_1576,ydbH,,1694006,1696642,-,hypothetical exported protein,Function unknown,A0A0H3NH01
SL1344_1577,ldhA,,1696882,1697871,+,D-lactate dehydrogenase,Energy production and conversion,A0A0H3NBX8
SL1344_1578,hslJ,,1697982,1698392,+,heat shock protein (hslJ),"Post-translational modification, protein turnover,and chaperones",A0A0H3NLJ7
SL1344_1579,SL1344_1579,,1698436,1698591,-,conserved hypothetical protein,Function unknown,A0A0H3NDA6
SL1344_1580,SL1344_1580,,1698618,1698917,+,conserved hypothetical protein,No COG annotation,A0A0H3NBN1
SL1344_1581,nifJ,,1698978,1702502,+,pyruvate-flavodoxin oxidoreductase,Energy production and conversion,A0A0H3NH05
SL1344_1582,ynaF,,1702984,1703418,+,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3NBY3
SL1344_1583,SL1344_1583,,1703468,1703806,-,hypothetical multidrug transporter,Inorganic ion transport and metabolism,A0A0H3NLK2
SL1344_1584,SL1344_1584,,1703907,1704110,+,hypothetical integrase/transposase (remnant),"Replication, recombination and repair",
SL1344_1585,ydaO,,1704162,1705097,+,conserved hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0H3NDB1
SL1344_1586,dbpA,,1705141,1706514,-,ATP-independent RNA helicase (DbpA),Nucleotide transport and metabolism,A0A0H3NBN6
SL1344_1587,zntB,,1707001,1707984,-,hypothetical membrane transport protein,Inorganic ion transport and metabolism,A0A0H3NH11
SL1344_1588,SL1344_1588,,1708130,1709284,-,hypothetical chemo-receptor protein,Cell motility,A0A0H3NBY7
SL1344_1589,ydaL,,1709695,1710258,-,conserved hypothetical protein,Function unknown,A0A0H3NLK8
SL1344_1590,ogt,,1710516,1711031,+,O6-methylguanine-DNA-alkyltransferase,"Replication, recombination and repair",A0A0H3NDB4
SL1344_1591,fnr,,1711227,1711979,+,fumarate and nitrate reduction regulatory protein,Transcription,A0A0H3NBP1
SL1344_1592,ydaA,,1712130,1713077,+,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3NH16
SL1344_1593,ynaJ,,1713132,1713386,-,hypothetical membrane protein,Function unknown,A0A0H3NBZ3
SL1344_1594,ynaI,,1713625,1714656,+,hypothetical membrane protein,Cell wall/membrane/envelope biogenesis,A0A0H3NLL2
SL1344_1595,SL1344_1595,,1714742,1715344,-,conserved hypothetical DNA-binding protein,Transcription,A0A0H3NDB6
SL1344_1596,SL1344_1596,,1715388,1716074,+,conserved hypothetical protein,Function unknown,A0A0H3NBP7
SL1344_1597,SL1344_1597,,1716546,1717103,-,hypothetical thiol peroxidase,"Post-translational modification, protein turnover,and chaperones",A0A0H3NH22
SL1344_1598,SL1344_1598,,1717202,1718032,-,hypothetical exported protein,Function unknown,A0A0H3NBZ8
SL1344_1599,SL1344_1599,,1718053,1720035,-,invasin-like protein,Function unknown,A0A0H3NLL6
SL1344_1600,SL1344_1600,,1720110,1720955,-,hypothetical lipoprotein,No COG annotation,A0A0H3NDC0
SL1344_1601,SL1344_1601,,1721249,1721299,+,hypothetical transcriptional regulator (pseudogene),No COG annotation,
SL1344_1602,SL1344_1602,,1722495,1723607,+,hypothetical protein,No COG annotation,A0A0H3NBQ1
SL1344_1603,SL1344_1603,,1723821,1724075,-,hypothetical lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0H3NH27
SL1344_1604,SL1344_1604,,1724186,1724776,-,hypothetical transcriptional regulator,Transcription,A0A0H3NC03
SL1344_1605,SL1344_1605,,1724854,1725567,+,hypothetical oxidoreductase,Lipid transport and metabolism,A0A0H3NLM1
SL1344_1606,SL1344_1606,,1725658,1726527,-,hypothetical oxidoreductase,Function unknown,A0A0H3NDC3
SL1344_1607,SL1344_1607,,1726801,1727706,-,hypothetical transcriptional regulator,Transcription,A0A0H3NBQ6
SL1344_1608,SL1344_1608,,1727825,1728754,+,hypothetical oxidoreductase,Carbohydrate transport and metabolism,A0A0H3NH33
SL1344_1609,mppA,,1728851,1730464,-,periplasmic murein peptide-binding protein MppA,Amino acid transport and metabolism,A0A0H3NC08
SL1344_1610,ycjI,,1730654,1731382,+,conserved hypothetical protein,Amino acid transport and metabolism,A0A0H3NLM6
SL1344_1611,ycjG,,1731357,1732322,-,hypothetical mandelate racemase / muconate lactonizing enzyme family protein,Cell wall/membrane/envelope biogenesis,A0A0H3NDC6
SL1344_1612,tpx,,1732438,1732944,+,Probable thiol peroxidase,"Post-translational modification, protein turnover,and chaperones",A0A0H3NBR4
SL1344_1613,tyrR,,1733034,1734575,-,transcriptional regulatory protein TyrR,Transcription,A0A0H3NH38
SL1344_1614,ycjF,,1734723,1735784,-,hypothetical membrane protein,Function unknown,A0A0H3NC13
SL1344_1615,ycjX,,1735781,1737184,-,hypothetical ATP-binding protein,Function unknown,A0A0H3NLN1
SL1344_1616,pspE,,1737327,1737641,-,bacteriophage shock protein E precursor,Cell wall/membrane/envelope biogenesis,A0A0H3NDC9
SL1344_1617,pspD,,1737717,1737935,-,bacteriophage shock protein D,Function unknown,A0A0H3NBR9
SL1344_1618,pspC,,1737958,1738317,-,bacteriophage shock protein C,Transcription,A0A0H3NH52
SL1344_1619,pspB,,1738317,1738541,-,bacteriophage shock protein B,Function unknown,A0A0H3NC23
SL1344_1620,pspA,,1738601,1739269,-,bacteriophage shock protein A,Transcription,A0A0H3NLN5
SL1344_1621,pspF,,1739440,1740420,+,psp operon transcriptional activator PspF,Transcription,A0A0H3NDD4
SL1344_1622,sapA,,1740532,1742181,+,peptide transport periplasmic protein SapA precursor,Amino acid transport and metabolism,A0A0H3NBS4
SL1344_1623,sapB,,1742349,1743143,+,peptide transport system permease protein SapB,Defense mechanisms,A0A0H3NH56
SL1344_1624,sapC,,1743130,1744020,+,peptide transport system permease protein SapC,Defense mechanisms,A0A0H3NC28
SL1344_1625,sapD,,1744020,1745012,+,peptide transport system ATP-binding protein SapD,Inorganic ion transport and metabolism,A0A0H3NLP1
SL1344_1626,sapF,,1745014,1745820,+,peptide transport system ATP-binding protein SapF,Inorganic ion transport and metabolism,A0A0H3NDD7
SL1344_1627,SL1344_1627,,1745836,1746543,-,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3NBS9
SL1344_1628,steC,,1747010,1748383,-,Type III secretion system effector protein%2C has Kinase activity and aids formation of F-actin meshwork,No COG annotation,A0A0H3NH61
SL1344_1629,SL1344_1629,,1748418,1748597,+,conserved hypothetical protein,No COG annotation,A0A0H3NC33
SL1344_1630,ycjE,,1748572,1748871,+,conserved hypothetical protein,No COG annotation,A0A0H3NLP8
SL1344_1631,fabI,,1748989,1749777,+,enoyl-[acyl-carrier-protein] reductase (NADH),Lipid transport and metabolism,A0A0H3NDE2
SL1344_1632,yciW,,1749977,1751110,+,conserved hypothetical protein,Function unknown,A0A0H3NBT4
SL1344_1633,rnb,,1751199,1753133,+,Exoribonuclease II,"Translation, ribosomal structure and biogenesis",A0A0H3NH69
SL1344_1634,yciR,,1753395,1755377,+,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3NC38
SL1344_1635,SL1344_1635,,1755466,1755678,+,conserved hypothetical protein,Function unknown,A0A0H3NLQ3
SL1344_1636,yciT,,1755765,1756517,+,hypothetical regulatory protein,Transcription,A0A0H3NDE9
SL1344_1637,osmB,,1756776,1756994,+,osmotically inducible lipoprotein B precursor,Cell wall/membrane/envelope biogenesis,A0A0H3NBT9
