locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STMUK_0528,ybbV,,583099,583353,+,putative cytoplasmic protein,No COG annotation,A0A6C7ARA0
STMUK_0529,allP,,583260,584573,+,allantoin permease,Nucleotide transport and metabolism,A0A6C7AN95
STMUK_0530,allB,,584652,586013,+,allantoinase,Nucleotide transport and metabolism,A0A3Z2F5U3
STMUK_0531,ybbY,,586072,587370,+,putative purine permease YbbY,Nucleotide transport and metabolism,A0A3Z6NWJ6
STMUK_0532,glxK,,587393,588541,+,glycerate kinase II,Carbohydrate transport and metabolism,A0A3Z2F5X7
STMUK_0533,ylbA,,588621,589406,-,hypothetical protein,Function unknown,A0A3Z2F603
STMUK_0534,allC,,589417,590652,-,allantoate amidohydrolase,Amino acid transport and metabolism,A0A3Z2F5S9
STMUK_0535,allD,,590674,591723,-,ureidoglycolate dehydrogenase,Energy production and conversion,A0A3Z2F5S8
STMUK_0536,fdrA,,592054,593718,+,membrane protein FdrA,Energy production and conversion,A0A3Z2F928
STMUK_0537,ylbE,,593728,594987,+,putative cytoplasmic protein,Energy production and conversion,A0A3Z6NWK1
STMUK_0538,ylbF,,594999,595808,+,putative cytoplasmic protein,Function unknown,A0A3Z6NWL9
STMUK_0539,arcC,,595812,596705,+,carbamate kinase,Amino acid transport and metabolism,A0A3Z2F991
STMUK_0540,purK,,596746,597813,-,phosphoribosylaminoimidazole carboxylase ATPase subunit,Nucleotide transport and metabolism,A0A3Z2F963
STMUK_0541,purE,,597810,598319,-,phosphoribosylaminoimidazole carboxylase catalytic subunit,Nucleotide transport and metabolism,A0A3Z2F8Y6
STMUK_0542,lpxH,,598437,599159,-,UDP-2%2C3-diacylglucosamine hydrolase,Function unknown,A0A3Z2F8Z1
STMUK_0543,ppiB,,599162,599656,-,peptidyl-prolyl cis-trans isomerase B (rotamase B),Carbohydrate transport and metabolism,A0A3Z2F993
STMUK_0544,cysS,,599829,601214,+,cysteinyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A3Z6NWT0
STMUK_0545,STMUK_0545,,601258,602082,-,putative outer membrane protein,Function unknown,A0A3Z2F8Z0
STMUK_0546,STMUK_0546,,602079,602516,-,putative inner membrane protein,No COG annotation,A0A3Z2F940
STMUK_0547,ybcI,,602509,603054,-,putative membrane-bound metal-dependent hydrolase,Function unknown,A0A3Z6NWK6
STMUK_0548,ybcJ,,603182,603394,-,hypothetical protein,Function unknown,A0A3Z6NWM8
STMUK_0549,folD,,603396,604262,-,bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/ 5%2C10-methylene-tetrahydrofolate cyclohydrolase,Nucleotide transport and metabolism,A0A3Z6NWN9
STMUK_0550,fimA,,604809,605366,+,fimbrin,Cell motility,A0A3Z2F8Z9
STMUK_0551,fimI,,605442,605975,+,fimbrial protein,Cell motility,A0A3Z2F902
STMUK_0552,fimC,,606019,606711,+,periplasmic chaperone,Cell wall/membrane/envelope biogenesis,A0A3Z2F9A3
STMUK_0553,fimD,,606742,609354,+,outer membrane usher protein precursor,Cell motility,A0A3Z6NWU3
STMUK_0554,fimH,,609369,610376,+,minor fimbrial subunit,Cell motility,A0A3Z6NWN2
STMUK_0555,fimF,,610386,610904,+,putative fimbrial protein,Cell motility,A0A3Z6NWK8
STMUK_0556,fimZ,,610950,611582,-,transcriptional regulator FimZ,Transcription,A0A3Z2F915
STMUK_0557,fimY,,612186,612908,-,putative regulatory protein,Transcription,A0A3Z2F973
STMUK_0558,STMUK_0558,,612927,613238,-,hypothetical protein,No COG annotation,A0A3Z6NWP9
STMUK_0559,fimW,,613400,613996,-,putative fimbrial protein,Transcription,A0A3Z6NWP5
STMUK_0561,STMUK_0561,,614287,614475,-,integrase,"Replication, recombination and repair",A0A3Z2F967
STMUK_0562,STMUK_0562,,614892,615110,-,putative transposase,"Replication, recombination and repair",A0A6C7AM04
STMUK_0563,STMUK_0563,,615497,617149,-,putative inner membrane protein,No COG annotation,A0A3Z6NWP7
STMUK_0564,yfdH,,617130,618056,-,putative glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A3Z6NWL7
STMUK_0565,rfbI,,618053,618415,-,CDP-6-deoxy-delta-3%2C4-glucoseen reductase,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z2F9B5
STMUK_0566,STMUK_0566,,619283,619612,-,sensor kinase,Signal transduction mechanisms,A0A3Z2F966
STMUK_0567,STMUK_0567,,619721,619900,+,putative transport protein,Inorganic ion transport and metabolism,A0A3Z2F9B6
STMUK_0568,STMUK_0568,,619951,620805,-,putative transcriptional regulator,Transcription,A0A3Z2F992
STMUK_0569,STMUK_0569,,621021,622346,+,pyridine nucleotide-disulfide oxidoreductase,Energy production and conversion,A0A3Z2F982
STMUK_0570,STMUK_0570,,622503,622739,+,putative periplasmic protein,Function unknown,A0A3Z6NWQ9
STMUK_0571,STMUK_0571,,622752,623312,+,putative inner membrane protein,Function unknown,A0A3Z2F978
STMUK_0572,STMUK_0572,,623391,624566,-,putative DNA repair ATPase,"Post-translational modification, protein turnover,and chaperones",A0A3Z6NWQ8
STMUK_0573,pheP,,624892,626286,+,phenylalanine transporter,Amino acid transport and metabolism,A0A3Z6NWM0
STMUK_0574,ybdG,,626328,627575,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A3Z2F9C2
STMUK_0575,apeE,,627886,629856,+,outer membrane esterase,Lipid transport and metabolism,A0A6C7AI43
STMUK_0576,STMUK_0576,,630023,632752,+,putative inner membrane protein,Transcription,A0A6C7AQ57
STMUK_0577,STMUK_0577,,632880,633866,-,putative phosphosugar isomerase,Carbohydrate transport and metabolism,A0A6C7ATH2
STMUK_0578,STMUK_0578,,633933,634976,-,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,A0A3Z2FCX9
STMUK_0579,STMUK_0579,,635009,635863,-,putative PTS system mannose-specific enzyme IID,Carbohydrate transport and metabolism,A0A3Z2FCL7
STMUK_0580,STMUK_0580,,635866,636609,-,putative inner membrane protein,Carbohydrate transport and metabolism,A0A3Z2FCN5
STMUK_0581,STMUK_0581,,636624,637094,-,putative PTS system mannose-specific enzyme IIAB,Carbohydrate transport and metabolism,A0A6C7AI82
STMUK_0582,STMUK_0582,,637072,637521,-,putative PTS system mannose-specific enzyme IIAB,Carbohydrate transport and metabolism,A0A3Z6NWN1
STMUK_0583,nfnB,,637721,638374,-,dihydropteridine reductase,Energy production and conversion,A0A3Z2FCC0
STMUK_0584,ybdF,,638471,638839,-,hypothetical protein,Function unknown,A0A3Z2FCP9
STMUK_0585,STMUK_0585,,638839,639420,-,putative regulatory protein,Transcription,A0A6C7AI48
STMUK_0586,STMUK_0586,,639709,640050,+,putative regulatory protein,Transcription,A0A3Z6NWP8
STMUK_0587,ybdJ,,640056,640304,-,putative inner membrane protein,Function unknown,A0A3Z2FC21
STMUK_0588,ybdK,,640371,641489,-,carboxylate-amine ligase,Nucleotide transport and metabolism,A0A3Z2FC63
STMUK_0589,entD,,641501,642205,-,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex,Coenzyme transport and metabolism,A0A3Z2FCH0
STMUK_0590,fepA,,642251,644506,-,outer membrane receptor FepA,Cell wall/membrane/envelope biogenesis,A0A3Z2FC64
STMUK_0591,fes,,644695,645909,+,enterobactin/ferric enterobactin esterase,Inorganic ion transport and metabolism,A0A3Z2FC68
STMUK_0592,ybdZ,,645940,646158,+,putative cytoplasmic protein,Function unknown,A0A3Z2FC95
STMUK_0593,entF,,646155,650039,+,enterobactin synthase subunit F,"Secondary metabolites biosynthesis, transport, and catabolism",A0A6C7AJF6
STMUK_0594,fepE,,650289,651425,+,ferric enterobactin transport protein FepE,Cell wall/membrane/envelope biogenesis,A0A6C7AHL7
STMUK_0595,fepC,,651478,652272,-,iron-enterobactin transporter ATP-binding protein,Coenzyme transport and metabolism,A0A3Z2FB94
STMUK_0596,fepG,,652269,653258,-,iron-enterobactin transporter permease,Inorganic ion transport and metabolism,A0A6C7AQ75
STMUK_0597,fepD,,653258,654265,-,iron-enterobactin transporter membrane protein,Inorganic ion transport and metabolism,A0A6C7ATI5
STMUK_0598,ybdA,,654376,655620,+,enterobactin exporter EntS,Amino acid transport and metabolism,A0A3Z2FB89
STMUK_0599,fepB,,655683,656639,-,iron-enterobactin transporter periplasmic binding protein,Inorganic ion transport and metabolism,A0A3Z2FBI4
STMUK_0600,entC,,656948,658123,+,isochorismate synthase,Coenzyme transport and metabolism,A0A3Z2FBG2
STMUK_0601,entE,,658133,659743,+,enterobactin synthase subunit E,"Secondary metabolites biosynthesis, transport, and catabolism",A0A3Z2FB56
STMUK_0602,entB,,659757,660614,+,2%2C3-dihydro-2%2C3-dihydroxybenzoate synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A6C7AM40
STMUK_0603,entA,,660614,661369,+,2%2C3-dihydroxybenzoate-2%2C3-dehydrogenase,Lipid transport and metabolism,A0A3Z6P6W5
STMUK_0604,ybdB,,661372,661785,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A3Z6P6S5
STMUK_0605,cstA,,661967,664072,+,carbon starvation protein,Signal transduction mechanisms,A0A6C7AI64
STMUK_0606,ybdD,,664136,664333,+,putative cytoplasmic protein,Function unknown,A0A3Z6P6V1
STMUK_0607,ybdH,,664369,665457,-,hypothetical protein,Energy production and conversion,A0A3Z6P6W1
STMUK_0608,ybdL,,665584,666744,+,putative aminotransferase,Amino acid transport and metabolism,A0A3Z2F8B3
STMUK_0609,ybdM,,666745,667362,-,putative transcriptional regulator,Transcription,A0A3Z6NXQ4
STMUK_0610,ybdN,,667335,668570,-,putative 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase,Function unknown,A0A3Z6NXN5
STMUK_0611,ybdO,,668736,669638,-,putative transcriptional regulator,Transcription,A0A6C7AIA5
STMUK_0612,dsbG,,669955,670701,-,disulfide isomerase/thiol-disulfide oxidase,"Post-translational modification, protein turnover,and chaperones",A0A3Z2F8D7
STMUK_0613,ahpC,,671142,671705,+,alkyl hydroperoxide reductase subunit C,"Post-translational modification, protein turnover,and chaperones",A0A3Z2F8F6
STMUK_0614,ahpF,,671947,673512,+,alkyl hydroperoxide reductase F52a subunit,Energy production and conversion,A0A3Z2F878
STMUK_0615,STMUK_0615,,673844,674404,+,putative anaerobic dehydrogenase component,Function unknown,A0A3Z6NXL8
STMUK_0616,STMUK_0616,,674397,676676,+,putative oxidoreductase protein,Energy production and conversion,A0A6C7AQ95
STMUK_0618,STMUK_0618,,677032,677799,+,putative hydrogenase protein,Function unknown,A0A3Z2F8A5
STMUK_0619,ybdQ,,677867,678295,-,putative universal stress protein,Signal transduction mechanisms,A0A3Z2F8A7
STMUK_0620,ybdR,,678518,679756,+,putative dehydrogenase,Amino acid transport and metabolism,A0A3Z6NXM5
STMUK_0621,rnk,,679839,680249,-,nucleoside diphosphate kinase regulator,Carbohydrate transport and metabolism,A0A3Z2F854
STMUK_0622,rna,,680484,681290,-,ribonuclease I,"Translation, ribosomal structure and biogenesis",A0A3Z2F8E4
STMUK_0623,citT,,681400,682863,-,citrate/succinate transport antiport protein,Inorganic ion transport and metabolism,A0A6C7AM60
STMUK_0624,citG,,682901,683797,-,triphosphoribosyl-dephospho-CoA synthase,Nucleotide transport and metabolism,A0A3Z2F2S1
STMUK_0625,citX,,683769,684320,-,2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo- citrate lyase,Coenzyme transport and metabolism,A0A3Z6NXM9
STMUK_0626,citF,,684324,685853,-,citrate lyase alpha chain/citrate-ACP transferase,Coenzyme transport and metabolism,A0A3Z6NXN0
STMUK_0627,citE,,685863,686771,-,citrate lyase beta chain,Carbohydrate transport and metabolism,A0A3Z2F2H6
STMUK_0628,citD,,686768,687064,-,citrate lyase subunit gamma,Energy production and conversion,A0A6C7ATL9
STMUK_0629,citC,,687061,688137,-,citrate lyase synthetase,Coenzyme transport and metabolism,A0A3Z2F2K4
STMUK_0630,dpiB,,688522,690183,+,sensory histidine kinase,Signal transduction mechanisms,A0A3Z2F2J6
STMUK_0631,dpiA,,690152,690832,+,two-component response regulator DpiA,Transcription,A0A3Z2F2H8
STMUK_0632,dcuC,,690886,692271,-,C4-dicarboxylate transporter DcuC,Energy production and conversion,A0A3Z6NXS4
STMUK_0633,pagP,,692650,693222,+,palmitoyl transferase,Cell wall/membrane/envelope biogenesis,A0A6C7AM68
STMUK_0634,cspE,,693410,693619,+,cold shock protein CspE,Transcription,A0A3Z2F2L6
STMUK_0635,ccrB,,693677,694060,-,camphor resistance protein CrcB,"Cell cycle control, cell division, chromosome partitioning",A0A3Z2F2J2
STMUK_0636,ybeM,,694151,694939,+,putative hydrolase,Function unknown,A0A3Z6NXL9
STMUK_0637,tatE,,695068,695271,+,twin arginine translocase protein E,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z6NXM0
STMUK_0638,lipA,,695357,696322,-,lipoyl synthase,Coenzyme transport and metabolism,A0A3Z2F2J4
STMUK_0639,ybeF,,696528,697481,-,putative DNA-binding transcriptional regulator,Transcription,A0A3Z2F2G7
STMUK_0640,lipB,,697783,698358,-,lipoate-protein ligase B,Coenzyme transport and metabolism,A0A6C7ARK4
STMUK_0641,ybeD,,698524,698787,-,hypothetical protein,Function unknown,A0A3Z2F2G3
STMUK_0642,dacA,,698896,700107,-,D-alanyl-D-alanine carboxypeptidase fraction A,Cell wall/membrane/envelope biogenesis,A0A3Z6NXR5
STMUK_0643,rlpA,,700247,701392,-,rare lipoprotein A,Cell wall/membrane/envelope biogenesis,A0A3Z6NXI5
STMUK_0644,mrdB,,701403,702515,-,cell wall shape-determining protein,Cell wall/membrane/envelope biogenesis,A0A3Z2F2K6
STMUK_0645,mrdA,,702518,704419,-,penicillin-binding protein 2,Cell wall/membrane/envelope biogenesis,A0A3Z2F2I1
STMUK_0646,ybeA,,704450,704917,-,rRNA large subunit methyltransferase,"Translation, ribosomal structure and biogenesis",A0A3Z2F2F2
STMUK_0647,ybeB,,704921,705238,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A3Z2F2P9
STMUK_0648,cobC,,705567,706175,-,alpha ribazole-5'-P phosphatase,Carbohydrate transport and metabolism,A0A3Z2F2I4
STMUK_0649,cobD,,706272,707366,+,cobalamin biosynthesis protein,Coenzyme transport and metabolism,A0A3Z2F2F7
STMUK_0650,nadD,,707341,707982,-,nicotinic acid mononucleotide adenylyltransferase,Coenzyme transport and metabolism,A0A3Z2F2I2
STMUK_0651,holA,,707984,709015,-,DNA polymerase III subunit delta,"Replication, recombination and repair",A0A3Z2F2F3
STMUK_0652,rlpB,,709015,709605,-,LPS-assembly lipoprotein RlpB,Cell wall/membrane/envelope biogenesis,A0A3Z6NXQ3
STMUK_0653,leuS,,709620,712202,-,leucyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A3Z2F2Q7
STMUK_0654,STMUK_0654,,712439,712780,+,putative hydrolase,Carbohydrate transport and metabolism,A0A3Z6NXJ8
STMUK_0655,STMUK_0655,,712797,713969,+,putative hydrolase,Carbohydrate transport and metabolism,A0A3Z6NXK5
STMUK_0656,STMUK_0656,,714019,714972,+,2-keto-3-deoxygluconate permease,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z6NXJ9
STMUK_0657,STMUK_0657,,715040,716968,+,putative sigma-54 dependent transcriptional regulator,Transcription,A0A3Z2F2N5
STMUK_0658,ybeL,,717061,717534,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A3Z2F2I0
STMUK_0659,ybeQ,,717573,718568,-,TPR repeat-containing protein,No COG annotation,A0A3Z2F2F1
STMUK_0660,ybeR,,718693,719400,+,putative cytoplasmic protein,Function unknown,A0A3Z2F2H1
STMUK_0661,ybeS,,719397,720830,+,putative molecular chaperone,"Post-translational modification, protein turnover,and chaperones",A0A3Z6NXK1
STMUK_0663,ybeV,,721535,723007,+,putative molecular chaperone,"Post-translational modification, protein turnover,and chaperones",A0A3Z2F2P8
STMUK_0664,hscC,,723029,724708,-,putative heatshock protein,"Post-translational modification, protein turnover,and chaperones",A0A3Z2F2J1
STMUK_0665,STMUK_0665,,724784,726022,-,putative cytoplasmic protein,No COG annotation,A0A3Z6NXI8
STMUK_0666,rihA,,726054,726989,-,ribonucleoside hydrolase 1,Nucleotide transport and metabolism,A0A3Z2F2D9
STMUK_0667,gltL,,727106,727831,-,glutamate/aspartate transporter,Amino acid transport and metabolism,A0A3Z6NXI9
STMUK_0668,gltK,,727831,728505,-,glutamate/aspartate transporter,Inorganic ion transport and metabolism,A0A3Z2F2H2
STMUK_0669,gltJ,,728505,729245,-,glutamate/aspartate transporter,Inorganic ion transport and metabolism,A0A3Z6NXH6
STMUK_0670,gltI,,729405,730331,-,glutamate and aspartate transporter subunit,Amino acid transport and metabolism,A0A6C7AK70
STMUK_0671,lnt,,730668,732206,-,apolipoprotein N-acyltransferase,Cell wall/membrane/envelope biogenesis,A0A3Z2F2E1
STMUK_0672,ybeX,,732226,733104,-,putative transport protein,Inorganic ion transport and metabolism,A0A3Z6NXJ1
STMUK_0673,ybeY,,733262,733735,-,putative metalloprotease,"Translation, ribosomal structure and biogenesis",A0A3Z6NXN3
STMUK_0674,phoL,,733732,734817,-,putative phosphate starvation-inducible protein,Signal transduction mechanisms,A0A3Z6NXF5
STMUK_0675,miaB,,734983,736407,-,(dimethylallyl)adenosine tRNA methylthiotransferase,"Translation, ribosomal structure and biogenesis",A0A3Z6NXH7
STMUK_0676,yleB,,736551,737726,+,2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase,Energy production and conversion,A0A3Z2F2D5
STMUK_0677,STMUK_0677,,737793,738368,-,putative inner membrane protein,No COG annotation,A0A3Z2F2L8
STMUK_0685,asnB,,739435,741099,-,asparagine synthetase B,Amino acid transport and metabolism,A0A3Z2FAG2
STMUK_0686,nagD,,741389,742141,-,UMP phosphatase,Carbohydrate transport and metabolism,A0A3Z2FA27
STMUK_0687,nagC,,742188,743408,-,N-acetylglucosamine operon transcriptional repressor,Transcription,A0A3Z2FA81
STMUK_0688,nagA,,743413,744567,-,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism,A0A3Z6P5K6
STMUK_0689,nagB,,744627,745427,-,glucosamine-6-phosphate deaminase,Carbohydrate transport and metabolism,A0A3Z6P5I5
STMUK_0690,nagE,,745754,747706,+,PTS system N-acetyl glucosamine specific transporter subunits IIABC,Carbohydrate transport and metabolism,A0A3Z2FA66
STMUK_0691,glnS,,747917,749584,+,glutaminyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A3Z6P5I9
STMUK_0692,ybfM,,750030,751436,+,putative outer membrane protein,Function unknown,A0A3Z6P5I7
STMUK_0693,ybfN,,751486,751818,+,putative lipoprotein,Cell wall/membrane/envelope biogenesis,A0A3Z2FA89
STMUK_0694,citA,,751867,753171,-,citrate-proton symporter,Amino acid transport and metabolism,A0A3Z2FAF3
STMUK_0695,citB,,753222,754361,-,citrate utilization protein b,Energy production and conversion,A0A3Z6P5J0
STMUK_0696,STMUK_0696,,754348,755751,-,tricarballylate dehydrogenase,Energy production and conversion,A0A6C7ATT8
STMUK_0697,STMUK_0697,,755849,756775,-,putative transcriptional regulator,Transcription,A0A3Z6P5J6
STMUK_0698,fur,,756890,757342,-,ferric uptake regulator,Transcription,A0A3Z6P5H6
STMUK_0699,fldA,,757624,758154,-,flavodoxin FldA,Energy production and conversion,A0A3Z2FD37
STMUK_0701,ybfF,,758732,759502,-,hypothetical protein,Function unknown,A0A6C7AIG9
STMUK_0702,seqA,,759687,760229,+,replication initiation regulator SeqA,"Replication, recombination and repair",A0A3Z6P5I2
STMUK_0703,pgm,,760254,761894,+,phosphoglucomutase,Carbohydrate transport and metabolism,A0A3Z2FCM3
STMUK_0704,STMUK_0704,,762009,762494,-,putative cytoplasmic protein,Function unknown,A0A3Z2FBZ9
STMUK_0705,potE,,762559,763878,-,putrescine transporter,Amino acid transport and metabolism,A0A3Z2FCC8
STMUK_0706,speF,,763875,766073,-,ornithine decarboxylase,Amino acid transport and metabolism,A0A3Z2FCF6
STMUK_0707,STMUK_0707,,766471,766584,+,hypothetical protein,No COG annotation,A0A6C7ATV2
STMUK_0708,kdpE,,766835,767512,-,DNA-binding transcriptional activator KdpE,Transcription,A0A3Z6P5F3
STMUK_0709,kdpD,,767509,770193,-,sensor protein KdpD,Signal transduction mechanisms,A0A6C7ARR7
STMUK_0710,kdpC,,770190,770774,-,potassium-transporting ATPase subunit C,Inorganic ion transport and metabolism,A0A3Z2FBG5
STMUK_0711,kdpB,,770783,772831,-,potassium-transporting ATPase subunit B,Inorganic ion transport and metabolism,A0A3Z2FB53
STMUK_0712,kdpA,,772852,774531,-,potassium-transporting ATPase subunit A,Inorganic ion transport and metabolism,A0A3Z2FB77
STMUK_0713,kdpF,,774531,774620,-,potassium-transporting ATPase subunit F,No COG annotation,A0A3Z2FBB4
STMUK_0714,ybfA,,774957,775163,+,putative periplasmic protein,Function unknown,A0A3Z2FBJ3
STMUK_0715,phrB,,775274,776695,+,deoxyribodipyrimidine photolyase,Coenzyme transport and metabolism,A0A3Z6P5F5
STMUK_0716,ybgH,,776734,778215,-,POT family transport protein,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z2FBA7
STMUK_0717,ybgI,,778544,779287,+,putative hydrolase-oxidase,Function unknown,A0A3Z6P5E3
STMUK_0718,ybgJ,,779303,779959,+,putative carboxylase,Amino acid transport and metabolism,A0A6C7AKA0
STMUK_0719,ybgK,,779953,780885,+,putative carboxylase,Amino acid transport and metabolism,A0A6C7ARS7
STMUK_0720,ybgL,,780875,781609,+,LamB/YcsF family protein,Function unknown,A0A3Z2FB55
STMUK_0721,STMUK_0721,,781933,782064,+,putative cytoplasmic protein,No COG annotation,A0A3Z2FB90
STMUK_0722,STMUK_0722,,782124,782690,+,putative phage integrase,"Replication, recombination and repair",A0A6C7AMD7
STMUK_0723,STMUK_0723,,783150,783485,+,putative inner membrane protein,No COG annotation,A0A3Z6P3B7
STMUK_0724,STMUK_0724,,783487,784227,+,putative cytoplasmic protein,Amino acid transport and metabolism,A0A3Z6P3C6
STMUK_0725,STMUK_0725,,784513,785664,+,putative UDP-galactopyranose mutase,Cell wall/membrane/envelope biogenesis,A0A3Z2FBC0
STMUK_0726,STMUK_0726,,785661,786557,+,putative glycosyl transferase,Function unknown,A0A6C7AQI9
STMUK_0727,STMUK_0727,,786570,787703,+,putative glycosyl transferase,Cell wall/membrane/envelope biogenesis,A0A3Z2FB18
STMUK_0728,STMUK_0728,,787832,788602,+,putative ABC transporter permease protein,Carbohydrate transport and metabolism,A0A3Z6P3C8
STMUK_0729,STMUK_0729,,788606,789316,+,putative ABC-type polysaccharide/polyol phosphate transport system ATPase component,Carbohydrate transport and metabolism,A0A3Z2FBD4
STMUK_0730,STMUK_0730,,789410,791188,+,putative glycosyltransferase,Function unknown,A0A6C7ANR6
STMUK_0731,STMUK_0731,,791381,792214,+,putative glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A3Z6P3A1
STMUK_0732,STMUK_0732,,792272,794167,+,putative glycosyl transferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A6C7AME4
STMUK_0733,STMUK_0733,,794235,794372,+,putative cytoplasmic protein,No COG annotation,A0A3Z6P3B9
STMUK_0734,nei,,794421,795212,+,endonuclease VIII,"Replication, recombination and repair",A0A3Z2FB50
STMUK_0735,abrB,,795267,796313,-,putative transport protein,Function unknown,A0A3Z2FB12
STMUK_0736,gltA,,796450,797733,-,type II citrate synthase,Coenzyme transport and metabolism,A0A3Z6P3B5
STMUK_0737,STMUK_0737,,797693,798079,+,putative inner membrane protein,No COG annotation,A0A3Z2FB88
STMUK_0738,sdhC,,798488,798877,+,succinate dehydrogenase cytochrome b556 large membrane subunit,Energy production and conversion,A0A3Z2FAZ3
STMUK_0739,sdhD,,798871,799218,+,succinate dehydrogenase cytochrome b556 small membrane subunit,Energy production and conversion,A0A3Z6P3B6
STMUK_0740,sdhA,,799218,800984,+,succinate dehydrogenase flavoprotein subunit,Energy production and conversion,A0A3Z2FB93
STMUK_0741,sdhB,,800998,801717,+,succinate dehydrogenase iron-sulfur subunit,Energy production and conversion,A0A6C7AIK4
STMUK_0742,sucA,,802241,805042,+,2-oxoglutarate dehydrogenase E1 component,Energy production and conversion,A0A3Z2FB32
STMUK_0743,sucB,,805057,806265,+,dihydrolipoamide succinyltransferase,Energy production and conversion,A0A6C7AJQ3
STMUK_0744,sucC,,806407,807573,+,succinyl-CoA synthetase subunit beta,Nucleotide transport and metabolism,A0A3Z2FCM8
STMUK_0745,sucD,,807573,808442,+,succinyl-CoA synthetase subunit alpha,Energy production and conversion,A0A3Z6P3B0
STMUK_0746,cydA,,810025,811593,+,cytochrome d terminal oxidase polypeptide subunit I,Energy production and conversion,A0A3Z6P3A7
STMUK_0747,cydB,,811609,812748,+,cytochrome d terminal oxidase polypeptide subunit II,Energy production and conversion,A0A3Z2FCG3
STMUK_0748,ybgT,,812763,812876,+,putative outer membrane lipoprotein,Function unknown,A0A3Z6P395
STMUK_0749,ybgE,,813013,813294,+,hypothetical protein,Function unknown,A0A3Z2FCU8
STMUK_0750,ybgC,,813523,813927,+,acyl-CoA thioester hydrolase YbgC,Function unknown,A0A3Z6P392
STMUK_0751,tolQ,,813924,814616,+,colicin uptake protein TolQ,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z2FCJ6
STMUK_0752,tolR,,814620,815048,+,colicin uptake protein TolR,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z6P399
STMUK_0753,tolA,,815113,816336,+,cell envelope integrity inner membrane protein TolA,Cell wall/membrane/envelope biogenesis,A0A6C7AJQ8
STMUK_0754,tolB,,816460,817752,+,translocation protein TolB,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z2FD09
STMUK_0755,pal,,817787,818311,+,peptidoglycan-associated outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,A0A3Z2FDD7
STMUK_0756,ybgF,,818321,819109,+,tol-pal system protein YbgF,"Cell cycle control, cell division, chromosome partitioning",A0A3Z2FD29
STMUK_0762,nadA,,820575,821618,+,quinolinate synthetase,Nucleotide transport and metabolism,A0A3Z2FBQ6
STMUK_0763,pnuC,,821643,822362,+,nucleoside/purine/pyrimidine transporter,Coenzyme transport and metabolism,A0A3Z6P6E4
STMUK_0764,ybgR,,822359,823297,-,zinc transporter ZitB,Inorganic ion transport and metabolism,A0A3Z6P6H0
STMUK_0765,ybgS,,823408,823794,-,hypothetical protein,Function unknown,A0A3Z2FBQ7
STMUK_0766,aroG,,824114,825166,+,phospho-2-dehydro-3-deoxyheptonate aldolase,Amino acid transport and metabolism,A0A3Z6P6H5
STMUK_0767,STMUK_0767,,825260,825805,-,fumarate hydratase,Energy production and conversion,A0A6C7AMH1
STMUK_0768,STMUK_0768,,825820,826665,-,fumarate hydratase,Energy production and conversion,A0A3Z2FBY2
STMUK_0769,STMUK_0769,,826834,827685,+,transcriptional regulator,Transcription,A0A6C7AHZ1
STMUK_0770,STMUK_0770,,827686,828669,-,transcriptional regulator,Transcription,A0A3Z2FBH5
STMUK_0771,STMUK_0771,,828913,830160,+,putative cation transporter,Inorganic ion transport and metabolism,A0A6C7AQM7
STMUK_0772,dcoC,,830210,830455,+,oxaloacetate decarboxylase subunit gamma,Energy production and conversion,A0A3Z2FBR4
STMUK_0773,STMUK_0773,,832259,833560,+,putative oxalacetate decarboxylase subunit beta,Energy production and conversion,A0A6C7AKE2
STMUK_0774,STMUK_0774,,833679,834377,+,putative cytoplasmic protein,Coenzyme transport and metabolism,A0A3Z2FBD7
