Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified,RNA,RNA_strains
90371.1840,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN033881,,90371,WGS,CFSAN033881,Typhimurium,,,MLST.Salmonella_enterica.313,,,,2016-03-21T00:00:00Z,,PRJNA186035,SAMN03941113,GCF_001594795.1,,LVGA00000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,49x,SPAdes v. 3.0.0,,,72,4974765,52.15,5170,4737,,feces,,1993,Brazil,Brazil,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:Adolfo Lutz Institute of Ribeirao Preto,99.8,98.5,99.8,,,Good,2016-04-27T18:00:18.233Z,2016-04-27T18:00:18.233Z,No_RNA_Seq,
90371.1858,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN033860,,90371,WGS,CFSAN033860,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2016-03-21T00:00:00Z,,PRJNA186035,SAMN03941092,GCF_001595155.1,,LVGS00000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,57x,SPAdes v. 3.0.0,,,136,5001122,52.1,5233,4763,,feces,,1984,Brazil,Brazil,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:Adolfo Lutz Institute of Ribeirao Preto,99.7,98.3,100,0.2,,Good,2016-04-27T18:11:12.472Z,2016-04-27T18:11:12.472Z,No_RNA_Seq,
90371.3153,Salmonella enterica subsp. enterica serovar Typhimurium strain sg_25241,,90371,WGS,sg_25241,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-02-22T00:00:00Z,,PRJNA448475,SAMN08848599,GCA_004291355.1,,QASU01000000,,"SCELSE, Nanyang Technological University, Singapore",,Illumina HiSeq,400x,SPAdes v. 3.1,,,53,4908157,52.220737,5152,4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica genomes from Singapore,collected_by:NUS,99.8,98.9,,,,Good,2019-07-17T05:17:53.600Z,2019-07-17T05:17:53.600Z,No_RNA_Seq,
1620419.95,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain BCW_2192,,1620419,WGS,BCW_2192,,,,MLST.Salmonella_enterica.19,,,,2017-03-17T00:00:00Z,,PRJNA203445,SAMN02367997,GCA_002030605.1,,MXFJ00000000,,,,,20x,,,,70,4951275,52.03,5065,,,Chicken Breast,,2011,United States,USA: Maryland,,,,,,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,,,99.6,98.9,100,,,Good,2017-05-27T12:49:21.051Z,2017-05-27T12:49:21.051Z,No_RNA_Seq,
1141101.3,Salmonella enterica subsp. enterica serovar Typhimurium str. ST1660/06,Salmonella enterica subsp. enterica serovar Typhimurium str. ST1660/06,1141101,WGS,,serovar Typhimurium,,,MLST.Salmonella_enterica.19,,,,2012-08-23T00:00:00Z,23105062,PRJNA82323,SAMN02415265,GCA_000292755.1,,AJTU00000000,-,The Chinese University of Hong Kong,WGS,454 GS FLX Titanium,53x,Newbler v. 2.6,,,8,5026150,52.2,5090,,,stool specimen of a diarrheic patient admitted to a hospital in Hong Kong,isolated from the stool specimen of a diarrheic patient admitted to a hospital in Hong Kong in 2006,2006,China,China: Hong Kong,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Salmonella Typhimurium ST1660/06 is isolated from the stool specimen of a diarrheic patient admitted to a hospital in Hong Kong in 2006.,,99.4,98.4,98.8,1,,Good,2014-12-08T22:12:52.756Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.1848,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN033871,,90371,WGS,CFSAN033871,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2016-03-21T00:00:00Z,,PRJNA186035,SAMN03941103,GCF_001594955.1,,LVGI00000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,43x,SPAdes v. 3.0.0,,,124,5175946,52.04,5479,4969,,feces,,1986,Brazil,Brazil,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:Adolfo Lutz Institute of Ribeirao Preto,99.6,98.7,100,,,Good,2016-04-27T18:04:48.907Z,2016-04-27T18:04:48.907Z,No_RNA_Seq,
90371.3834,Salmonella enterica subsp. enterica serovar Typhimurium strain S04635-04,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266525,,,,ERR1251467,,,,,,20x,,,,86,4807341,52.189247,4843,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,96.1,,,,Good,2020-02-28T19:44:04.637Z,2020-02-28T19:44:04.637Z,No_RNA_Seq,
90371.708,Salmonella enterica subsp. enterica serovar Typhimurium strain smonpas004260-8,,90371,WGS,smonpas004260-8,,,,MLST.Salmonella_enterica.34,,,,2015-06-22T00:00:00Z,26294627,PRJNA266093,SAMN03162146,GCA_001034615.1,SRR1649150,LFDY01000000,,IZSAM,,IonTorrent,26.0x,SPADES v. 3.1.0,,,28,4826026,52.26,5463,3758,,feces,,24-Jan-2014,Italy,Italy: L'Aquila,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"S. enterica ser. Typhimurium monophasic variant 1,4,[5],12:i:-, Italy 2013-2014;many frameshifted proteins",collected_by:Hospital,99.8,91.1,100,12.8,,Good,2016-01-17T16:09:04.506Z,2016-01-17T16:09:04.506Z,No_RNA_Seq,
90371.1962,Salmonella enterica subsp. enterica serovar Typhimurium strain TT6675,,90371,WGS,TT6675,Typhimurium,,,,,,,2016-10-12T00:00:00Z,,PRJNA335775,SAMN05462015,GCF_001758525.1,,MCGL00000000,,Monash University Malaysia,,Illumina MiSeq,50.0x,SPAdes v. 2.7,,,83,4866174,52.23,5003,4618,,derived from Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,1990,United States,USA: California,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 mutant TT6675 Genome sequencing and assembly,sample_type:cell culture,99.8,98.4,100,0.7,,Good,2016-11-17T03:11:08.815Z,2016-11-17T03:11:08.815Z,No_RNA_Seq,
90371.3688,Salmonella enterica subsp. enterica serovar Typhimurium strain Vulture-STm-CyP-4,,90371,WGS,Vulture-STm-CyP-4,Typhimurium,,,MLST.Salmonella_enterica.34,,,,2019-06-20T00:00:00Z,,PRJEB31693,SAMEA5530640,GCA_900773995.1,,"CAAGSQ010000029,CAAGSQ010000028,CAAGSQ010000027,CAAGSQ010000026,CAAGSQ010000032,CAAGSQ010000031,CAAGSQ010000030",,FISABIO - Public Health,,,20x,,,,58,4944005,52.200153,4975,,,wild griffon vulture,isolated from wild griffon vulture in eastern Spain,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,"Draft genome sequences of 12 Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,[5],12:i:- strains isolated from wild griffon vulture in eastern Spain.;cloacal swab",,99.9,99.2,,,,Good,2019-10-02T20:19:23.987Z,2019-10-02T20:19:23.987Z,No_RNA_Seq,
891423.4,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC_2009K1277,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC_2009K1277,891423,WGS,CDC_2009K1277,serovar Typhimurium,,,MLST.Salmonella_enterica.19,, ,,2013-10-17T00:00:00Z,,PRJNA53273,SAMN01813488,GCA_000474495.1,SRR955272,AUQO00000000,-,FDA,WGS,454 GS FLX,18x,Newbler v. 2.3,,,89,4879929,52.2,4949,4623,,clinical,,2009,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,-,,99.4,98.9,100,,,Good,2014-12-08T22:12:52.598Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.2478,Salmonella enterica subsp. enterica serovar Typhimurium strain R9_3274_R1,,90371,WGS,R9_3274_R1,,,,MLST.Salmonella_enterica.19,,,,2017-04-13T00:00:00Z,28389536,PRJNA308370,SAMN04394777,GCA_002091095.1,,NAAN00000000,,,,,20x,,,,108,5243062,51.94,5638,5362,,Human,,2010,United States,USA: Washington,,,,,,"Human, Homo sapiens",,,,,,,Susceptible;Resistant,AMR Panel,,,,,,,,,,,,isolate:HUM_TYPH_WA_10_R9_3274,99.9,98.4,100,1,,Good,2017-05-28T17:40:27.123Z,2017-05-28T17:40:27.123Z,No_RNA_Seq,
90371.3157,Salmonella enterica subsp. enterica serovar Typhimurium strain sg_BAA711b,,90371,WGS,sg_BAA711b,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-02-22T00:00:00Z,,PRJNA448475,SAMN08848597,GCA_004291805.1,,QASW01000000,,"SCELSE, Nanyang Technological University, Singapore",,Illumina HiSeq,374x,SPAdes v. 3.1,,,117,5048946,52.068123,5435,5270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica genomes from Singapore,collected_by:NUS,99.5,98.8,,,,Good,2019-07-17T05:33:50.261Z,2019-07-17T05:33:50.261Z,No_RNA_Seq,
90371.1865,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN033851,,90371,WGS,CFSAN033851,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2016-03-21T00:00:00Z,,PRJNA186035,SAMN03941083,GCF_001595305.1,,LVGZ00000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,46x,SPAdes v. 3.0.0,,,108,4924115,52.09,5119,4678,,feces,,1983,Brazil,Brazil,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:Adolfo Lutz Institute of Ribeirao Preto,99.7,98.2,99.3,,,Good,2016-04-27T18:10:31.586Z,2016-04-27T18:10:31.586Z,No_RNA_Seq,
90371.2400,Salmonella enterica subsp. enterica serovar Typhimurium strain N32044,,90371,WGS,N32044,,,,MLST.Salmonella_enterica.19,,,,2017-03-17T00:00:00Z,,PRJNA203445,SAMN02368014,GCA_002030385.1,,MXEV00000000,,,,,20x,,,,124,5052611,52.07,5211,,,Chicken Breast,,2011,United States,USA: New York,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,98.6,100,0.2,,Good,2017-05-27T12:44:36.622Z,2017-05-27T12:44:36.622Z,No_RNA_Seq,
90371.2131,Salmonella enterica subsp. enterica serovar Typhimurium strain R8_9801_R1,,90371,WGS,R8_9801_R1,Typhimurium,,,MLST.Salmonella_enterica.2076,,,,2017-01-18T00:00:00Z,28389536,PRJNA308370,SAMN04394863,GCF_001955295.1,,MOCP00000000,,Cornell University,,Illumina HiSeq,90.3828x,SPAdes v. 3.8.0,,,117,4867023,52.15,4988,4641,,Bovine,,2012,United States,USA: New York state,,,,,,"Cow, Bos taurus",,,Salmonella infections or carrier,,,,Resistant;Susceptible,AMR Panel,,,,,,C,,,,,"Illumina paired-end reads for Salmonella enterica isolates of either Typhimurium, Newport, or Dublin serotype, from either New York state or Washington state, and from either bovine or human sources.",collected_by:Cornell University;isolate:BOV_TYPH_NY_12_R8_9801,99.8,99,100,0.2,,Good,2017-03-20T05:40:29.105Z,2017-03-20T05:40:29.105Z,No_RNA_Seq,
1620419.119,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain BCW_4379,,1620419,WGS,BCW_4379,,,,MLST.Salmonella_enterica.19,,,,2017-03-21T00:00:00Z,,PRJNA203445,SAMN02368976,GCA_002058005.1,,MYSF00000000,,,,,20x,,,,107,5126554,52.17,5314,,,,,2006,United States,United States,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,,,99.9,99.1,100,0.3,,Good,2017-05-28T00:42:30.135Z,2017-05-28T00:42:30.135Z,No_RNA_Seq,
90371.3625,Salmonella enterica subsp. enterica serovar Typhimurium strain E90C1,,90371,WGS,E90C1,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-06-24T00:00:00Z,,PRJNA449363,SAMN12004712,GCA_006443665.1,,VFXP01000000,,Texas A&M University,,Illumina,100x,SPAdes v. 3.13.1,,,98,5029966,52.103115,5268,4955,,pork,,25-Mar-2015,USA,USA: TX,,,,,,"Pig, Sus scrofa",,,commensal,,,,,,,,,,,,,,,,"Salmonella enterica (non-Typhi) is one of the most common food-borne pathogens, primarily originating in agricultural animals, which can enter the food chain and cause salmonellosis in humans. Importantly a small number of serovars of Salmonella are responsible for the majority of cases of human salmonellosis. Salmonella enterica serovars typically exhibit a limited range of animal hosts, often referred to as serovar-host specificity. Swine, cattle, and poultry each carry different strains of Salmonella and only certain strains cause infectious disease in these hosts, with the remaining strains carried in a subclinical status or in a commensal relationship. In recent years, the Centers for Disease Control and Prevention has reported a rise in human foodborne illnesses related to antibiotic resistant Salmonella enterica serovar I 4,[5], 12:i:- largely associated with the consumption of contaminated pork. Salmonella I 4,[5], 12:i:- is a serovar antigenically similar to Salmonella enterica serovar Typhimurium; however, it lacks the phase two flagellar antigen making it a monophasic variant.","collected_by:USDA in College Station, TX",99.9,98.8,,,,Good,2019-09-30T10:17:43.853Z,2019-09-30T10:17:43.853Z,No_RNA_Seq,
90371.3877,Salmonella enterica subsp. enterica serovar Typhimurium strain YU07-18,,90371,Complete,YU07-18,Typhimurium,,,MLST.Salmonella_enterica.213,genotype:ST213,,,2020-03-16T00:00:00Z,,PRJNA491754,SAMN10076457,GCA_011304815.1,,"CP035547,CP035551,CP035549,CP035550,CP035548",,Centro de Ciencias Genomicas - UNAM,,Oxford Nanopore MiniION,295x,unicycler v. 0.4.5,1,4,5,5113293,52.07912,5368,4994,,stool,,2007,Mexico,Mexico: Yucatan,,,,,,"Human, Homo sapiens",,,Asymptomatic,,,,,,,,,,,,,,,,"A recent Salmonella Typhimurium genotype, named ST213, associated with food-animals and humans in Mexico, has emerged as a public health problem due to its multi-drug resistance phenotype and association with human systemic infections. We applied whole-genome sequencing to analyze the genomic basis of the evolution of this recently emerged genotype. Previous studies had revealed that the accessory genome of ST213 strains includes multi-drug resistance IncA/C plasmids and distinctive chromosomal and plasmid prophages, which could encode key adaptive traits that explain the evolutionary paths and ecological success of this Typhimurium genotype. This data is part of a pre-publication release.",collected_by:M. Zaidi,97.1,95.5,,,,Good,2020-03-27T15:10:14.020Z,2020-03-27T15:10:14.020Z,No_RNA_Seq,
1620419.79,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N38873,,1620419,WGS,CVM N38873,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-12-22T00:00:00Z,27381390,PRJNA242614,SAMN02699289,GCF_001479925.1,SRR3664630,JYXK01000000,,FDA,,Illumina Miseq,65.9x,CLC Genomics Workbench v. 6.0.2,,,101,5268675,51.82,5541,5041,,Ground Turkey,,2012,United States,USA: GA,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.9,98.9,100,,,Good,2016-01-31T19:44:30.514Z,2016-01-31T19:44:30.514Z,No_RNA_Seq,
85569.269,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V113,,85569,WGS,V113,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-13T00:00:00Z,24030491,PRJEB2189,SAMEA1521983,GCF_001221705.1,ERR170669,CTQQ01000000,,SC,,,20x,,,,50,4937791,52.12,5042,4618,,,"derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic",2003,United Kingdom,United Kingdom: Scotland,,,,,,"Pig, Sus scrofa",,,,,,host_health_state:not known,Resistant;Susceptible,AMR Panel,,,,,,,,,,,"'Distinguishable epidemics of multidrug-resistant Salmonella Typhimurium DT104 in different hosts.' Pubmed ID: 24030491. The global epidemic of multidrug-resistant Salmonella Typhimurium DT104 provides an important example, both in terms of the agent and its resistance, of a widely disseminated zoonotic pathogen. Here, with an unprecedented national collection of isolates collected contemporaneously from humans and animals and including a sample of internationally derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic. Contrary to current tenets supporting a single homogeneous epidemic, we demonstrate that the bacterium and its resistance genes were largely maintained within animal and human populations separately and that there was limited transmission, in either direction. We also show considerable variation in the resistance profiles, in contrast to the largely stable bacterial core genome, which emphasizes the critical importance of integrated genotypic data sets in understanding the ecology of bacterial zoonoses and antimicrobial resistance.",isolate:V113,99.8,99,100,,,Good,2016-01-17T16:49:05.084Z,2016-01-17T16:49:05.084Z,No_RNA_Seq,
90371.901,Salmonella enterica subsp. enterica serovar Typhimurium strain ST3363,,90371,WGS,ST3363,,,,MLST.Salmonella_enterica.19,,,,2015-09-22T00:00:00Z,26370680,PRJNA264274,SAMN03121893,GCF_001295725.1,,JRZJ01000000,,The Chinese University of Hong Kong,,454,20.0x,GS De Novo Assembler v. 2.8,,,45,4753154,52.13,4832,4477,,Stool,,1996,China,Hong Kong,,,,,,"Human, Homo sapiens",male,7,Salmonella gastroenteritis,,,,,,,,,,,,,,,,Next generation genome sequencing reveals phylogenetic clades with different level of virulence among Salmonella Typhimurium clinical human isolates in Hong Kong,collected_by:Hoi-Shan Kwan's Lab,99.8,99,100,,,Good,2016-01-17T17:10:20.759Z,2016-01-17T17:10:20.759Z,No_RNA_Seq,
90371.3058,Salmonella enterica subsp. enterica serovar Typhimurium strain ATCC 14028,,90371,Complete,ATCC 14028,Typhimurium,,,MLST.Salmonella_enterica.19,,ATCC:14028,,2018-12-05T00:00:00Z,,PRJNA507184,SAMN10485463,GCA_003864015.1,,"CP034230,CP034231",,FDA-CVM,,PacBio,545x,HGAP v. 3,1,1,2,4965568,52.219242,5156,4885,,chicken tissues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feed sequencing,,99.9,99.4,,,,Good,2019-01-30T11:18:22.931Z,2019-01-30T11:18:22.931Z,RNA_Seq,ATCC 14028
90371.3845,Salmonella enterica subsp. enterica serovar Typhimurium strain S06618-99,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266537,,,,ERR1334874,,,,,,20x,,,,68,4896695,52.070038,4990,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,96.4,,,,Good,2020-02-28T19:49:26.689Z,2020-02-28T19:49:26.689Z,No_RNA_Seq,
90371.3947,Salmonella enterica subsp. enterica serovar Typhimurium strain ST106,,90371,Complete,ST106,Typhimurium,,,MLST.Salmonella_enterica.34,,,,2020-04-06T00:00:00Z,,PRJNA615288,SAMN14450167,GCA_012051245.1,,"CP050728,CP050729,CP050730",,University of Maryland,,Illumina MiSeq; Oxford Nanopore MiniION,89x,Unicycler v. 0.4.8,1,2,3,5195418,51.85814,5349,4963,,Diarrheal patient,,2013-10-02,China,China:Shanghai,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Some multidrug-resistant isolates of S. Indiana, Typhimurium, and Enteritidis were sequenced using MinION and MiSeq sequencing technologies, both individually and in combination. The qualities of MinION, MiSeq, and hybrid genome assemblies were then compared in terms of the characteristics of genome structure, antimicrobial resistance, virulence potential, whole-genome phylogeny, and pan-genome.",collected_by:Shanghai Municipal Center for Disease Control and Prevention,97.1,96.2,,,,Good,2020-04-12T08:51:30.635Z,2020-04-12T08:51:30.635Z,No_RNA_Seq,
90371.3871,Salmonella enterica subsp. enterica serovar Typhimurium strain S11013-96,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266563,,,,ERR1251568,,,,,,20x,,,,68,4879963,52.19224,4948,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,96.3,,,,Good,2020-02-28T19:59:31.261Z,2020-02-28T19:59:31.261Z,No_RNA_Seq,
90371.3791,Salmonella enterica subsp. enterica serovar Typhimurium strain S00478-13,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266481,,,,ERR1251670,,,,,,20x,,,,62,4931836,52.138817,5023,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,96.2,,,,Good,2020-02-28T19:28:48.878Z,2020-02-28T19:28:48.878Z,No_RNA_Seq,
90371.2950,Salmonella enterica subsp. enterica serovar Typhimurium strain OLF-FSR1-STCopenhagen-55,,90371,WGS,OLF-FSR1-STCopenhagen-55,Typhimurium variant Copenhagen,,,MLST.Salmonella_enterica.128,,,,2018-04-20T00:00:00Z,,PRJNA434296,SAMN08470424,GCA_003032335.1,,PYVA01000000,,Canadian Food Inspection Agency,,Illumina MiSeq,92.0x,Unicycler v. 0.4.4; SPAdes v. 3.11.1;,,2,47,4848196,52.188194,5103,4898,,,,,Canada,Canada: British Columbia,,,,,,Pigeon,,,,,,,,,,,,,,,,,,,To investigate the role of pigeon as sources of foodborne Salmonella organisms,sample_type:pure culture,99.9,99.2,100,,,Good,2018-05-30T22:53:31.544Z,2018-05-30T22:53:31.544Z,No_RNA_Seq,
1620419.28,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N46834,,1620419,WGS,CVM N46834,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-08-05T00:00:00Z,27381390,PRJNA242614,SAMN03894213,GCF_001243255.1,SRR2567015,LHIK01000000,,FDA,,Illumina Miseq,54.6x,CLC Genomics Workbench v. 6.0.2,,,80,4939341,52.14,5047,4659,,Chicken Breast,,2013,United States,USA: MN,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.8,99.4,100,,,Good,2016-01-17T16:55:40.742Z,2016-01-17T16:55:40.742Z,No_RNA_Seq,
90371.3661,Salmonella enterica subsp. enterica serovar Typhimurium strain RS32-1,,90371,WGS,RS32-1,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-09-09T00:00:00Z,31476731,PRJNA549805,SAMN12097913,GCA_008363665.1,,VHMI01000000,,Murdoch University,,Illumina MiSeq,100x,SPAdes v. 3.10.1,,,46,4889514,52.191307,5048,4727,,Retail table eggs,,May-2018,Australia,Australia: Perth,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella isolates collected from a baseline survey of retail eggs sampled from Perth supermarkets (Western Australia). The research was completed by Murdoch University (VPH research lab),"collected_by:Hamidreza Sodagari, Murdoch University",99.9,99.3,,,,Good,2019-10-02T05:25:15.122Z,2019-10-02T05:25:15.122Z,No_RNA_Seq,
90371.2820,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN068040,,90371,WGS,CFSAN068040,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2017-11-29T00:00:00Z,,PRJNA186035,SAMN08016390,GCA_002798775.1,,PHIT01000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,157x,CLC Genomics Workbench 10 v. Nov-2017,,,89,5122340,51.79,5444,5212,,mesenteric lymph node,,2005,Brazil,Brazil,,,,,,"Pig, Sus scrofa",,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:FDA,99.9,98.8,100,0.2,,Good,2018-01-01T00:59:43.951Z,2018-01-01T00:59:43.951Z,No_RNA_Seq,
1620419.30,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N46845,,1620419,WGS,CVM N46845,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-08-05T00:00:00Z,27381390,PRJNA242614,SAMN03894224,GCF_001243425.1,SRR2567026,LHIR01000000,,FDA,,Illumina Miseq,43.4x,CLC Genomics Workbench v. 6.0.2,,,110,5002391,52.08,5157,4761,,Chicken Breast,,2013,United States,USA: NY,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.8,99.2,100,,,Good,2016-01-17T16:55:43.340Z,2016-01-17T16:55:43.340Z,No_RNA_Seq,
90371.1832,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN033896,,90371,WGS,CFSAN033896,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2016-03-21T00:00:00Z,,PRJNA186035,SAMN03941128,GCF_001594625.1,,LVFS00000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,69x,SPAdes v. 3.0.0,,,99,4788552,52.12,4892,4498,,feces,,2010,Brazil,Brazil,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:Adolfo Lutz Institute of Ribeirao Preto,99.8,98.5,100,0.2,,Good,2016-04-27T17:55:07.471Z,2016-04-27T17:55:07.471Z,No_RNA_Seq,
1620419.68,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N30693,,1620419,WGS,CVM N30693,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-12-22T00:00:00Z,27381390,PRJNA242614,SAMN02699225,GCF_001478045.1,SRR3665102,JYUY01000000,,FDA,,Illumina Miseq,43.1x,CLC Genomics Workbench v. 6.0.2,,,134,4969440,52.06,5170,4724,,Chicken Breast,,2011,United States,USA: NY,,,,,,,,,,,,,Susceptible;Resistant,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.6,98.5,100,0.8,,Good,2016-01-31T18:30:23.171Z,2016-01-31T18:30:23.171Z,No_RNA_Seq,
90371.2554,Salmonella enterica subsp. enterica serovar Typhimurium strain TW-Stm6,,90371,Complete,TW-Stm6,Typhimurium,,,MLST.Salmonella_enterica.34,,,,2017-06-28T00:00:00Z,,PRJNA371529,SAMN06309456,,,"CP019649,CP019647,CP019648",,University of Melbourne,,PacBio; illumina,99.0x,Unicycler v. 0.2.0,1,2,3,5279746,51.89,5489,5106,,pooled feces,recovered from livestock in Australia,19-Jun-2014,Australia,Australia,,,,,,"Pig, Sus scrofa",,,none in pigs,,,host_disease_outcome:no disease;host_health_state:Victoria,,,,,,,,,,,,,Genome sequencing of Salmonella isolates recovered from livestock in Australia.,collected_by:Tom Weaver,99.8,98.9,100,0.2,,Good,2017-07-23T01:46:24.113Z,2017-07-23T01:46:24.113Z,No_RNA_Seq,
