locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STM0681,nagD,,740896,741648,-,putative phosphatase in N-acetylglucosamine metabolism,Carbohydrate transport and metabolism,
STM0682,nagC,,741695,742915,-,transcriptional repressor of nag (N-acetylglucosamine) operon (NagC/XylR family),Transcription,
STM0683,nagA,,742920,744074,-,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism,
STM0684,nagB,,744134,744934,-,glucosamine-6-phosphate deaminase,Carbohydrate transport and metabolism,
STM0685,nagE,,745261,747213,+,Sugar Specific PTS family%2C n-acetylglucosamine-specific enzyme IIABC,Carbohydrate transport and metabolism,
STM0686,glnS,,747424,749091,+,glutamine tRNA synthetase,"Translation, ribosomal structure and biogenesis",
STM0687,ybfM,,749537,750943,+,putative outer membrane protein,Function unknown,
STM0688,ybfN,,750993,751325,+,putative lipoprotein,Cell wall/membrane/envelope biogenesis,
STM0689,citA,,751374,752678,-,citrate-proton symporter,Amino acid transport and metabolism,
STM0690,citB,,752729,753868,-,citrate utilization protein b,Energy production and conversion,
STM0691,STM0691,,753855,755258,-,putative periplasmic protein,Energy production and conversion,
STM0692,STM0692,,755356,756282,-,putative LysR family transcriptional regulator,Transcription,
STM0693,fur,,756397,756849,-,transcriptional repressor of iron-responsive genes (Fur family) (ferric uptake regulator),Transcription,
STM0694,fldA,,757131,757661,-,flavodoxin 1,Energy production and conversion,
STM0695,ybfE,,757812,758105,-,LexA regulated%2C putative SOS response,Function unknown,
STM0696,ybfF,,758239,759009,-,putative enzyme,Function unknown,
STM0697,seqA,,759194,759736,+,negative modulator of initiation of replication,"Replication, recombination and repair",
STM0698,pgm,,759761,761401,+,phosphoglucomutase,Carbohydrate transport and metabolism,
STM0699,STM0699,,761516,762001,-,putative cytoplasmic protein,Function unknown,
STM0700,potE,,762066,763385,-,APC family%2C putrescine/ornithine antiporter,Amino acid transport and metabolism,
STM0701,speF,,763382,765580,-,ornithine decarboxylase isozyme%2C inducible,Amino acid transport and metabolism,
STM0702,kdpE,,766342,767019,-,response regulator in two-component regulatory system with KdpD,Transcription,
STM0703,kdpD,,767016,769700,-,sensory kinase in two-component regulatory system wtih KdpE,Signal transduction mechanisms,
STM0704,kdpC,,769697,770281,-,P-type ATPase%2C high-affinity potassium transport system%2C C chain,Inorganic ion transport and metabolism,
STM0705,kdpB,,770290,772338,-,P-type ATPase%2C high-affinity potassium transport system%2C B chain,Inorganic ion transport and metabolism,
STM0706,kdpA,,772359,774038,-,P-type ATPase%2C high-affinity potassium transport system%2C A chain,Inorganic ion transport and metabolism,
STM0707,STM0707,,774038,774127,-,putative outer membrane protein,No COG annotation,
STM0708,ybfA,,774464,774670,+,putative periplasmic protein,Function unknown,
STM0709,phrB,,774781,776202,+,deoxyribodipyrimidine photolyase (photoreactivation),Coenzyme transport and metabolism,
STM0710,ybgH,,776241,777722,-,putative POT family transport protein,"Intracellular trafficking, secretion, and vesicular transport",
STM0711,ybgI,,778051,778794,+,putative cytoplasmic protein,Function unknown,
STM0712,ybgJ,,778810,779466,+,putative carboxylase,Amino acid transport and metabolism,
STM0713,ybgK,,779460,780392,+,putative carboxylase,Amino acid transport and metabolism,
STM0714,ybgL,,780382,781116,+,putative lactam utilization protein,Function unknown,
STM0715,STM0715,,781440,781571,+,putative cytoplasmic protein,No COG annotation,
STM0716,STM0716,,781631,782197,+,putative phage integrase,"Replication, recombination and repair",
STM0717,STM0717,,782657,782992,+,putative inner membrane protein,No COG annotation,
STM0718,STM0718,,782994,783734,+,putative cytoplasmic protein,Amino acid transport and metabolism,
STM0719,STM0719,,784020,785171,+,putative UDP-galactopyranose mutase,Cell wall/membrane/envelope biogenesis,
STM0720,STM0720,,785168,786064,+,putative glycosyl transferase,Function unknown,
STM0721,STM0721,,786077,787210,+,putative glycosyl transferase,Cell wall/membrane/envelope biogenesis,
STM0722,STM0722,,787339,788109,+,putative ABC transporter permease protein,Carbohydrate transport and metabolism,
STM0723,STM0723,,788113,788823,+,putative ABC-type polysaccharide/polyol phosphate transport system%2C ATPase component,Carbohydrate transport and metabolism,
STM0724,STM0724,,788917,790695,+,putative glycosyltransferase%2C cell wall biogenesis,Function unknown,
STM0725,STM0725,,790888,791721,+,putative glycosyltransferase%2C cell wall biogenesis,Cell wall/membrane/envelope biogenesis,
STM0726,STM0726,,791779,793674,+,putative glycosyl transferase,"Secondary metabolites biosynthesis, transport, and catabolism",
STM0727,STM0727,,793742,793879,+,putative cytoplasmic protein,No COG annotation,
STM0728,nei,,793928,794719,+,endonuclease VIII,"Replication, recombination and repair",
STM0729,abrB,,794774,795820,-,putative transport protein,Function unknown,
STM0730,gltA,,795957,797240,-,citrate synthase,Coenzyme transport and metabolism,
STM0731,STM0731,,797200,797586,+,putative inner membrane protein,No COG annotation,
STM0732,sdhC,,797995,798384,+,succinate dehydrogenase%2C cytochrome b556,Energy production and conversion,
STM0733,sdhD,,798378,798725,+,succinate dehydrogenase%2C hydrophobic subunit,Energy production and conversion,
STM0734,sdhA,,798725,800491,+,succinate dehydrogenase%2C flavoprotein subunit,Energy production and conversion,
STM0735,sdhB,,800505,801224,+,succinate dehydrogenase%2C Fe-S protein,Energy production and conversion,
STM0736,sucA,,801748,804549,+,2-oxoglutarate dehydrogenase decarboxylase component,Energy production and conversion,
STM0737,sucB,,804564,805772,+,2-oxoglutarate dehydrogenase (dihydrolipoyltranssuccinase E2 component),Energy production and conversion,
STM0738,sucC,,805914,807080,+,succinyl-CoA synthetase%2C beta subunit,Nucleotide transport and metabolism,
STM0739,sucD,,807080,807949,+,succinyl-CoA synthetase%2C alpha subunit,Energy production and conversion,
STM0740,cydA,,809532,811100,+,cytochrome d terminal oxidase%2C polypeptide subunit I,Energy production and conversion,
STM0741,cydB,,811116,812255,+,cytochrome d terminal oxidase polypeptide subunit II,Energy production and conversion,
STM0742,ybgT,,812270,812383,+,putative outer membrane lipoprotein,Function unknown,
STM0743,ybgE,,812520,812801,+,putative inner membrane lipoprotein,Function unknown,
STM0744,ybgC,,813030,813434,+,putative esterase,Function unknown,
STM0745,tolQ,,813431,814123,+,tol protein%2C membrane-spanning inner membrane protein,"Intracellular trafficking, secretion, and vesicular transport",
STM0746,tolR,,814127,814555,+,tol protein%2C role in outer membrane integrity,"Intracellular trafficking, secretion, and vesicular transport",
STM0747,tolA,,814620,815843,+,tol protein%2C membrane spanning protein,Cell wall/membrane/envelope biogenesis,
STM0748,tolB,,815967,817259,+,tol protein required for outer membrane integrity,"Intracellular trafficking, secretion, and vesicular transport",
STM0749,pal,,817294,817818,+,tol protein required for outer membrane integrity,Cell wall/membrane/envelope biogenesis,
STM0750,ybgF,,817828,818616,+,putative periplasmic protein,"Cell cycle control, cell division, chromosome partitioning",
STM0756,nadA,,820236,821279,+,quinolinate synthetase%2C A protein,Nucleotide transport and metabolism,
STM0757,pnuC,,821304,822023,+,NMN family%2C nucleoside/purine/pyrimidine transporter,Coenzyme transport and metabolism,
STM0758,ybgR,,822020,822958,-,putative CDF family transport protein,Inorganic ion transport and metabolism,
STM0759,ybgS,,823069,823455,-,putative homeobox protein,Function unknown,
STM0760,aroG,,823775,824827,+,3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase%2C phenylalanine repressible),Amino acid transport and metabolism,
STM0761,STM0761,,824921,825466,-,fumarate hydratase Class I anaerobic,Energy production and conversion,
STM0762,STM0762,,825481,826326,-,fumarate hydratase%2C alpha subunit,Energy production and conversion,
STM0763,STM0763,,826495,827346,+,transcriptional regulator%2C lysR family,Transcription,
STM0764,STM0764,,827347,828330,-,transcriptional regulator%2C lysR family,Transcription,
STM0765,STM0765,,828574,829821,+,putative cation transporter,Inorganic ion transport and metabolism,
STM0766,dcoC,,829871,830116,+,oxalacetate decarboxylase: gamma chain,Energy production and conversion,
STM0768,dcoB,,831922,833223,+,oxalacetate decarboxylase: beta chain,Energy production and conversion,
STM0769,STM0769,,833342,834040,+,putative cytoplasmic protein,Coenzyme transport and metabolism,
STM0770,STM0770,,834420,835499,+,putative ABC transport protein,"Intracellular trafficking, secretion, and vesicular transport",
STM0771,STM0771,,835499,836275,+,putative ABC-type cobalamin/Fe3+-siderophores transport system%2C ATPase component,Coenzyme transport and metabolism,
STM0772,gpmA,,836366,837118,-,phosphoglyceromutase 1,Carbohydrate transport and metabolism,
STM0773,galM,,837342,838382,-,galactose-1-epimerase (mutarotase),Carbohydrate transport and metabolism,
STM0774,galK,,838376,839524,-,galactokinase,Nucleotide transport and metabolism,
STM0775,galT,,839527,840573,-,galactose-1-phosphate uridylyltransferase,Coenzyme transport and metabolism,
STM0776,galE,,840584,841600,-,UDP-galactose 4-epimerase,Cell wall/membrane/envelope biogenesis,
STM0777,STM0777,,841823,842731,-,putative inner membrane protein,Function unknown,
STM0778,modF,,842902,844377,-,putative ABC superfamily (atp_bind)%2C molybdenum transporter,Inorganic ion transport and metabolism,
STM0779,modE,,844445,845233,-,transcriptional repressor of modABCD operon (molybdate uptake),Coenzyme transport and metabolism,
STM0780,STM0780,,845362,845511,+,putative outer membrane or exported,"Intracellular trafficking, secretion, and vesicular transport",
STM0781,modA,,845678,846451,+,molybdate transporter,Inorganic ion transport and metabolism,
STM0782,modB,,846451,847140,+,molybdate transporter,Inorganic ion transport and metabolism,
STM0783,modC,,847143,848201,+,molybdate transporter,Inorganic ion transport and metabolism,
STM0784,ybhA,,848202,849020,-,putative hydrolase of the HAD superfamily,Function unknown,
STM0785,ybhE,,849184,850179,+,putative 3-carboxymuconate cyclase,Nucleotide transport and metabolism,
STM0786,ybhC,,850323,851606,-,putative pectinesterase,Carbohydrate transport and metabolism,
STM0787,hutI,,851844,853067,+,Imidazolonepropionase,Nucleotide transport and metabolism,
STM0788,hutG,,853064,854005,+,formimionoglutamate hydrolase,Nucleotide transport and metabolism,
STM0789,hutC,,854050,854775,+,histidine utilization repressor,Transcription,
STM0791,hutH,,856658,858178,+,histidine ammonia lyase,Amino acid transport and metabolism,
STM0792,ybhB,,858263,858739,-,putative phospholipid-binding protein,Function unknown,
STM0793,bioA,,858797,860086,-,7%2C8-diaminopelargonic acid synthetase,Coenzyme transport and metabolism,
STM0794,bioB,,860173,861213,+,biotin synthetase,Coenzyme transport and metabolism,
STM0795,bioF,,861210,862367,+,7-keto-8-aminopelargonic acid synthetase,Coenzyme transport and metabolism,
STM0796,bioC,,862351,863106,+,biotin biosynthesis%3B reaction prior to pimeloyl CoA,Coenzyme transport and metabolism,
STM0797,bioD,,863099,863785,+,dethiobiotin synthetase,Coenzyme transport and metabolism,
STM0798,uvrB,,864436,866457,+,UvrB with UvrAC is a DNA excision repair enzyme,"Replication, recombination and repair",
STM0799,STM0799,,866766,866939,+,putative cytoplasmic protein,No COG annotation,
STM0800,slrP,,866947,869244,+,leucine-rich repeat protein,Function unknown,
STM0801,ybhK,,869336,870244,-,putative cytoplasmic protein,Function unknown,
STM0802,moaA,,870641,871630,+,molybdopterin biosynthesis%2C protein A,Coenzyme transport and metabolism,
STM0803,moaB,,871652,872164,+,molybdopterin biosynthesis%2C protein B,Coenzyme transport and metabolism,
STM0804,moaC,,872167,872652,+,molybdopterin biosynthesis%2C protein C,Coenzyme transport and metabolism,
STM0805,moaD,,872639,872890,+,molybdopterin biosynthesis protein,Coenzyme transport and metabolism,
STM0806,moaE,,872892,873344,+,molybdopterin converting factor%2C subunit 2,Coenzyme transport and metabolism,
STM0807,ybhL,,873392,874096,+,putative permease,Function unknown,
STM0808,ybhM,,874243,874950,+,putative integral membrane protein,Function unknown,
STM0809,STM0809,,874974,875582,+,putative inner membrane protein,No COG annotation,
STM0810,STM0810,,875590,876150,+,putative inner membrane protein,No COG annotation,
STM0811,ybhN,,876153,877115,-,putative negative regulator,Function unknown,
STM0812,ybhO,,877115,878356,-,cardiolipin (CL) synthase,Lipid transport and metabolism,
STM0813,ybhP,,878353,879111,-,putative cytoplasmic protein,"Replication, recombination and repair",
STM0814,ybhQ,,879244,879654,+,putative inner membrane protein,Function unknown,
STM0815,ybhR,,879616,880722,-,putative ABC superfamily (membrane) transport protein,Defense mechanisms,
STM0816,ybhS,,880838,881968,-,putative ABC superfamily (membrane) transport protein,Defense mechanisms,
STM0817,ybhF,,881961,883697,-,putative ABC-type multidrug transport system%2C ATPase component,Defense mechanisms,
STM0818,STM0818,,883690,884685,-,membrane permease predicted cation efflux pump,Cell wall/membrane/envelope biogenesis,
STM0819,ybiH,,884685,885359,-,putative transcriptional repressor (TetR/AcrR family),Transcription,
STM0820,rhlE,,885589,886953,+,putative ATP-dependent RNA helicase,Nucleotide transport and metabolism,
STM0821,dinG,,887161,889305,+,LexA regulated (SOS) repair enzyme,Nucleotide transport and metabolism,
STM0822,ybiB,,889335,890309,+,putative transferase,Amino acid transport and metabolism,
STM0823,ybiJ,,890465,890725,-,putative periplasmic protein,Function unknown,
STM0825,ybiI,,891010,891276,-,putative DnaK suppressor protein,Signal transduction mechanisms,
STM0826,ybiN,,891481,892407,+,putative SAM-dependent methyltransferase,Coenzyme transport and metabolism,
STM0827,ybiO,,892404,894626,-,putative transport protein,Cell wall/membrane/envelope biogenesis,
STM0828,glnQ,,894745,895467,-,glutamine high-affinity transporter,Amino acid transport and metabolism,
STM0829,glnP,,895464,896123,-,glutamine high-affinity transporter,Inorganic ion transport and metabolism,
STM0830,glnH,,896267,897013,-,glutamine high-affinity transporter,Amino acid transport and metabolism,
STM0831,dps,,897490,897993,-,stress response DNA-binding protein%3B starvation induced resistance to H2O2,Inorganic ion transport and metabolism,
STM0832,ybiF,,898296,899183,-,putative permease,Function unknown,
STM0833,ompX,,899537,900052,+,outer membrane protease%2C receptor for phage OX2,Cell wall/membrane/envelope biogenesis,
STM0834,ybiP,,900115,901695,-,putative integral membrane protein,Function unknown,
STM0835,STM0835,,902274,902747,+,putative Mn-dependent transcriptional regulator,Transcription,
STM0836,ybiR,,902744,903856,+,putative di- and tricarboxylate transporters,Inorganic ion transport and metabolism,
STM0837,ybiS,,903900,904820,-,putative periplasmic protein,Function unknown,
STM0838,ybiT,,905039,906631,+,putative ATPase component of ABC transporter with duplicated ATPase domain,Function unknown,
STM0839,STM0839,,907240,907983,+,putative inner membrane protein,Function unknown,
STM0840,ybiV(2),,908012,908731,-,putative hydrolase of the HAD superfamily,Function unknown,
STM0841,ybiU,,908936,910201,-,putative cytoplasmic protein,Function unknown,
STM0842,ybiV(1),,910463,911272,+,putative hydrolase of the HAD superfamily,Function unknown,
STM0843,pflF,,911350,913782,-,putative pyruvate formate lyase,Energy production and conversion,
STM0844,pflE,,913788,914687,-,putative pyruvate formate lyase activating enzyme,Coenzyme transport and metabolism,
STM0845,moeB,,914965,915714,-,molybdopterin biosynthesis,Coenzyme transport and metabolism,
STM0846,moeA,,915714,916955,-,molybdopterin biosynthesis protein,Coenzyme transport and metabolism,
STM0847,ybiK,,917152,918093,+,putative asparaginase,Amino acid transport and metabolism,
STM0848,yliA,,918104,919975,+,putative ATPase components of ABC-type transport system%2C containing duplicated ATPase domain,Inorganic ion transport and metabolism,
STM0849,yliB,,920008,921546,+,putative ABC transporter periplasmic binding protein,Amino acid transport and metabolism,
STM0850,yliC,,921607,922527,+,putative ABC transporter periplasmic binding protein,Amino acid transport and metabolism,
STM0851,yliD,,922530,923441,+,putative ABC transporter inner membrane component,Amino acid transport and metabolism,
STM0852,yliG,,923532,924857,-,putative Fe-S oxidoreductases family 1,"Translation, ribosomal structure and biogenesis",
STM0853,yliH,,925088,925471,+,putative cytoplasmic protein,Function unknown,
STM0854,STM0854,,926184,926699,+,putative cytoplasmic protein,Carbohydrate transport and metabolism,
STM0855,STM0855,,926617,927471,+,putative electron transfer flavoprotein beta subunit,Energy production and conversion,
STM0856,STM0856,,927482,928429,+,putative electron transfer flavoprotein alpha subunit,Energy production and conversion,
STM0857,STM0857,,928723,929886,+,putative acyl-CoA dehydrogenase,Lipid transport and metabolism,
STM0858,STM0858,,930335,932020,+,putative dehydrogenase (flavoproteins),Energy production and conversion,
STM0859,STM0859,,932026,932916,-,putative LysR family transcriptional regulator,Transcription,
STM0860,STM0860,,933181,933606,-,putative inner membrane protein,Amino acid transport and metabolism,
STM0861,yliI,,933953,934633,+,putative dehydrogenase,Carbohydrate transport and metabolism,
STM0862,yliJ,,934630,935256,-,putative glutathione S-transferase,"Post-translational modification, protein turnover,and chaperones",
STM0863,dacC,,935500,936702,+,D-alanyl-D-alanine carboxypeptidase%3B penicillin-binding protein 6a,Cell wall/membrane/envelope biogenesis,
STM0864,deoR,,936747,937505,-,transcriptional repressor for deoxyribose operon (DeoR family),Transcription,
STM0865,ybjG,,937577,938185,-,putative permease,Lipid transport and metabolism,
STM0866,mdfA,,938498,939730,+,multidrug translocase,Amino acid transport and metabolism,
STM0867,STM0867,,939784,940599,-,putative hydrolase,Function unknown,
STM0868,STM0868,,940596,941807,-,putative transport protein/putative regulator,Carbohydrate transport and metabolism,
STM0869,STM0869,,941975,942595,+,putative regulator (TetR/Acr family),Transcription,
STM0870,STM0870,,942712,944397,-,putative transport protein,"Intracellular trafficking, secretion, and vesicular transport",
STM0871,ybjM,,944668,945045,+,putative inner membrane protein,Function unknown,
STM0872,grxA,,945077,945340,-,redox coenzyme for glutathione-dependent ribonucleotide reductase glutaredoxin1,"Post-translational modification, protein turnover,and chaperones",
STM0873,ybjC,,945510,945800,+,putative inner membrane protein,Function unknown,
STM0874,mdaA,,945784,946506,+,oxygen-insensitive NADPH nitroreductase,Energy production and conversion,
STM0875,rimK,,946564,947466,+,ribosomal protein S6 modification protein,Nucleotide transport and metabolism,
STM0876,ybjN,,947563,948039,+,putative cytoplasmic protein,Function unknown,
STM0877,potF,,948388,949500,+,ABC superfamily (peri_perm)%2C putrescine transporter,Amino acid transport and metabolism,
STM0878,potG,,949588,950721,+,putrescine transporter,Amino acid transport and metabolism,
STM0879,potH,,950731,951684,+,putrescine transporter,Inorganic ion transport and metabolism,
STM0880,potI,,951681,952526,+,putrescine transporter,Inorganic ion transport and metabolism,
STM0881,ybjO,,952600,953073,+,putative inner membrane protein,Function unknown,
STM0882,ybjF,,953116,954246,+,putative tRNA (uracil-5-)-methyltransferase,"Translation, ribosomal structure and biogenesis",
STM0884,STM0884,,954529,955872,+,putative inner membrane protein%3B homology to SgaT from Vibrio,Function unknown,
STM0885,STM0885,,955902,956222,+,putative inner membrane protein%3B homology to SgaT from Vibrio,Carbohydrate transport and metabolism,
STM0886,STM0886,,956232,957719,+,putative sulfatase,Inorganic ion transport and metabolism,
STM0887,artJ,,957938,958669,-,arginine 3rd transport system,Amino acid transport and metabolism,
STM0888,artM,,958906,959574,-,arginine 3rd transport system,Inorganic ion transport and metabolism,
STM0889,artQ,,959574,960290,-,arginine 3rd transport system,Inorganic ion transport and metabolism,
STM0890,artI,,960297,961028,-,arginine transport system,Amino acid transport and metabolism,
STM0891,artP,,961046,961774,-,arginine transport system,Amino acid transport and metabolism,
STM0892,ybjP,,962004,962519,-,putative lipoprotein,Cell wall/membrane/envelope biogenesis,
STM0893,STM0893,,962615,963940,-,putative Fels-1 prophage integrase,"Replication, recombination and repair",
STM0894,STM0894,,963968,964210,-,putative Fels-1 prophage excisionase,Function unknown,
STM0895,STM0895,,964576,964884,-,Fels-1 prophage protein,No COG annotation,
STM0896,STM0896,,965344,965736,-,Fels-1 prophage protein,Function unknown,
STM0897,STM0897,,966312,966728,-,Fels-1 prophage protein,No COG annotation,
STM0898,STM0898,,967914,968609,-,putative Fels-1 prophage transcriptional regulator,Transcription,
STM0898A,STM0898A,,968722,968976,+,Fels-1 prophage protein,Transcription,
STM0899,STM0899,,969476,969844,+,Fels-1 prophage protein,Function unknown,
STM0900,STM0900,,970002,971585,+,putative Fels-1 prophage DNA or RNA helicases of superfamily II,"Replication, recombination and repair",
STM0901,STM0901,,971582,972550,+,Fels-1 putative prophage DNA primase,Function unknown,
STM0902,STM0902,,972550,973410,+,Fels-1 prophage protein,No COG annotation,
STM0903,STM0903,,973407,974222,+,putative Fels-1 prophage chaparone,"Post-translational modification, protein turnover,and chaperones",
STM0904,STM0904,,974377,974769,-,Fels-1 prophage protein,No COG annotation,
STM0905,STM0905,,975827,976225,+,Fels-1 prophage hypothetical protein,Function unknown,
STM0906,STM0906,,976815,977159,+,Fels-1 prophage protein,Function unknown,
STM0907,STM0907,,977162,977776,+,putative Fels-1 prophage chitinase,Function unknown,
STM0908,STM0908,,977773,978258,+,Fels-1 prophage protein,Function unknown,
STM0909,STM0909,,979093,979584,+,Fels-1 prophage protein,Function unknown,
STM0910,STM0910,,979571,981679,+,Fels-1 prophage protein,Function unknown,
STM0911,STM0911,,981879,983414,+,Fels-1 prophage protein,Function unknown,
STM0912,STM0912,,983266,985452,+,Fels-1 prophage protease subunits of ATP-dependent proteases,Function unknown,
STM0913,STM0913,,985466,986137,-,Fels-1 prophage protein,No COG annotation,
STM0914,STM0914,,986136,986720,+,putative Fels-1 phage tail component,Function unknown,
STM0915,STM0915,,986717,987118,+,Fels-1 prophage protein,Function unknown,
STM0916,STM0916,,987129,987872,+,putative Fels-1 prophage major tail protein,Cell motility,
STM0917,STM0917,,988339,988656,+,putative Fels-1 prophage minor tail protein,Function unknown,
STM0918,STM0918,,988628,991789,+,putative Fels-1 prophage minor tail protein,"Cell cycle control, cell division, chromosome partitioning",
STM0919,STM0919,,991789,992118,+,putative Fels-1 prophage minor tail protein,Function unknown,
STM0920,STM0920,,992245,992763,+,Fels-1 prophage attachment and invasion protein,Cell wall/membrane/envelope biogenesis,
STM0921,STM0921,,992895,993590,+,putative Fels-1 prophage minor tail protein,Function unknown,
STM0922,STM0922,,993602,994336,+,putative Fels-1 prophage tail assembly protein,Cell wall/membrane/envelope biogenesis,
STM0923,STM0923,,994234,994911,+,putative Fels-1 prophage tail assembly protein,Function unknown,
STM0924,STM0924,,994965,995489,-,putative Fels-1 prophage Cu/Zn superoxide dismutase,Inorganic ion transport and metabolism,
STM0925,STM0925,,995583,999029,+,putative Fels-1 prophage host specificity protein,Function unknown,
STM0926,STM0926,,999073,1001445,+,putative Fels-1 prophage minor tail protein,Cell wall/membrane/envelope biogenesis,
STM0927,STM0927,,1001445,1002020,+,putative Fels-1 prophage tail assembly protein,Function unknown,
STM0928,nanH,,1002091,1003329,-,sialidase,Carbohydrate transport and metabolism,
STM0929,STM0929,,1003903,1004274,-,putative inner membrane protein,No COG annotation,
STM0930,STM0930,,1005370,1005693,+,putative cytoplasmic protein,Function unknown,
STM0931,ybjR,,1005690,1006520,+,putative aminidase,Defense mechanisms,
STM0932,STM0932,,1006517,1007530,-,putative nucleoside-diphosphate-sugar epimerase,Cell wall/membrane/envelope biogenesis,
STM0933,ybjT,,1007626,1009059,-,putative nucleoside-diphosphate-sugar epimerase,Carbohydrate transport and metabolism,
STM0934,ltaA,,1009070,1010071,-,L-allo-threonine aldolase,Amino acid transport and metabolism,
STM0935,poxB,,1010110,1011828,-,pyruvate dehydrogenase/oxidase FAD and thiamine PPi cofactors%2C cytoplasmic in absence of cofactors,Amino acid transport and metabolism,
STM0936,hcr,,1011986,1012957,-,NADH oxidoreductase for hcp gene product,Energy production and conversion,
STM0937,hcp,,1012966,1014618,-,hybrid cluster protein,Energy production and conversion,
STM0938,ybjE,,1014762,1015661,-,putative inner membrane protein,Function unknown,
STM0939,ybjD,,1015863,1017521,+,homology with RecF protein,"Replication, recombination and repair",
STM0940,ybjX,,1017518,1018486,-,homolog of virK,Function unknown,
STM0941,ybjY,,1018614,1019732,+,putative membrane protein,Cell wall/membrane/envelope biogenesis,
STM0942,ybjZ,,1019729,1021675,+,putative ABC superfamily (atp%26memb) transport protein,Defense mechanisms,
STM0943,cspD,,1021805,1022026,-,CspA-like protein but not cold shock induced,Transcription,
STM0944,yljA,,1022350,1022670,+,putative cytoplasmic protein,Amino acid transport and metabolism,
STM0945,clpA,,1022701,1024977,+,ATP-binding subunit of serine protease,"Post-translational modification, protein turnover,and chaperones",
STM0946,tnpA_1,,1025169,1025627,+,IS200 transposase,"Replication, recombination and repair",
STM0947,STM0947,,1026090,1026773,-,putative integrase protein,"Replication, recombination and repair",
STM0948,STM0948,,1026944,1027345,-,putative cytoplasmic protein,"Replication, recombination and repair",
STM0950,STM0950,,1027682,1028359,-,homolog of slsA in STM,"Secondary metabolites biosynthesis, transport, and catabolism",
STM0951,STM0951,,1028379,1029239,-,putative cytoplasmic protein,Function unknown,
STM0952,STM0952,,1029348,1030259,+,putative transcriptional regulator%2C lysR family,Transcription,
STM0953,infA,,1030350,1030568,-,protein chain initiation factor IF-1,"Translation, ribosomal structure and biogenesis",
STM0954,STM0954,,1030496,1030879,-,putative inner membrane protein,No COG annotation,
STM0955,aat,,1030880,1031584,-,leucyl%2C phenylalanyl-tRNA-protein transferase,"Post-translational modification, protein turnover,and chaperones",
STM0956,cydC,,1031629,1033350,-,cytochrome-related transporter,Energy production and conversion,
STM0957,cydD,,1033351,1035117,-,cytochrome-related transporter,Energy production and conversion,
STM0958,trxB,,1035231,1036199,-,thioredoxin reductase,Energy production and conversion,
STM0959,lrp,,1036745,1037239,+,regulator for lrp regulon and high-affinity branched-chain amino acid transport system,Transcription,
STM0960,ftsK,,1037374,1041429,+,cell division protein,"Cell cycle control, cell division, chromosome partitioning",
STM0961,lolA,,1041569,1042183,+,periplasmic protein,Cell wall/membrane/envelope biogenesis,
STM0962,ycaJ,,1042193,1043536,+,putative polynucleotide enzyme,"Replication, recombination and repair",
STM0963,serS,,1043795,1045087,+,serine tRNA synthetase,"Translation, ribosomal structure and biogenesis",
STM0964,dmsA,,1045324,1047768,+,anaerobic dimethyl sulfoxide reductase%2C subunit A,Energy production and conversion,
STM0965,dmsB,,1047779,1048396,+,anaerobic dimethyl sulfoxide reductase%2C subunit B,Energy production and conversion,
STM0966,dmsC,,1048398,1049261,+,anaerobic dimethyl sulfoxide reductase%2C subunit C,Function unknown,
STM0968,ycaD,,1049611,1050759,+,putative MFS family transport protein,"Intracellular trafficking, secretion, and vesicular transport",
STM0969,ycaM,,1050977,1052398,+,putative APC family%2C amino-acid transporter,Amino acid transport and metabolism,
STM0970,pflA,,1052691,1053515,-,pyruvate formate lyase activating enzyme 1,Energy production and conversion,
STM0971,STM0971,,1053607,1053933,-,putative cytoplasmic protein,No COG annotation,
STM0972,STM0972,,1054064,1055023,+,homologous to secreted protein sopD,Transcription,
STM0973,pflB,,1055099,1057381,-,pyruvate formate lyase I%2C induced anaerobically,Coenzyme transport and metabolism,
STM0974,focA,,1057441,1058298,-,formate transporter,Inorganic ion transport and metabolism,
STM0975,ycaO,,1058703,1060463,-,putative cytoplasmic protein,Function unknown,
STM0976,ycaP,,1060600,1061292,+,putative inner membrane protein,Function unknown,
STM0977,serC,,1061478,1062566,+,3-phosphoserine aminotransferase,Amino acid transport and metabolism,
STM0978,aroA,,1062637,1063920,+,3-enolpyruvylshikimate-5-phosphate synthetase,Amino acid transport and metabolism,
STM0979,ycaL,,1064063,1064824,+,putative Zn-dependent protease with chaperone function,Cell wall/membrane/envelope biogenesis,
STM0980,cmk,,1064997,1065680,+,cytidine monophosphate (CMP) kinase,Nucleotide transport and metabolism,
STM0981,rpsA,,1065794,1067467,+,30S ribosomal subunit protein S1,"Translation, ribosomal structure and biogenesis",
STM0982,himD,,1067623,1067907,+,integration host factor (IHF)%2C beta subunit,Transcription,
STM0983,ycaI,,1068137,1070401,+,putative recombination protein,Function unknown,
STM0984,msbA,,1070438,1072186,+,multicopy repressor of htrB transport protein%3B ABC superfamily (atp%26membrane),Defense mechanisms,
STM0985,lpxK,,1072183,1073160,+,tetraacyldisaccharide 4' kinase,Lipid transport and metabolism,
STM0986,ycaQ,,1073204,1074436,+,putative cytoplasmic protein,Function unknown,
